N,z2
-4.6760000000e+00,2.6301045697e-04
-4.6720000000e+00,2.6511266970e-04
-4.6680000000e+00,2.6723172359e-04
-4.6640000000e+00,2.6936775374e-04
-4.6600000000e+00,2.7152089631e-04
-4.6560000000e+00,2.7369128858e-04
-4.6520000000e+00,2.7587906891e-04
-4.6480000000e+00,2.7808437678e-04
-4.6440000000e+00,2.8030735279e-04
-4.6400000000e+00,2.8254813867e-04
-4.6360000000e+00,2.8480687728e-04
-4.6320000000e+00,2.8708371263e-04
-4.6280000000e+00,2.8937878990e-04
-4.6240000000e+00,2.9169225541e-04
-4.6200000000e+00,2.9402425668e-04
-4.6160000000e+00,2.9637494239e-04
-4.6120000000e+00,2.9874446242e-04
-4.6080000000e+00,3.0113296788e-04
-4.6040000000e+00,3.0354061105e-04
-4.6000000000e+00,3.0596754546e-04
-4.5960000000e+00,3.0841392586e-04
-4.5920000000e+00,3.1087990826e-04
-4.5880000000e+00,3.1336564990e-04
-4.5840000000e+00,3.1587130930e-04
-4.5800000000e+00,3.1839704623e-04
-4.5760000000e+00,3.2094302177e-04
-4.5720000000e+00,3.2350939828e-04
-4.5680000000e+00,3.2609633941e-04
-4.5640000000e+00,3.2870401015e-04
-4.5600000000e+00,3.3133257680e-04
-4.5560000000e+00,3.3398220698e-04
-4.5520000000e+00,3.3665306969e-04
-4.5480000000e+00,3.3934533526e-04
-4.5440000000e+00,3.4205917539e-04
-4.5400000000e+00,3.4479476317e-04
-4.5360000000e+00,3.4755227307e-04
-4.5320000000e+00,3.5033188096e-04
-4.5280000000e+00,3.5313376413e-04
-4.5240000000e+00,3.5595810129e-04
-4.5200000000e+00,3.5880507257e-04
-4.5160000000e+00,3.6167485957e-04
-4.5120000000e+00,3.6456764533e-04
-4.5080000000e+00,3.6748361437e-04
-4.5040000000e+00,3.7042295267e-04
-4.5000000000e+00,3.7338584774e-04
-4.4960000000e+00,3.7637248856e-04
-4.4920000000e+00,3.7938306565e-04
-4.4880000000e+00,3.8241777105e-04
-4.4840000000e+00,3.8547679834e-04
-4.4800000000e+00,3.8856034264e-04
-4.4760000000e+00,3.9166860068e-04
-4.4720000000e+00,3.9480177072e-04
-4.4680000000e+00,3.9796005264e-04
-4.4640000000e+00,4.0114364792e-04
-4.4600000000e+00,4.0435275965e-04
-4.4560000000e+00,4.0758759255e-04
-4.4520000000e+00,4.1084835300e-04
-4.4480000000e+00,4.1413524901e-04
-4.4440000000e+00,4.1744849029e-04
-4.4400000000e+00,4.2078828820e-04
-4.4360000000e+00,4.2415485583e-04
-4.4320000000e+00,4.2754840795e-04
-4.4280000000e+00,4.3096916108e-04
-4.4240000000e+00,4.3441733347e-04
-4.4200000000e+00,4.3789314511e-04
-4.4160000000e+00,4.4139681776e-04
-4.4120000000e+00,4.4492857497e-04
-4.4080000000e+00,4.4848864208e-04
-4.4040000000e+00,4.5207724624e-04
-4.4000000000e+00,4.5569461642e-04
-4.3960000000e+00,4.5934098342e-04
-4.3920000000e+00,4.6301657992e-04
-4.3880000000e+00,4.6672164043e-04
-4.3840000000e+00,4.7045640137e-04
-4.3800000000e+00,4.7422110106e-04
-4.3760000000e+00,4.7801597971e-04
-4.3720000000e+00,4.8184127947e-04
-4.3680000000e+00,4.8569724445e-04
-4.3640000000e+00,4.8958412069e-04
-4.3600000000e+00,4.9350215622e-04
-4.3560000000e+00,4.9745160107e-04
-4.3520000000e+00,5.0143270726e-04
-4.3480000000e+00,5.0544572884e-04
-4.3440000000e+00,5.0949092191e-04
-4.3400000000e+00,5.1356854460e-04
-4.3360000000e+00,5.1767885714e-04
-4.3320000000e+00,5.2182212183e-04
-4.3280000000e+00,5.2599860309e-04
-4.3240000000e+00,5.3020856745e-04
-4.3200000000e+00,5.3445228358e-04
-4.3160000000e+00,5.3873002231e-04
-4.3120000000e+00,5.4304205665e-04
-4.3080000000e+00,5.4738866181e-04
-4.3040000000e+00,5.5177011517e-04
-4.3000000000e+00,5.5618669637e-04
-4.2960000000e+00,5.6063868730e-04
-4.2920000000e+00,5.6512637209e-04
-4.2880000000e+00,5.6965003716e-04
-4.2840000000e+00,5.7420997124e-04
-4.2800000000e+00,5.7880646535e-04
-4.2760000000e+00,5.8343981287e-04
-4.2720000000e+00,5.8811030954e-04
-4.2680000000e+00,5.9281825345e-04
-4.2640000000e+00,5.9756394510e-04
-4.2600000000e+00,6.0234768740e-04
-4.2560000000e+00,6.0716978569e-04
-4.2520000000e+00,6.1203054775e-04
-4.2480000000e+00,6.1693028385e-04
-4.2440000000e+00,6.2186930675e-04
-4.2400000000e+00,6.2684793169e-04
-4.2360000000e+00,6.3186647648e-04
-4.2320000000e+00,6.3692526145e-04
-4.2280000000e+00,6.4202460954e-04
-4.2240000000e+00,6.4716484623e-04
-4.2200000000e+00,6.5234629965e-04
-4.2160000000e+00,6.5756930056e-04
-4.2120000000e+00,6.6283418237e-04
-4.2080000000e+00,6.6814128116e-04
-4.2040000000e+00,6.7349093571e-04
-4.2000000000e+00,6.7888348753e-04
-4.1960000000e+00,6.8431928086e-04
-4.1920000000e+00,6.8979866272e-04
-4.1880000000e+00,6.9532198288e-04
-4.1840000000e+00,7.0088959397e-04
-4.1800000000e+00,7.0650185139e-04
-4.1760000000e+00,7.1215911345e-04
-4.1720000000e+00,7.1786174130e-04
-4.1680000000e+00,7.2361009900e-04
-4.1640000000e+00,7.2940455354e-04
-4.1600000000e+00,7.3524547483e-04
-4.1560000000e+00,7.4113323579e-04
-4.1520000000e+00,7.4706821229e-04
-4.1480000000e+00,7.5305078326e-04
-4.1440000000e+00,7.5908133063e-04
-4.1400000000e+00,7.6516023942e-04
-4.1360000000e+00,7.7128789775e-04
-4.1320000000e+00,7.7746469683e-04
-4.1280000000e+00,7.8369103102e-04
-4.1240000000e+00,7.8996729785e-04
-4.1200000000e+00,7.9629389804e-04
-4.1160000000e+00,8.0267123553e-04
-4.1120000000e+00,8.0909971749e-04
-4.1080000000e+00,8.1557975438e-04
-4.1040000000e+00,8.2211175992e-04
-4.1000000000e+00,8.2869615118e-04
-4.0960000000e+00,8.3533334858e-04
-4.0920000000e+00,8.4202377589e-04
-4.0880000000e+00,8.4876786031e-04
-4.0840000000e+00,8.5556603245e-04
-4.0800000000e+00,8.6241872637e-04
-4.0760000000e+00,8.6932637964e-04
-4.0720000000e+00,8.7628943333e-04
-4.0680000000e+00,8.8330833204e-04
-4.0640000000e+00,8.9038352395e-04
-4.0600000000e+00,8.9751546084e-04
-4.0560000000e+00,9.0470459810e-04
-4.0520000000e+00,9.1195139480e-04
-4.0480000000e+00,9.1925631368e-04
-4.0440000000e+00,9.2661982119e-04
-4.0400000000e+00,9.3404238753e-04
-4.0360000000e+00,9.4152448668e-04
-4.0320000000e+00,9.4906659642e-04
-4.0280000000e+00,9.5666919836e-04
-4.0240000000e+00,9.6433277798e-04
-4.0200000000e+00,9.7205782466e-04
-4.0160000000e+00,9.7984483170e-04
-4.0120000000e+00,9.8769429637e-04
-4.0080000000e+00,9.9560671992e-04
-4.0040000000e+00,1.0035826076e-03
-4.0000000000e+00,1.0116224688e-03
-3.9960000000e+00,1.0197268170e-03
-3.9920000000e+00,1.0278961696e-03
-3.9880000000e+00,1.0361310484e-03
-3.9840000000e+00,1.0444319792e-03
-3.9800000000e+00,1.0527994922e-03
-3.9760000000e+00,1.0612341217e-03
-3.9720000000e+00,1.0697364063e-03
-3.9680000000e+00,1.0783068891e-03
-3.9640000000e+00,1.0869461174e-03
-3.9600000000e+00,1.0956546429e-03
-3.9560000000e+00,1.1044330218e-03
-3.9520000000e+00,1.1132818147e-03
-3.9480000000e+00,1.1222015866e-03
-3.9440000000e+00,1.1311929073e-03
-3.9400000000e+00,1.1402563510e-03
-3.9360000000e+00,1.1493924965e-03
-3.9320000000e+00,1.1586019272e-03
-3.9280000000e+00,1.1678852315e-03
-3.9240000000e+00,1.1772430021e-03
-3.9200000000e+00,1.1866758366e-03
-3.9160000000e+00,1.1961843376e-03
-3.9120000000e+00,1.2057691123e-03
-3.9080000000e+00,1.2154307729e-03
-3.9040000000e+00,1.2251699364e-03
-3.9000000000e+00,1.2349872248e-03
-3.8960000000e+00,1.2448832651e-03
-3.8920000000e+00,1.2548586895e-03
-3.8880000000e+00,1.2649141349e-03
-3.8840000000e+00,1.2750502436e-03
-3.8800000000e+00,1.2852676631e-03
-3.8760000000e+00,1.2955670458e-03
-3.8720000000e+00,1.3059490496e-03
-3.8680000000e+00,1.3164143376e-03
-3.8640000000e+00,1.3269635782e-03
-3.8600000000e+00,1.3375974452e-03
-3.8560000000e+00,1.3483166178e-03
-3.8520000000e+00,1.3591217806e-03
-3.8480000000e+00,1.3700136237e-03
-3.8440000000e+00,1.3809928428e-03
-3.8400000000e+00,1.3920601392e-03
-3.8360000000e+00,1.4032162198e-03
-3.8320000000e+00,1.4144617970e-03
-3.8280000000e+00,1.4257975893e-03
-3.8240000000e+00,1.4372243206e-03
-3.8200000000e+00,1.4487427207e-03
-3.8160000000e+00,1.4603535254e-03
-3.8120000000e+00,1.4720574763e-03
-3.8080000000e+00,1.4838553210e-03
-3.8040000000e+00,1.4957478130e-03
-3.8000000000e+00,1.5077357119e-03
-3.7960000000e+00,1.5198197835e-03
-3.7920000000e+00,1.5320007995e-03
-3.7880000000e+00,1.5442795380e-03
-3.7840000000e+00,1.5566567834e-03
-3.7800000000e+00,1.5691333262e-03
-3.7760000000e+00,1.5817099633e-03
-3.7720000000e+00,1.5943874980e-03
-3.7680000000e+00,1.6071667402e-03
-3.7640000000e+00,1.6200485060e-03
-3.7600000000e+00,1.6330336183e-03
-3.7560000000e+00,1.6461229065e-03
-3.7520000000e+00,1.6593172068e-03
-3.7480000000e+00,1.6726173618e-03
-3.7440000000e+00,1.6860242211e-03
-3.7400000000e+00,1.6995386411e-03
-3.7360000000e+00,1.7131614850e-03
-3.7320000000e+00,1.7268936230e-03
-3.7280000000e+00,1.7407359322e-03
-3.7240000000e+00,1.7546892969e-03
-3.7200000000e+00,1.7687546082e-03
-3.7160000000e+00,1.7829327646e-03
-3.7120000000e+00,1.7972246718e-03
-3.7080000000e+00,1.8116312426e-03
-3.7040000000e+00,1.8261533974e-03
-3.7000000000e+00,1.8407920636e-03
-3.6960000000e+00,1.8555481764e-03
-3.6920000000e+00,1.8704226783e-03
-3.6880000000e+00,1.8854165194e-03
-3.6840000000e+00,1.9005306575e-03
-3.6800000000e+00,1.9157660581e-03
-3.6760000000e+00,1.9311236942e-03
-3.6720000000e+00,1.9466045469e-03
-3.6680000000e+00,1.9622096050e-03
-3.6640000000e+00,1.9779398653e-03
-3.6600000000e+00,1.9937963326e-03
-3.6560000000e+00,2.0097800197e-03
-3.6520000000e+00,2.0258919477e-03
-3.6480000000e+00,2.0421331456e-03
-3.6440000000e+00,2.0585046510e-03
-3.6400000000e+00,2.0750075094e-03
-3.6360000000e+00,2.0916427752e-03
-3.6320000000e+00,2.1084115107e-03
-3.6280000000e+00,2.1253147873e-03
-3.6240000000e+00,2.1423536845e-03
-3.6200000000e+00,2.1595292908e-03
-3.6160000000e+00,2.1768427032e-03
-3.6120000000e+00,2.1942950277e-03
-3.6080000000e+00,2.2118873790e-03
-3.6040000000e+00,2.2296208808e-03
-3.6000000000e+00,2.2474966658e-03
-3.5960000000e+00,2.2655158760e-03
-3.5920000000e+00,2.2836796621e-03
-3.5880000000e+00,2.3019891845e-03
-3.5840000000e+00,2.3204456127e-03
-3.5800000000e+00,2.3390501255e-03
-3.5760000000e+00,2.3578039114e-03
-3.5720000000e+00,2.3767081681e-03
-3.5680000000e+00,2.3957641031e-03
-3.5640000000e+00,2.4149729338e-03
-3.5600000000e+00,2.4343358869e-03
-3.5560000000e+00,2.4538541993e-03
-3.5520000000e+00,2.4735291176e-03
-3.5480000000e+00,2.4933618986e-03
-3.5440000000e+00,2.5133538091e-03
-3.5400000000e+00,2.5335061259e-03
-3.5360000000e+00,2.5538201362e-03
-3.5320000000e+00,2.5742971376e-03
-3.5280000000e+00,2.5949384380e-03
-3.5240000000e+00,2.6157453557e-03
-3.5200000000e+00,2.6367192197e-03
-3.5160000000e+00,2.6578613697e-03
-3.5120000000e+00,2.6791731559e-03
-3.5080000000e+00,2.7006559397e-03
-3.5040000000e+00,2.7223110931e-03
-3.5000000000e+00,2.7441399993e-03
-3.4960000000e+00,2.7661440524e-03
-3.4920000000e+00,2.7883246579e-03
-3.4880000000e+00,2.8106832323e-03
-3.4840000000e+00,2.8332212038e-03
-3.4800000000e+00,2.8559400117e-03
-3.4760000000e+00,2.8788411071e-03
-3.4720000000e+00,2.9019259527e-03
-3.4680000000e+00,2.9251960227e-03
-3.4640000000e+00,2.9486528035e-03
-3.4600000000e+00,2.9722977930e-03
-3.4560000000e+00,2.9961325015e-03
-3.4520000000e+00,3.0201584512e-03
-3.4480000000e+00,3.0443771764e-03
-3.4440000000e+00,3.0687902239e-03
-3.4400000000e+00,3.0933991529e-03
-3.4360000000e+00,3.1182055349e-03
-3.4320000000e+00,3.1432109543e-03
-3.4280000000e+00,3.1684170079e-03
-3.4240000000e+00,3.1938253054e-03
-3.4200000000e+00,3.2194374696e-03
-3.4160000000e+00,3.2452551360e-03
-3.4120000000e+00,3.2712799534e-03
-3.4080000000e+00,3.2975135838e-03
-3.4040000000e+00,3.3239577025e-03
-3.4000000000e+00,3.3506139981e-03
-3.3960000000e+00,3.3774841730e-03
-3.3920000000e+00,3.4045699430e-03
-3.3880000000e+00,3.4318730378e-03
-3.3840000000e+00,3.4593952009e-03
-3.3800000000e+00,3.4871381898e-03
-3.3760000000e+00,3.5151037761e-03
-3.3720000000e+00,3.5432937455e-03
-3.3680000000e+00,3.5717098981e-03
-3.3640000000e+00,3.6003540484e-03
-3.3600000000e+00,3.6292280254e-03
-3.3560000000e+00,3.6583336730e-03
-3.3520000000e+00,3.6876728494e-03
-3.3480000000e+00,3.7172474282e-03
-3.3440000000e+00,3.7470592976e-03
-3.3400000000e+00,3.7771103613e-03
-3.3360000000e+00,3.8074025378e-03
-3.3320000000e+00,3.8379377615e-03
-3.3280000000e+00,3.8687179819e-03
-3.3240000000e+00,3.8997451642e-03
-3.3200000000e+00,3.9310212895e-03
-3.3160000000e+00,3.9625483546e-03
-3.3120000000e+00,3.9943283723e-03
-3.3080000000e+00,4.0263633718e-03
-3.3040000000e+00,4.0586553981e-03
-3.3000000000e+00,4.0912065129e-03
-3.2960000000e+00,4.1240187944e-03
-3.2920000000e+00,4.1570943373e-03
-3.2880000000e+00,4.1904352531e-03
-3.2840000000e+00,4.2240436705e-03
-3.2800000000e+00,4.2579217348e-03
-3.2760000000e+00,4.2920716087e-03
-3.2720000000e+00,4.3264954723e-03
-3.2680000000e+00,4.3611955231e-03
-3.2640000000e+00,4.3961739761e-03
-3.2600000000e+00,4.4314330641e-03
-3.2560000000e+00,4.4669750379e-03
-3.2520000000e+00,4.5028021661e-03
-3.2480000000e+00,4.5389167356e-03
-3.2440000000e+00,4.5753210516e-03
-3.2400000000e+00,4.6120174378e-03
-3.2360000000e+00,4.6490082363e-03
-3.2320000000e+00,4.6862958082e-03
-3.2280000000e+00,4.7238825334e-03
-3.2240000000e+00,4.7617708108e-03
-3.2200000000e+00,4.7999630586e-03
-3.2160000000e+00,4.8384617143e-03
-3.2120000000e+00,4.8772692349e-03
-3.2080000000e+00,4.9163880971e-03
-3.2040000000e+00,4.9558207974e-03
-3.2000000000e+00,4.9955698522e-03
-3.1960000000e+00,5.0356377983e-03
-3.1920000000e+00,5.0760271925e-03
-3.1880000000e+00,5.1167406122e-03
-3.1840000000e+00,5.1577806555e-03
-3.1800000000e+00,5.1991499410e-03
-3.1760000000e+00,5.2408511087e-03
-3.1720000000e+00,5.2828868193e-03
-3.1680000000e+00,5.3252597550e-03
-3.1640000000e+00,5.3679726194e-03
-3.1600000000e+00,5.4110281378e-03
-3.1560000000e+00,5.4544290572e-03
-3.1520000000e+00,5.4981781467e-03
-3.1480000000e+00,5.5422781973e-03
-3.1440000000e+00,5.5867320227e-03
-3.1400000000e+00,5.6315424588e-03
-3.1360000000e+00,5.6767123642e-03
-3.1320000000e+00,5.7222446206e-03
-3.1280000000e+00,5.7681421325e-03
-3.1240000000e+00,5.8144078276e-03
-3.1200000000e+00,5.8610446573e-03
-3.1160000000e+00,5.9080555963e-03
-3.1120000000e+00,5.9554436433e-03
-3.1080000000e+00,6.0032118208e-03
-3.1040000000e+00,6.0513631755e-03
-3.1000000000e+00,6.0999007785e-03
-3.0960000000e+00,6.1488277255e-03
-3.0920000000e+00,6.1981471368e-03
-3.0880000000e+00,6.2478621578e-03
-3.0840000000e+00,6.2979759589e-03
-3.0800000000e+00,6.3484917359e-03
-3.0760000000e+00,6.3994127102e-03
-3.0720000000e+00,6.4507421288e-03
-3.0680000000e+00,6.5024832647e-03
-3.0640000000e+00,6.5546394171e-03
-3.0600000000e+00,6.6072139116e-03
-3.0560000000e+00,6.6602101001e-03
-3.0520000000e+00,6.7136313617e-03
-3.0480000000e+00,6.7674811020e-03
-3.0440000000e+00,6.8217627543e-03
-3.0400000000e+00,6.8764797790e-03
-3.0360000000e+00,6.9316356641e-03
-3.0320000000e+00,6.9872339257e-03
-3.0280000000e+00,7.0432781078e-03
-3.0240000000e+00,7.0997717827e-03
-3.0200000000e+00,7.1567185514e-03
-3.0160000000e+00,7.2141220433e-03
-3.0120000000e+00,7.2719859171e-03
-3.0080000000e+00,7.3303138607e-03
-3.0040000000e+00,7.3891095911e-03
-3.0000000000e+00,7.4483768552e-03
-2.9960000000e+00,7.5081194300e-03
-2.9920000000e+00,7.5683411223e-03
-2.9880000000e+00,7.6290457693e-03
-2.9840000000e+00,7.6902372391e-03
-2.9800000000e+00,7.7519194303e-03
-2.9760000000e+00,7.8140962730e-03
-2.9720000000e+00,7.8767717282e-03
-2.9680000000e+00,7.9399497889e-03
-2.9640000000e+00,8.0036344796e-03
-2.9600000000e+00,8.0678298572e-03
-2.9560000000e+00,8.1325400108e-03
-2.9520000000e+00,8.1977690620e-03
-2.9480000000e+00,8.2635211654e-03
-2.9440000000e+00,8.3298005088e-03
-2.9400000000e+00,8.3966113132e-03
-2.9360000000e+00,8.4639578333e-03
-2.9320000000e+00,8.5318443577e-03
-2.9280000000e+00,8.6002752093e-03
-2.9240000000e+00,8.6692547454e-03
-2.9200000000e+00,8.7387873578e-03
-2.9160000000e+00,8.8088774735e-03
-2.9120000000e+00,8.8795295548e-03
-2.9080000000e+00,8.9507480994e-03
-2.9040000000e+00,9.0225376409e-03
-2.9000000000e+00,9.0949027489e-03
-2.8960000000e+00,9.1678480297e-03
-2.8920000000e+00,9.2413781259e-03
-2.8880000000e+00,9.3154977172e-03
-2.8840000000e+00,9.3902115206e-03
-2.8800000000e+00,9.4655242906e-03
-2.8760000000e+00,9.5414408196e-03
-2.8720000000e+00,9.6179659380e-03
-2.8680000000e+00,9.6951045148e-03
-2.8640000000e+00,9.7728614577e-03
-2.8600000000e+00,9.8512417133e-03
-2.8560000000e+00,9.9302502676e-03
-2.8520000000e+00,1.0009892146e-02
-2.8480000000e+00,1.0090172415e-02
-2.8440000000e+00,1.0171096181e-02
-2.8400000000e+00,1.0252668588e-02
-2.8360000000e+00,1.0334894826e-02
-2.8320000000e+00,1.0417780123e-02
-2.8280000000e+00,1.0501329748e-02
-2.8240000000e+00,1.0585549015e-02
-2.8200000000e+00,1.0670443277e-02
-2.8160000000e+00,1.0756017932e-02
-2.8120000000e+00,1.0842278419e-02
-2.8080000000e+00,1.0929230221e-02
-2.8040000000e+00,1.1016878864e-02
-2.8000000000e+00,1.1105229919e-02
-2.7960000000e+00,1.1194289001e-02
-2.7920000000e+00,1.1284061768e-02
-2.7880000000e+00,1.1374553925e-02
-2.7840000000e+00,1.1465771221e-02
-2.7800000000e+00,1.1557719451e-02
-2.7760000000e+00,1.1650404456e-02
-2.7720000000e+00,1.1743832123e-02
-2.7680000000e+00,1.1838008386e-02
-2.7640000000e+00,1.1932939227e-02
-2.7600000000e+00,1.2028630673e-02
-2.7560000000e+00,1.2125088801e-02
-2.7520000000e+00,1.2222319735e-02
-2.7480000000e+00,1.2320329648e-02
-2.7440000000e+00,1.2419124762e-02
-2.7400000000e+00,1.2518711348e-02
-2.7360000000e+00,1.2619095727e-02
-2.7320000000e+00,1.2720284270e-02
-2.7280000000e+00,1.2822283398e-02
-2.7240000000e+00,1.2925099583e-02
-2.7200000000e+00,1.3028739348e-02
-2.7160000000e+00,1.3133209269e-02
-2.7120000000e+00,1.3238515972e-02
-2.7080000000e+00,1.3344666138e-02
-2.7040000000e+00,1.3451666498e-02
-2.7000000000e+00,1.3559523837e-02
-2.6960000000e+00,1.3668244996e-02
-2.6920000000e+00,1.3777836867e-02
-2.6880000000e+00,1.3888306397e-02
-2.6840000000e+00,1.3999660591e-02
-2.6800000000e+00,1.4111906505e-02
-2.6760000000e+00,1.4225051253e-02
-2.6720000000e+00,1.4339102005e-02
-2.6680000000e+00,1.4454065988e-02
-2.6640000000e+00,1.4569950486e-02
-2.6600000000e+00,1.4686762838e-02
-2.6560000000e+00,1.4804510445e-02
-2.6520000000e+00,1.4923200763e-02
-2.6480000000e+00,1.5042841310e-02
-2.6440000000e+00,1.5163439659e-02
-2.6400000000e+00,1.5285003447e-02
-2.6360000000e+00,1.5407540368e-02
-2.6320000000e+00,1.5531058180e-02
-2.6280000000e+00,1.5655564698e-02
-2.6240000000e+00,1.5781067802e-02
-2.6200000000e+00,1.5907575432e-02
-2.6160000000e+00,1.6035095591e-02
-2.6120000000e+00,1.6163636346e-02
-2.6080000000e+00,1.6293205827e-02
-2.6040000000e+00,1.6423812227e-02
-2.6000000000e+00,1.6555463804e-02
-2.5960000000e+00,1.6688168882e-02
-2.5920000000e+00,1.6821935848e-02
-2.5880000000e+00,1.6956773158e-02
-2.5840000000e+00,1.7092689332e-02
-2.5800000000e+00,1.7229692957e-02
-2.5760000000e+00,1.7367792690e-02
-2.5720000000e+00,1.7506997253e-02
-2.5680000000e+00,1.7647315438e-02
-2.5640000000e+00,1.7788756106e-02
-2.5600000000e+00,1.7931328186e-02
-2.5560000000e+00,1.8075040679e-02
-2.5520000000e+00,1.8219902656e-02
-2.5480000000e+00,1.8365923258e-02
-2.5440000000e+00,1.8513111699e-02
-2.5400000000e+00,1.8661477264e-02
-2.5360000000e+00,1.8811029312e-02
-2.5320000000e+00,1.8961777274e-02
-2.5280000000e+00,1.9113730656e-02
-2.5240000000e+00,1.9266899038e-02
-2.5200000000e+00,1.9421292073e-02
-2.5160000000e+00,1.9576919492e-02
-2.5120000000e+00,1.9733791102e-02
-2.5080000000e+00,1.9891916785e-02
-2.5040000000e+00,2.0051306501e-02
-2.5000000000e+00,2.0211970287e-02
-2.4960000000e+00,2.0373918261e-02
-2.4920000000e+00,2.0537160616e-02
-2.4880000000e+00,2.0701707627e-02
-2.4840000000e+00,2.0867569649e-02
-2.4800000000e+00,2.1034757117e-02
-2.4760000000e+00,2.1203280548e-02
-2.4720000000e+00,2.1373150540e-02
-2.4680000000e+00,2.1544377775e-02
-2.4640000000e+00,2.1716973015e-02
-2.4600000000e+00,2.1890947109e-02
-2.4560000000e+00,2.2066310990e-02
-2.4520000000e+00,2.2243075674e-02
-2.4480000000e+00,2.2421252264e-02
-2.4440000000e+00,2.2600851949e-02
-2.4400000000e+00,2.2781886004e-02
-2.4360000000e+00,2.2964365794e-02
-2.4320000000e+00,2.3148302769e-02
-2.4280000000e+00,2.3333708470e-02
-2.4240000000e+00,2.3520594526e-02
-2.4200000000e+00,2.3708972657e-02
-2.4160000000e+00,2.3898854674e-02
-2.4120000000e+00,2.4090252478e-02
-2.4080000000e+00,2.4283178063e-02
-2.4040000000e+00,2.4477643516e-02
-2.4000000000e+00,2.4673661017e-02
-2.3960000000e+00,2.4871242840e-02
-2.3920000000e+00,2.5070401354e-02
-2.3880000000e+00,2.5271149024e-02
-2.3840000000e+00,2.5473498409e-02
-2.3800000000e+00,2.5677462167e-02
-2.3760000000e+00,2.5883053053e-02
-2.3720000000e+00,2.6090283920e-02
-2.3680000000e+00,2.6299167721e-02
-2.3640000000e+00,2.6509717506e-02
-2.3600000000e+00,2.6721946427e-02
-2.3560000000e+00,2.6935867739e-02
-2.3520000000e+00,2.7151494795e-02
-2.3480000000e+00,2.7368841053e-02
-2.3440000000e+00,2.7587920073e-02
-2.3400000000e+00,2.7808745521e-02
-2.3360000000e+00,2.8031331165e-02
-2.3320000000e+00,2.8255690881e-02
-2.3280000000e+00,2.8481838649e-02
-2.3240000000e+00,2.8709788557e-02
-2.3200000000e+00,2.8939554800e-02
-2.3160000000e+00,2.9171151683e-02
-2.3120000000e+00,2.9404593620e-02
-2.3080000000e+00,2.9639895132e-02
-2.3040000000e+00,2.9877070855e-02
-2.3000000000e+00,3.0116135534e-02
-2.2960000000e+00,3.0357104026e-02
-2.2920000000e+00,3.0599991303e-02
-2.2880000000e+00,3.0844812449e-02
-2.2840000000e+00,3.1091582664e-02
-2.2800000000e+00,3.1340317262e-02
-2.2760000000e+00,3.1591031675e-02
-2.2720000000e+00,3.1843741450e-02
-2.2680000000e+00,3.2098462253e-02
-2.2640000000e+00,3.2355209869e-02
-2.2600000000e+00,3.2614000203e-02
-2.2560000000e+00,3.2874849277e-02
-2.2520000000e+00,3.3137773238e-02
-2.2480000000e+00,3.3402788353e-02
-2.2440000000e+00,3.3669911011e-02
-2.2400000000e+00,3.3939157727e-02
-2.2360000000e+00,3.4210545137e-02
-2.2320000000e+00,3.4484090006e-02
-2.2280000000e+00,3.4759809221e-02
-2.2240000000e+00,3.5037719800e-02
-2.2200000000e+00,3.5317838886e-02
-2.2160000000e+00,3.5600183751e-02
-2.2120000000e+00,3.5884771797e-02
-2.2080000000e+00,3.6171620556e-02
-2.2040000000e+00,3.6460747691e-02
-2.2000000000e+00,3.6752170998e-02
-2.1960000000e+00,3.7045908405e-02
-2.1920000000e+00,3.7341977973e-02
-2.1880000000e+00,3.7640397900e-02
-2.1840000000e+00,3.7941186516e-02
-2.1800000000e+00,3.8244362290e-02
-2.1760000000e+00,3.8549943829e-02
-2.1720000000e+00,3.8857949875e-02
-2.1680000000e+00,3.9168399311e-02
-2.1640000000e+00,3.9481311159e-02
-2.1600000000e+00,3.9796704585e-02
-2.1560000000e+00,4.0114598891e-02
-2.1520000000e+00,4.0435013526e-02
-2.1480000000e+00,4.0757968081e-02
-2.1440000000e+00,4.1083482292e-02
-2.1400000000e+00,4.1411576039e-02
-2.1360000000e+00,4.1742269349e-02
-2.1320000000e+00,4.2075582397e-02
-2.1280000000e+00,4.2411535503e-02
-2.1240000000e+00,4.2750149140e-02
-2.1200000000e+00,4.3091443928e-02
-2.1160000000e+00,4.3435440638e-02
-2.1120000000e+00,4.3782160193e-02
-2.1080000000e+00,4.4131623670e-02
-2.1040000000e+00,4.4483852297e-02
-2.1000000000e+00,4.4838867458e-02
-2.0960000000e+00,4.5196690692e-02
-2.0920000000e+00,4.5557343694e-02
-2.0880000000e+00,4.5920848316e-02
-2.0840000000e+00,4.6287226569e-02
-2.0800000000e+00,4.6656500622e-02
-2.0760000000e+00,4.7028692804e-02
-2.0720000000e+00,4.7403825607e-02
-2.0680000000e+00,4.7781921681e-02
-2.0640000000e+00,4.8163003841e-02
-2.0600000000e+00,4.8547095067e-02
-2.0560000000e+00,4.8934218501e-02
-2.0520000000e+00,4.9324397451e-02
-2.0480000000e+00,4.9717655393e-02
-2.0440000000e+00,5.0114015969e-02
-2.0400000000e+00,5.0513502990e-02
-2.0360000000e+00,5.0916140435e-02
-2.0320000000e+00,5.1321952455e-02
-2.0280000000e+00,5.1730963370e-02
-2.0240000000e+00,5.2143197674e-02
-2.0200000000e+00,5.2558680033e-02
-2.0160000000e+00,5.2977435286e-02
