N,residual
-4.9160000000e+00,-3.3352987039e-11
-4.9120000000e+00,-3.2954861062e-11
-4.9080000000e+00,-3.3388847243e-11
-4.9040000000e+00,-3.3078983996e-11
-4.9000000000e+00,-3.2950753237e-11
-4.8960000000e+00,-3.3247515852e-11
-4.8920000000e+00,-3.3303471092e-11
-4.8880000000e+00,-3.3134273103e-11
-4.8840000000e+00,-3.3210323380e-11
-4.8800000000e+00,-3.3093194851e-11
-4.8760000000e+00,-3.3480995754e-11
-4.8720000000e+00,-3.3480218598e-11
-4.8680000000e+00,-3.2879143852e-11
-4.8640000000e+00,-3.3512748132e-11
-4.8600000000e+00,-3.3123281895e-11
-4.8560000000e+00,-3.3318681147e-11
-4.8520000000e+00,-3.2977398590e-11
-4.8480000000e+00,-3.3252622877e-11
-4.8440000000e+00,-3.3023472845e-11
-4.8400000000e+00,-3.3215097339e-11
-4.8360000000e+00,-3.3161695612e-11
-4.8320000000e+00,-3.3333336091e-11
-4.8280000000e+00,-3.2837177422e-11
-4.8240000000e+00,-3.3053115800e-11
-4.8200000000e+00,-3.2859936994e-11
-4.8160000000e+00,-3.3183455983e-11
-4.8120000000e+00,-3.3129832211e-11
-4.8080000000e+00,-3.3397173915e-11
-4.8040000000e+00,-3.2864932997e-11
-4.8000000000e+00,-3.3367419938e-11
-4.7960000000e+00,-3.3101632546e-11
-4.7920000000e+00,-3.3448133152e-11
-4.7880000000e+00,-3.3058333848e-11
-4.7840000000e+00,-3.3312796965e-11
-4.7800000000e+00,-3.3089975204e-11
-4.7760000000e+00,-3.3087976803e-11
-4.7720000000e+00,-3.3323122040e-11
-4.7680000000e+00,-3.3356317708e-11
-4.7640000000e+00,-3.3203551020e-11
-4.7600000000e+00,-3.3108182862e-11
-4.7560000000e+00,-3.2858493704e-11
-4.7520000000e+00,-3.3380298525e-11
-4.7480000000e+00,-3.3097302676e-11
-4.7440000000e+00,-3.3162694812e-11
-4.7400000000e+00,-3.3137714794e-11
-4.7360000000e+00,-3.3265390442e-11
-4.7320000000e+00,-3.3106961617e-11
-4.7280000000e+00,-3.3360536555e-11
-4.7240000000e+00,-3.2677527351e-11
-4.7200000000e+00,-3.3347657968e-11
-4.7160000000e+00,-3.3113511932e-11
-4.7120000000e+00,-3.3127278698e-11
-4.7080000000e+00,-3.3177904868e-11
-4.7040000000e+00,-3.3053337845e-11
-4.7000000000e+00,-3.2997604649e-11
-4.6960000000e+00,-3.3253400034e-11
-4.6920000000e+00,-3.2927549576e-11
-4.6880000000e+00,-3.3172242730e-11
-4.6840000000e+00,-3.2866931399e-11
-4.6800000000e+00,-3.3164471169e-11
-4.6760000000e+00,-3.2943314743e-11
-4.6720000000e+00,-3.3356983842e-11
-4.6680000000e+00,-3.2829183816e-11
-4.6640000000e+00,-3.3422264956e-11
-4.6600000000e+00,-3.2878477718e-11
-4.6560000000e+00,-3.3259839327e-11
-4.6520000000e+00,-3.2991054333e-11
-4.6480000000e+00,-3.2996938515e-11
-4.6440000000e+00,-3.3066438476e-11
-4.6400000000e+00,-3.3215208362e-11
-4.6360000000e+00,-3.2777114356e-11
-4.6320000000e+00,-3.3132385724e-11
-4.6280000000e+00,-3.2932101490e-11
-4.6240000000e+00,-3.3102076635e-11
-4.6200000000e+00,-3.2976177344e-11
-4.6160000000e+00,-3.3024805113e-11
-4.6120000000e+00,-3.3263614085e-11
-4.6080000000e+00,-3.3026803514e-11
-4.6040000000e+00,-3.2784774895e-11
-4.6000000000e+00,-3.3235303398e-11
-4.5960000000e+00,-3.3030467250e-11
-4.5920000000e+00,-3.3095082230e-11
-4.5880000000e+00,-3.2990388199e-11
-4.5840000000e+00,-3.3187452786e-11
-4.5800000000e+00,-3.2792102367e-11
-4.5760000000e+00,-3.3184899273e-11
-4.5720000000e+00,-3.2789548854e-11
-4.5680000000e+00,-3.3213987116e-11
-4.5640000000e+00,-3.2882252476e-11
-4.5600000000e+00,-3.3174241132e-11
-4.5560000000e+00,-3.2741698242e-11
-4.5520000000e+00,-3.3192559812e-11
-4.5480000000e+00,-3.2722824450e-11
-4.5440000000e+00,-3.3168134905e-11
-4.5400000000e+00,-3.2951863460e-11
-4.5360000000e+00,-3.3227531837e-11
-4.5320000000e+00,-3.2873592737e-11
-4.5280000000e+00,-3.3043234815e-11
-4.5240000000e+00,-3.2614910772e-11
-4.5200000000e+00,-3.3423597223e-11
-4.5160000000e+00,-3.2757130342e-11
-4.5120000000e+00,-3.3358982243e-11
-4.5080000000e+00,-3.2971736452e-11
-4.5040000000e+00,-3.2975622233e-11
-4.5000000000e+00,-3.2931213312e-11
-4.4960000000e+00,-3.3082203643e-11
-4.4920000000e+00,-3.2989500021e-11
-4.4880000000e+00,-3.2896130264e-11
-4.4840000000e+00,-3.3045455261e-11
-4.4800000000e+00,-3.2998714872e-11
-4.4760000000e+00,-3.2771230174e-11
-4.4720000000e+00,-3.2834068797e-11
-4.4680000000e+00,-3.2748137535e-11
-4.4640000000e+00,-3.3211544626e-11
-4.4600000000e+00,-3.2875369094e-11
-4.4560000000e+00,-3.3120173271e-11
-4.4520000000e+00,-3.3052116599e-11
-4.4480000000e+00,-3.2914226900e-11
-4.4440000000e+00,-3.2722491383e-11
-4.4400000000e+00,-3.3174685221e-11
-4.4360000000e+00,-3.2695179897e-11
-4.4320000000e+00,-3.3118618958e-11
-4.4280000000e+00,-3.2869706956e-11
-4.4240000000e+00,-3.3100300278e-11
-4.4200000000e+00,-3.2917224502e-11
-4.4160000000e+00,-3.3245628472e-11
-4.4120000000e+00,-3.2509550607e-11
-4.4080000000e+00,-3.3226088547e-11
-4.4040000000e+00,-3.2910119074e-11
-4.4000000000e+00,-3.2941538386e-11
-4.3960000000e+00,-3.2653879600e-11
-4.3920000000e+00,-3.3199665239e-11
-4.3880000000e+00,-3.2776226178e-11
-4.3840000000e+00,-3.3217872897e-11
-4.3800000000e+00,-3.2721603205e-11
-4.3760000000e+00,-3.2895020041e-11
-4.3720000000e+00,-3.2843949782e-11
-4.3680000000e+00,-3.2811753314e-11
-4.3640000000e+00,-3.2814417850e-11
-4.3600000000e+00,-3.2867597533e-11
-4.3560000000e+00,-3.2986946508e-11
-4.3520000000e+00,-3.2960745244e-11
-4.3480000000e+00,-3.3032687696e-11
-4.3440000000e+00,-3.2763680657e-11
-4.3400000000e+00,-3.3078539907e-11
-4.3360000000e+00,-3.2856384280e-11
-4.3320000000e+00,-3.3250069364e-11
-4.3280000000e+00,-3.2683633577e-11
-4.3240000000e+00,-3.2992053534e-11
-4.3200000000e+00,-3.2826408258e-11
-4.3160000000e+00,-3.2884805989e-11
-4.3120000000e+00,-3.2500779845e-11
-4.3080000000e+00,-3.3054559090e-11
-4.3040000000e+00,-3.2742808465e-11
-4.3000000000e+00,-3.2945424167e-11
-4.2960000000e+00,-3.2541858097e-11
-4.2920000000e+00,-3.2911340320e-11
-4.2880000000e+00,-3.2705949060e-11
-4.2840000000e+00,-3.3077873773e-11
-4.2800000000e+00,-3.2451485943e-11
-4.2760000000e+00,-3.2889135859e-11
-4.2720000000e+00,-3.2587155196e-11
-4.2680000000e+00,-3.2926106286e-11
-4.2640000000e+00,-3.2784108761e-11
-4.2600000000e+00,-3.2859603927e-11
-4.2560000000e+00,-3.2486124901e-11
-4.2520000000e+00,-3.3043567882e-11
-4.2480000000e+00,-3.2956304352e-11
-4.2440000000e+00,-3.2921776416e-11
-4.2400000000e+00,-3.2728597610e-11
-4.2360000000e+00,-3.2620128820e-11
-4.2320000000e+00,-3.2611691125e-11
-4.2280000000e+00,-3.2946645412e-11
-4.2240000000e+00,-3.2731151123e-11
-4.2200000000e+00,-3.3117730780e-11
-4.2160000000e+00,-3.2758129542e-11
-4.2120000000e+00,-3.2804869932e-11
-4.2080000000e+00,-3.2818858742e-11
-4.2040000000e+00,-3.2588376442e-11
-4.2000000000e+00,-3.2811531270e-11
-4.1960000000e+00,-3.3048896952e-11
-4.1920000000e+00,-3.2634672742e-11
-4.1880000000e+00,-3.2948421769e-11
-4.1840000000e+00,-3.2641889192e-11
-4.1800000000e+00,-3.2867264466e-11
-4.1760000000e+00,-3.2503666425e-11
-4.1720000000e+00,-3.3158698010e-11
-4.1680000000e+00,-3.2573943543e-11
-4.1640000000e+00,-3.2811420247e-11
-4.1600000000e+00,-3.2522873283e-11
-4.1560000000e+00,-3.2861158239e-11
-4.1520000000e+00,-3.2477021072e-11
-4.1480000000e+00,-3.2978397790e-11
-4.1440000000e+00,-3.2561620067e-11
-4.1400000000e+00,-3.2834623909e-11
-4.1360000000e+00,-3.2448155274e-11
-4.1320000000e+00,-3.3009817102e-11
-4.1280000000e+00,-3.2716607201e-11
-4.1240000000e+00,-3.2948088702e-11
-4.1200000000e+00,-3.2356006763e-11
-4.1160000000e+00,-3.2775004932e-11
-4.1120000000e+00,-3.2628788560e-11
-4.1080000000e+00,-3.3070546301e-11
-4.1040000000e+00,-3.2978730857e-11
-4.1000000000e+00,-3.2596703115e-11
-4.0960000000e+00,-3.2394531502e-11
-4.0920000000e+00,-3.2615243839e-11
-4.0880000000e+00,-3.2593039379e-11
-4.0840000000e+00,-3.2797986549e-11
-4.0800000000e+00,-3.2790659077e-11
-4.0760000000e+00,-3.2587377241e-11
-4.0720000000e+00,-3.2658542537e-11
-4.0680000000e+00,-3.2564728691e-11
-4.0640000000e+00,-3.2548963524e-11
-4.0600000000e+00,-3.2854607923e-11
-4.0560000000e+00,-3.2587821330e-11
-4.0520000000e+00,-3.2901126268e-11
-4.0480000000e+00,-3.2673308503e-11
-4.0440000000e+00,-3.2829516883e-11
-4.0400000000e+00,-3.2475910849e-11
-4.0360000000e+00,-3.2765345992e-11
-4.0320000000e+00,-3.2576275011e-11
-4.0280000000e+00,-3.3061220428e-11
-4.0240000000e+00,-3.2417180051e-11
-4.0200000000e+00,-3.2933211713e-11
-4.0160000000e+00,-3.2351898938e-11
-4.0120000000e+00,-3.2734592814e-11
-4.0080000000e+00,-3.2505331760e-11
-4.0040000000e+00,-3.3044678105e-11
-4.0000000000e+00,-3.2548630458e-11
-3.9960000000e+00,-3.2625124824e-11
-3.9920000000e+00,-3.2379654513e-11
-3.9880000000e+00,-3.2965408181e-11
-3.9840000000e+00,-3.2351343826e-11
-3.9800000000e+00,-3.2599145605e-11
-3.9760000000e+00,-3.2360891744e-11
-3.9720000000e+00,-3.2561731089e-11
-3.9680000000e+00,-3.2761904301e-11
-3.9640000000e+00,-3.2750024914e-11
-3.9600000000e+00,-3.2542080142e-11
-3.9560000000e+00,-3.2608138412e-11
-3.9520000000e+00,-3.2282065909e-11
-3.9480000000e+00,-3.2715719023e-11
-3.9440000000e+00,-3.2561175978e-11
-3.9400000000e+00,-3.2743585621e-11
-3.9360000000e+00,-3.2368441261e-11
-3.9320000000e+00,-3.2588931553e-11
-3.9280000000e+00,-3.2510882875e-11
-3.9240000000e+00,-3.2604696720e-11
-3.9200000000e+00,-3.2431279884e-11
-3.9160000000e+00,-3.2916114279e-11
-3.9120000000e+00,-3.2255531579e-11
-3.9080000000e+00,-3.2738922684e-11
-3.9040000000e+00,-3.2562952335e-11
-3.9000000000e+00,-3.2880143053e-11
-3.8960000000e+00,-3.2341906930e-11
-3.8920000000e+00,-3.2782887516e-11
-3.8880000000e+00,-3.2172375874e-11
-3.8840000000e+00,-3.2799762906e-11
-3.8800000000e+00,-3.2406632933e-11
-3.8760000000e+00,-3.2600588895e-11
-3.8720000000e+00,-3.2260416560e-11
-3.8680000000e+00,-3.2766012126e-11
-3.8640000000e+00,-3.2313707266e-11
-3.8600000000e+00,-3.2738145528e-11
-3.8560000000e+00,-3.2463698396e-11
-3.8520000000e+00,-3.2415181650e-11
-3.8480000000e+00,-3.2835956176e-11
-3.8440000000e+00,-3.2604141609e-11
-3.8400000000e+00,-3.2417846185e-11
-3.8360000000e+00,-3.2520430793e-11
-3.8320000000e+00,-3.2472136091e-11
-3.8280000000e+00,-3.2288949292e-11
-3.8240000000e+00,-3.2668312500e-11
-3.8200000000e+00,-3.2489344548e-11
-3.8160000000e+00,-3.2676861217e-11
-3.8120000000e+00,-3.2337355016e-11
-3.8080000000e+00,-3.2622682333e-11
-3.8040000000e+00,-3.2412295070e-11
-3.8000000000e+00,-3.2630675939e-11
-3.7960000000e+00,-3.2384317450e-11
-3.7920000000e+00,-3.2598035382e-11
-3.7880000000e+00,-3.2378322246e-11
-3.7840000000e+00,-3.2649993820e-11
-3.7800000000e+00,-3.2292168939e-11
-3.7760000000e+00,-3.2911451342e-11
-3.7720000000e+00,-3.2477465162e-11
-3.7680000000e+00,-3.2597480271e-11
-3.7640000000e+00,-3.2149949369e-11
-3.7600000000e+00,-3.2742142331e-11
-3.7560000000e+00,-3.2343683287e-11
-3.7520000000e+00,-3.2788549653e-11
-3.7480000000e+00,-3.2501445979e-11
-3.7440000000e+00,-3.2861269261e-11
-3.7400000000e+00,-3.2292724050e-11
-3.7360000000e+00,-3.2403080219e-11
-3.7320000000e+00,-3.2070457401e-11
-3.7280000000e+00,-3.2902458535e-11
-3.7240000000e+00,-3.2413627338e-11
-3.7200000000e+00,-3.2438274289e-11
-3.7160000000e+00,-3.2309932507e-11
-3.7120000000e+00,-3.2499003488e-11
-3.7080000000e+00,-3.2339020350e-11
-3.7040000000e+00,-3.2527758265e-11
-3.7000000000e+00,-3.2398084215e-11
-3.6960000000e+00,-3.2421065832e-11
-3.6920000000e+00,-3.2384317450e-11
-3.6880000000e+00,-3.2531199956e-11
-3.6840000000e+00,-3.2422620144e-11
-3.6800000000e+00,-3.2528313376e-11
-3.6760000000e+00,-3.2637226255e-11
-3.6720000000e+00,-3.2764013724e-11
-3.6680000000e+00,-3.2243208103e-11
-3.6640000000e+00,-3.2453706389e-11
-3.6600000000e+00,-3.2047253740e-11
-3.6560000000e+00,-3.2403413286e-11
-3.6520000000e+00,-3.2401303862e-11
-3.6480000000e+00,-3.2510993897e-11
-3.6440000000e+00,-3.2520430793e-11
-3.6400000000e+00,-3.2672975436e-11
-3.6360000000e+00,-3.2074454204e-11
-3.6320000000e+00,-3.2559510643e-11
-3.6280000000e+00,-3.2324476429e-11
-3.6240000000e+00,-3.2749580825e-11
-3.6200000000e+00,-3.2258529181e-11
-3.6160000000e+00,-3.2458258303e-11
-3.6120000000e+00,-3.2000180283e-11
-3.6080000000e+00,-3.2719271736e-11
-3.6040000000e+00,-3.2129410243e-11
-3.6000000000e+00,-3.2520319770e-11
-3.5960000000e+00,-3.2315372600e-11
-3.5920000000e+00,-3.2667424321e-11
-3.5880000000e+00,-3.2000513350e-11
-3.5840000000e+00,-3.2603697520e-11
-3.5800000000e+00,-3.2445934828e-11
-3.5760000000e+00,-3.2452707188e-11
-3.5720000000e+00,-3.2184588328e-11
-3.5680000000e+00,-3.2566727093e-11
-3.5640000000e+00,-3.2477576184e-11
-3.5600000000e+00,-3.2387204030e-11
-3.5560000000e+00,-3.2084557233e-11
-3.5520000000e+00,-3.2266411765e-11
-3.5480000000e+00,-3.2039593201e-11
-3.5440000000e+00,-3.2328584254e-11
-3.5400000000e+00,-3.2239544367e-11
-3.5360000000e+00,-3.2470248712e-11
-3.5320000000e+00,-3.2353897339e-11
-3.5280000000e+00,-3.2360891744e-11
-3.5240000000e+00,-3.2506886072e-11
-3.5200000000e+00,-3.2352454049e-11
-3.5160000000e+00,-3.2140290429e-11
-3.5120000000e+00,-3.2341129774e-11
-3.5080000000e+00,-3.2288172136e-11
-3.5040000000e+00,-3.2679192685e-11
-3.5000000000e+00,-3.2165270447e-11
-3.4960000000e+00,-3.2353342228e-11
-3.4920000000e+00,-3.2122526861e-11
-3.4880000000e+00,-3.2624680735e-11
-3.4840000000e+00,-3.2056801658e-11
-3.4800000000e+00,-3.2707947462e-11
-3.4760000000e+00,-3.2092661861e-11
-3.4720000000e+00,-3.2272629014e-11
-3.4680000000e+00,-3.2126301619e-11
-3.4640000000e+00,-3.2351787915e-11
-3.4600000000e+00,-3.1827207536e-11
-3.4560000000e+00,-3.2614910772e-11
-3.4520000000e+00,-3.2229108271e-11
-3.4480000000e+00,-3.2504110514e-11
-3.4440000000e+00,-3.2091329594e-11
-3.4400000000e+00,-3.2370328640e-11
-3.4360000000e+00,-3.2220226487e-11
-3.4320000000e+00,-3.2110758497e-11
-3.4280000000e+00,-3.2057578814e-11
-3.4240000000e+00,-3.2303715258e-11
-3.4200000000e+00,-3.2182034815e-11
-3.4160000000e+00,-3.2163605113e-11
-3.4120000000e+00,-3.2263081096e-11
-3.4080000000e+00,-3.2496449975e-11
-3.4040000000e+00,-3.2424285479e-11
-3.4000000000e+00,-3.2289615426e-11
-3.3960000000e+00,-3.2335134570e-11
-3.3920000000e+00,-3.2121416638e-11
-3.3880000000e+00,-3.1891489449e-11
-3.3840000000e+00,-3.2570501851e-11
-3.3800000000e+00,-3.2127411842e-11
-3.3760000000e+00,-3.2169156228e-11
-3.3720000000e+00,-3.2256641802e-11
-3.3680000000e+00,-3.2405522710e-11
-3.3640000000e+00,-3.1948665935e-11
-3.3600000000e+00,-3.2493674418e-11
-3.3560000000e+00,-3.2236879832e-11
-3.3520000000e+00,-3.2330138566e-11
-3.3480000000e+00,-3.2335023548e-11
-3.3440000000e+00,-3.2266189720e-11
-3.3400000000e+00,-3.2139624295e-11
-3.3360000000e+00,-3.2198022026e-11
-3.3320000000e+00,-3.2456703991e-11
-3.3280000000e+00,-3.1794455957e-11
-3.3240000000e+00,-3.2500335756e-11
-3.3200000000e+00,-3.2088887103e-11
-3.3160000000e+00,-3.2167046804e-11
-3.3120000000e+00,-3.2068347977e-11
-3.3080000000e+00,-3.2262525984e-11
-3.3040000000e+00,-3.2083447010e-11
-3.3000000000e+00,-3.2228220093e-11
-3.2960000000e+00,-3.2258085092e-11
-3.2920000000e+00,-3.2188030019e-11
-3.2880000000e+00,-3.2033709019e-11
-3.2840000000e+00,-3.2265190519e-11
-3.2800000000e+00,-3.1988300897e-11
-3.2760000000e+00,-3.2128522065e-11
-3.2720000000e+00,-3.2018721008e-11
-3.2680000000e+00,-3.2356672897e-11
-3.2640000000e+00,-3.2020830432e-11
-3.2600000000e+00,-3.2390756743e-11
-3.2560000000e+00,-3.2118196991e-11
-3.2520000000e+00,-3.2127300820e-11
-3.2480000000e+00,-3.1979308091e-11
-3.2440000000e+00,-3.2371660907e-11
-3.2400000000e+00,-3.1955438295e-11
-3.2360000000e+00,-3.2110536452e-11
-3.2320000000e+00,-3.1942781753e-11
-3.2280000000e+00,-3.2376989978e-11
-3.2240000000e+00,-3.1836866476e-11
-3.2200000000e+00,-3.2157387864e-11
-3.2160000000e+00,-3.1988967031e-11
-3.2120000000e+00,-3.2257418958e-11
-3.2080000000e+00,-3.1840530212e-11
-3.2040000000e+00,-3.2345570666e-11
-3.2000000000e+00,-3.1969205061e-11
-3.1960000000e+00,-3.2545410811e-11
-3.1920000000e+00,-3.1816438373e-11
-3.1880000000e+00,-3.2298386188e-11
-3.1840000000e+00,-3.1960212254e-11
-3.1800000000e+00,-3.2409519513e-11
-3.1760000000e+00,-3.1842306569e-11
-3.1720000000e+00,-3.1865510230e-11
-3.1680000000e+00,-3.1812996681e-11
-3.1640000000e+00,-3.2154168217e-11
-3.1600000000e+00,-3.2222891022e-11
-3.1560000000e+00,-3.2034153108e-11
-3.1520000000e+00,-3.2058355970e-11
-3.1480000000e+00,-3.2083447010e-11
-3.1440000000e+00,-3.2125080374e-11
-3.1400000000e+00,-3.2425617746e-11
-3.1360000000e+00,-3.2091551638e-11
-3.1320000000e+00,-3.2274405370e-11
-3.1280000000e+00,-3.2080671453e-11
-3.1240000000e+00,-3.2207458922e-11
-3.1200000000e+00,-3.1988300897e-11
-3.1160000000e+00,-3.2120972548e-11
-3.1120000000e+00,-3.2165381469e-11
-3.1080000000e+00,-3.2137514872e-11
-3.1040000000e+00,-3.2052693832e-11
-3.1000000000e+00,-3.2380986781e-11
-3.0960000000e+00,-3.1773472742e-11
-3.0920000000e+00,-3.2292168939e-11
-3.0880000000e+00,-3.1905367237e-11
-3.0840000000e+00,-3.2221003643e-11
-3.0800000000e+00,-3.1889824115e-11
-3.0760000000e+00,-3.2291391783e-11
-3.0720000000e+00,-3.2076785672e-11
-3.0680000000e+00,-3.2171154629e-11
-3.0640000000e+00,-3.1680325030e-11
-3.0600000000e+00,-3.2438274289e-11
-3.0560000000e+00,-3.1959879188e-11
-3.0520000000e+00,-3.2078784074e-11
-3.0480000000e+00,-3.1901814523e-11
-3.0440000000e+00,-3.2352787116e-11
-3.0400000000e+00,-3.1856406402e-11
-3.0360000000e+00,-3.1791569377e-11
-3.0320000000e+00,-3.1946889578e-11
-3.0280000000e+00,-3.2109648274e-11
-3.0240000000e+00,-3.1841085324e-11
-3.0200000000e+00,-3.2066016509e-11
-3.0160000000e+00,-3.2117308812e-11
-3.0120000000e+00,-3.2010616380e-11
-3.0080000000e+00,-3.1761260288e-11
-3.0040000000e+00,-3.2066349576e-11
-3.0000000000e+00,-3.2032376751e-11
-2.9960000000e+00,-3.1901703501e-11
-2.9920000000e+00,-3.1917357646e-11
-2.9880000000e+00,-3.2094327196e-11
-2.9840000000e+00,-3.1993185878e-11
-2.9800000000e+00,-3.2084335189e-11
-2.9760000000e+00,-3.1700975178e-11
-2.9720000000e+00,-3.1995295302e-11
-2.9680000000e+00,-3.1618374585e-11
-2.9640000000e+00,-3.2177149834e-11
-2.9600000000e+00,-3.2095326397e-11
-2.9560000000e+00,-3.2070346379e-11
-2.9520000000e+00,-3.1663116573e-11
-2.9480000000e+00,-3.2252867044e-11
-2.9440000000e+00,-3.1808555789e-11
-2.9400000000e+00,-3.2164826358e-11
-2.9360000000e+00,-3.1745384099e-11
-2.9320000000e+00,-3.2156832752e-11
-2.9280000000e+00,-3.1595837058e-11
-2.9240000000e+00,-3.2124081173e-11
-2.9200000000e+00,-3.1710190029e-11
-2.9160000000e+00,-3.2188807175e-11
-2.9120000000e+00,-3.1983971027e-11
-2.9080000000e+00,-3.2019831231e-11
-2.9040000000e+00,-3.1629920905e-11
-2.9000000000e+00,-3.1966429503e-11
-2.8960000000e+00,-3.1907809728e-11
-2.8920000000e+00,-3.2151503682e-11
-2.8880000000e+00,-3.1803337741e-11
-2.8840000000e+00,-3.2015501361e-11
-2.8800000000e+00,-3.1894153985e-11
-2.8760000000e+00,-3.1908697906e-11
-2.8720000000e+00,-3.1620372987e-11
-2.8680000000e+00,-3.1953328872e-11
-2.8640000000e+00,-3.1786684396e-11
-2.8600000000e+00,-3.2272295947e-11
-2.8560000000e+00,-3.1833868874e-11
-2.8520000000e+00,-3.2078339984e-11
-2.8480000000e+00,-3.1884161977e-11
-2.8440000000e+00,-3.1948776957e-11
-2.8400000000e+00,-3.1832758651e-11
-2.8360000000e+00,-3.2006175488e-11
-2.8320000000e+00,-3.2029601194e-11
-2.8280000000e+00,-3.1918356846e-11
-2.8240000000e+00,-3.2142177808e-11
-2.8200000000e+00,-3.1807556589e-11
-2.8160000000e+00,-3.1838642833e-11
-2.8120000000e+00,-3.1568969661e-11
-2.8080000000e+00,-3.1923352850e-11
-2.8040000000e+00,-3.1552538360e-11
-2.8000000000e+00,-3.2063796063e-11
-2.7960000000e+00,-3.1653457633e-11
-2.7920000000e+00,-3.2155167418e-11
-2.7880000000e+00,-3.1538882617e-11
-2.7840000000e+00,-3.2092661861e-11
-2.7800000000e+00,-3.1786129284e-11
-2.7760000000e+00,-3.1998181882e-11
-2.7720000000e+00,-3.1835312164e-11
-2.7680000000e+00,-3.1994629168e-11
-2.7640000000e+00,-3.1581626203e-11
-2.7600000000e+00,-3.1976199466e-11
-2.7560000000e+00,-3.1829427982e-11
-2.7520000000e+00,-3.1838420789e-11
-2.7480000000e+00,-3.1791458355e-11
-2.7440000000e+00,-3.1930902367e-11
-2.7400000000e+00,-3.1817326551e-11
-2.7360000000e+00,-3.1693758729e-11
-2.7320000000e+00,-3.1802227518e-11
-2.7280000000e+00,-3.1931013389e-11
-2.7240000000e+00,-3.1640690068e-11
-2.7200000000e+00,-3.1855740268e-11
-2.7160000000e+00,-3.1682323431e-11
-2.7120000000e+00,-3.2044589204e-11
-2.7080000000e+00,-3.1821989488e-11
-2.7040000000e+00,-3.1710967185e-11
-2.7000000000e+00,-3.1726843375e-11
-2.6960000000e+00,-3.1885605267e-11
-2.6920000000e+00,-3.1747160456e-11
-2.6880000000e+00,-3.2008951045e-11
-2.6840000000e+00,-3.1549762802e-11
-2.6800000000e+00,-3.1975866399e-11
-2.6760000000e+00,-3.1483926577e-11
-2.6720000000e+00,-3.2135627492e-11
-2.6680000000e+00,-3.1672553469e-11
-2.6640000000e+00,-3.1928348854e-11
-2.6600000000e+00,-3.1782132481e-11
-2.6560000000e+00,-3.1931013389e-11
-2.6520000000e+00,-3.1480484886e-11
-2.6480000000e+00,-3.1810443168e-11
-2.6440000000e+00,-3.1571634196e-11
-2.6400000000e+00,-3.1916247423e-11
-2.6360000000e+00,-3.1495361874e-11
-2.6320000000e+00,-3.1915581289e-11
-2.6280000000e+00,-3.1601277151e-11
-2.6240000000e+00,-3.1931013389e-11
-2.6200000000e+00,-3.1783575771e-11
-2.6160000000e+00,-3.1629032726e-11
-2.6120000000e+00,-3.1709745940e-11
-2.6080000000e+00,-3.1586622207e-11
-2.6040000000e+00,-3.1502023212e-11
-2.6000000000e+00,-3.1925684318e-11
-2.5960000000e+00,-3.1736724360e-11
-2.5920000000e+00,-3.2086333590e-11
-2.5880000000e+00,-3.1625924102e-11
-2.5840000000e+00,-3.1962765767e-11
-2.5800000000e+00,-3.1519564736e-11
-2.5760000000e+00,-3.1676550272e-11
-2.5720000000e+00,-3.1766589359e-11
-2.5680000000e+00,-3.1805003076e-11
-2.5640000000e+00,-3.1579405757e-11
-2.5600000000e+00,-3.1787239507e-11
-2.5560000000e+00,-3.1534330702e-11
-2.5520000000e+00,-3.1745162055e-11
-2.5480000000e+00,-3.1753266683e-11
-2.5440000000e+00,-3.2028379948e-11
-2.5400000000e+00,-3.1221247809e-11
-2.5360000000e+00,-3.1848634841e-11
-2.5320000000e+00,-3.1651792298e-11
-2.5280000000e+00,-3.2009950246e-11
-2.5240000000e+00,-3.1347147100e-11
-2.5200000000e+00,-3.1724733951e-11
-2.5160000000e+00,-3.1339042472e-11
-2.5120000000e+00,-3.2024383145e-11
-2.5080000000e+00,-3.1749047835e-11
-2.5040000000e+00,-3.1893265806e-11
-2.5000000000e+00,-3.1334490558e-11
-2.4960000000e+00,-3.1907698705e-11
-2.4920000000e+00,-3.1581515181e-11
-2.4880000000e+00,-3.1735170047e-11
-2.4840000000e+00,-3.1474822748e-11
-2.4800000000e+00,-3.1724622929e-11
-2.4760000000e+00,-3.1590396965e-11
-2.4720000000e+00,-3.1542213286e-11
-2.4680000000e+00,-3.1822766644e-11
-2.4640000000e+00,-3.1764924024e-11
-2.4600000000e+00,-3.1611713247e-11
-2.4560000000e+00,-3.2059577215e-11
-2.4520000000e+00,-3.1760261088e-11
-2.4480000000e+00,-3.1865621253e-11
-2.4440000000e+00,-3.1481151019e-11
-2.4400000000e+00,-3.1759039842e-11
-2.4360000000e+00,-3.1577407356e-11
-2.4320000000e+00,-3.1634028730e-11
-2.4280000000e+00,-3.1489144625e-11
-2.4240000000e+00,-3.1839531012e-11
-2.4200000000e+00,-3.1564306724e-11
-2.4160000000e+00,-3.1815328150e-11
-2.4120000000e+00,-3.1470381856e-11
-2.4080000000e+00,-3.1909697107e-11
-2.4040000000e+00,-3.1555980051e-11
-2.4000000000e+00,-3.2016833629e-11
-2.3960000000e+00,-3.1487923380e-11
-2.3920000000e+00,-3.1575853043e-11
-2.3880000000e+00,-3.1614488805e-11
-2.3840000000e+00,-3.2072899891e-11
-2.3800000000e+00,-3.1375457787e-11
-2.3760000000e+00,-3.1810221124e-11
