N,H_over_H0
-4.6800000000e+00,6.3773165590e+02
-4.6760000000e+00,6.3387815017e+02
-4.6720000000e+00,6.3004807809e+02
-4.6680000000e+00,6.2624129571e+02
-4.6640000000e+00,6.2245765998e+02
-4.6600000000e+00,6.1869702875e+02
-4.6560000000e+00,6.1495926074e+02
-4.6520000000e+00,6.1124421556e+02
-4.6480000000e+00,6.0755175371e+02
-4.6440000000e+00,6.0388173652e+02
-4.6400000000e+00,6.0023402623e+02
-4.6360000000e+00,5.9660848592e+02
-4.6320000000e+00,5.9300497951e+02
-4.6280000000e+00,5.8942337178e+02
-4.6240000000e+00,5.8586352835e+02
-4.6200000000e+00,5.8232531570e+02
-4.6160000000e+00,5.7880860110e+02
-4.6120000000e+00,5.7531325267e+02
-4.6080000000e+00,5.7183913935e+02
-4.6040000000e+00,5.6838613090e+02
-4.6000000000e+00,5.6495409789e+02
-4.5960000000e+00,5.6154291168e+02
-4.5920000000e+00,5.5815244444e+02
-4.5880000000e+00,5.5478256914e+02
-4.5840000000e+00,5.5143315955e+02
-4.5800000000e+00,5.4810409019e+02
-4.5760000000e+00,5.4479523641e+02
-4.5720000000e+00,5.4150647428e+02
-4.5680000000e+00,5.3823768069e+02
-4.5640000000e+00,5.3498873326e+02
-4.5600000000e+00,5.3175951040e+02
-4.5560000000e+00,5.2854989125e+02
-4.5520000000e+00,5.2535975571e+02
-4.5480000000e+00,5.2218898444e+02
-4.5440000000e+00,5.1903745881e+02
-4.5400000000e+00,5.1590506097e+02
-4.5360000000e+00,5.1279167377e+02
-4.5320000000e+00,5.0969718079e+02
-4.5280000000e+00,5.0662146634e+02
-4.5240000000e+00,5.0356441545e+02
-4.5200000000e+00,5.0052591387e+02
-4.5160000000e+00,4.9750584804e+02
-4.5120000000e+00,4.9450410512e+02
-4.5080000000e+00,4.9152057296e+02
-4.5040000000e+00,4.8855514011e+02
-4.5000000000e+00,4.8560769582e+02
-4.4960000000e+00,4.8267813002e+02
-4.4920000000e+00,4.7976633332e+02
-4.4880000000e+00,4.7687219701e+02
-4.4840000000e+00,4.7399561306e+02
-4.4800000000e+00,4.7113647410e+02
-4.4760000000e+00,4.6829467343e+02
-4.4720000000e+00,4.6547010501e+02
-4.4680000000e+00,4.6266266347e+02
-4.4640000000e+00,4.5987224407e+02
-4.4600000000e+00,4.5709874273e+02
-4.4560000000e+00,4.5434205603e+02
-4.4520000000e+00,4.5160208116e+02
-4.4480000000e+00,4.4887871597e+02
-4.4440000000e+00,4.4617185894e+02
-4.4400000000e+00,4.4348140918e+02
-4.4360000000e+00,4.4080726640e+02
-4.4320000000e+00,4.3814933096e+02
-4.4280000000e+00,4.3550750383e+02
-4.4240000000e+00,4.3288168658e+02
-4.4200000000e+00,4.3027178141e+02
-4.4160000000e+00,4.2767769111e+02
-4.4120000000e+00,4.2509931907e+02
-4.4080000000e+00,4.2253656929e+02
-4.4040000000e+00,4.1998934636e+02
-4.4000000000e+00,4.1745755545e+02
-4.3960000000e+00,4.1494110232e+02
-4.3920000000e+00,4.1243989332e+02
-4.3880000000e+00,4.0995383538e+02
-4.3840000000e+00,4.0748283599e+02
-4.3800000000e+00,4.0502680324e+02
-4.3760000000e+00,4.0258564575e+02
-4.3720000000e+00,4.0015927273e+02
-4.3680000000e+00,3.9774759396e+02
-4.3640000000e+00,3.9535051974e+02
-4.3600000000e+00,3.9296796097e+02
-4.3560000000e+00,3.9059982906e+02
-4.3520000000e+00,3.8824603600e+02
-4.3480000000e+00,3.8590649430e+02
-4.3440000000e+00,3.8358111701e+02
-4.3400000000e+00,3.8126981774e+02
-4.3360000000e+00,3.7897251062e+02
-4.3320000000e+00,3.7668911029e+02
-4.3280000000e+00,3.7441953195e+02
-4.3240000000e+00,3.7216369131e+02
-4.3200000000e+00,3.6992150460e+02
-4.3160000000e+00,3.6769288855e+02
-4.3120000000e+00,3.6547776043e+02
-4.3080000000e+00,3.6327603802e+02
-4.3040000000e+00,3.6108763958e+02
-4.3000000000e+00,3.5891248389e+02
-4.2960000000e+00,3.5675049025e+02
-4.2920000000e+00,3.5460157842e+02
-4.2880000000e+00,3.5246566869e+02
-4.2840000000e+00,3.5034268181e+02
-4.2800000000e+00,3.4823253904e+02
-4.2760000000e+00,3.4613516212e+02
-4.2720000000e+00,3.4405047328e+02
-4.2680000000e+00,3.4197839520e+02
-4.2640000000e+00,3.3991885108e+02
-4.2600000000e+00,3.3787176455e+02
-4.2560000000e+00,3.3583705974e+02
-4.2520000000e+00,3.3381466123e+02
-4.2480000000e+00,3.3180449408e+02
-4.2440000000e+00,3.2980648380e+02
-4.2400000000e+00,3.2782055637e+02
-4.2360000000e+00,3.2584663820e+02
-4.2320000000e+00,3.2388465619e+02
-4.2280000000e+00,3.2193453766e+02
-4.2240000000e+00,3.1999621039e+02
-4.2200000000e+00,3.1806960260e+02
-4.2160000000e+00,3.1615464295e+02
-4.2120000000e+00,3.1425126056e+02
-4.2080000000e+00,3.1235938495e+02
-4.2040000000e+00,3.1047894610e+02
-4.2000000000e+00,3.0860987442e+02
-4.1960000000e+00,3.0675210073e+02
-4.1920000000e+00,3.0490555629e+02
-4.1880000000e+00,3.0307017278e+02
-4.1840000000e+00,3.0124588230e+02
-4.1800000000e+00,2.9943261737e+02
-4.1760000000e+00,2.9763031091e+02
-4.1720000000e+00,2.9583889628e+02
-4.1680000000e+00,2.9405830721e+02
-4.1640000000e+00,2.9228847789e+02
-4.1600000000e+00,2.9052934286e+02
-4.1560000000e+00,2.8878083710e+02
-4.1520000000e+00,2.8704289596e+02
-4.1480000000e+00,2.8531545523e+02
-4.1440000000e+00,2.8359845105e+02
-4.1400000000e+00,2.8189181997e+02
-4.1360000000e+00,2.8019549894e+02
-4.1320000000e+00,2.7850942528e+02
-4.1280000000e+00,2.7683353669e+02
-4.1240000000e+00,2.7516777129e+02
-4.1200000000e+00,2.7351206753e+02
-4.1160000000e+00,2.7186636428e+02
-4.1120000000e+00,2.7023060075e+02
-4.1080000000e+00,2.6860471655e+02
-4.1040000000e+00,2.6698865165e+02
-4.1000000000e+00,2.6538234639e+02
-4.0960000000e+00,2.6378574147e+02
-4.0920000000e+00,2.6219877796e+02
-4.0880000000e+00,2.6062139730e+02
-4.0840000000e+00,2.5905354126e+02
-4.0800000000e+00,2.5749515200e+02
-4.0760000000e+00,2.5594617201e+02
-4.0720000000e+00,2.5440654416e+02
-4.0680000000e+00,2.5287621164e+02
-4.0640000000e+00,2.5135511801e+02
-4.0600000000e+00,2.4984320717e+02
-4.0560000000e+00,2.4834042335e+02
-4.0520000000e+00,2.4684671114e+02
-4.0480000000e+00,2.4536201546e+02
-4.0440000000e+00,2.4388628158e+02
-4.0400000000e+00,2.4241945509e+02
-4.0360000000e+00,2.4096148192e+02
-4.0320000000e+00,2.3951230834e+02
-4.0280000000e+00,2.3807188092e+02
-4.0240000000e+00,2.3664014659e+02
-4.0200000000e+00,2.3521705259e+02
-4.0160000000e+00,2.3380254649e+02
-4.0120000000e+00,2.3239657617e+02
-4.0080000000e+00,2.3099908983e+02
-4.0040000000e+00,2.2961003600e+02
-4.0000000000e+00,2.2822936353e+02
-3.9960000000e+00,2.2685702154e+02
-3.9920000000e+00,2.2549295952e+02
-3.9880000000e+00,2.2413712723e+02
-3.9840000000e+00,2.2278947475e+02
-3.9800000000e+00,2.2144995247e+02
-3.9760000000e+00,2.2011851106e+02
-3.9720000000e+00,2.1879510153e+02
-3.9680000000e+00,2.1747967515e+02
-3.9640000000e+00,2.1617218352e+02
-3.9600000000e+00,2.1487257853e+02
-3.9560000000e+00,2.1358081234e+02
-3.9520000000e+00,2.1229683743e+02
-3.9480000000e+00,2.1102060656e+02
-3.9440000000e+00,2.0975207278e+02
-3.9400000000e+00,2.0849118943e+02
-3.9360000000e+00,2.0723791012e+02
-3.9320000000e+00,2.0599218876e+02
-3.9280000000e+00,2.0475397955e+02
-3.9240000000e+00,2.0352323694e+02
-3.9200000000e+00,2.0229991569e+02
-3.9160000000e+00,2.0108397081e+02
-3.9120000000e+00,1.9987535760e+02
-3.9080000000e+00,1.9867403163e+02
-3.9040000000e+00,1.9747994875e+02
-3.9000000000e+00,1.9629306506e+02
-3.8960000000e+00,1.9511333694e+02
-3.8920000000e+00,1.9394072104e+02
-3.8880000000e+00,1.9277517427e+02
-3.8840000000e+00,1.9161665381e+02
-3.8800000000e+00,1.9046511709e+02
-3.8760000000e+00,1.8932052180e+02
-3.8720000000e+00,1.8818282589e+02
-3.8680000000e+00,1.8705198759e+02
-3.8640000000e+00,1.8592796535e+02
-3.8600000000e+00,1.8481071789e+02
-3.8560000000e+00,1.8370020418e+02
-3.8520000000e+00,1.8259638344e+02
-3.8480000000e+00,1.8149921515e+02
-3.8440000000e+00,1.8040865903e+02
-3.8400000000e+00,1.7932467502e+02
-3.8360000000e+00,1.7824722335e+02
-3.8320000000e+00,1.7717626447e+02
-3.8280000000e+00,1.7611175905e+02
-3.8240000000e+00,1.7505366805e+02
-3.8200000000e+00,1.7400195261e+02
-3.8160000000e+00,1.7295657416e+02
-3.8120000000e+00,1.7191749434e+02
-3.8080000000e+00,1.7088467501e+02
-3.8040000000e+00,1.6985807829e+02
-3.8000000000e+00,1.6883766653e+02
-3.7960000000e+00,1.6782340227e+02
-3.7920000000e+00,1.6681524833e+02
-3.7880000000e+00,1.6581316773e+02
-3.7840000000e+00,1.6481712372e+02
-3.7800000000e+00,1.6382707977e+02
-3.7760000000e+00,1.6284299957e+02
-3.7720000000e+00,1.6186484705e+02
-3.7680000000e+00,1.6089258635e+02
-3.7640000000e+00,1.5992618181e+02
-3.7600000000e+00,1.5896559801e+02
-3.7560000000e+00,1.5801079974e+02
-3.7520000000e+00,1.5706175200e+02
-3.7480000000e+00,1.5611842001e+02
-3.7440000000e+00,1.5518076920e+02
-3.7400000000e+00,1.5424876521e+02
-3.7360000000e+00,1.5332237388e+02
-3.7320000000e+00,1.5240156127e+02
-3.7280000000e+00,1.5148629365e+02
-3.7240000000e+00,1.5057653748e+02
-3.7200000000e+00,1.4967225944e+02
-3.7160000000e+00,1.4877342640e+02
-3.7120000000e+00,1.4788000544e+02
-3.7080000000e+00,1.4699196383e+02
-3.7040000000e+00,1.4610926906e+02
-3.7000000000e+00,1.4523188879e+02
-3.6960000000e+00,1.4435979091e+02
-3.6920000000e+00,1.4349294347e+02
-3.6880000000e+00,1.4263131474e+02
-3.6840000000e+00,1.4177487317e+02
-3.6800000000e+00,1.4092358742e+02
-3.6760000000e+00,1.4007742631e+02
-3.6720000000e+00,1.3923635887e+02
-3.6680000000e+00,1.3840035433e+02
-3.6640000000e+00,1.3756938208e+02
-3.6600000000e+00,1.3674341170e+02
-3.6560000000e+00,1.3592241299e+02
-3.6520000000e+00,1.3510635589e+02
-3.6480000000e+00,1.3429521054e+02
-3.6440000000e+00,1.3348894726e+02
-3.6400000000e+00,1.3268753656e+02
-3.6360000000e+00,1.3189094913e+02
-3.6320000000e+00,1.3109915581e+02
-3.6280000000e+00,1.3031212765e+02
-3.6240000000e+00,1.2952983586e+02
-3.6200000000e+00,1.2875225183e+02
-3.6160000000e+00,1.2797934712e+02
-3.6120000000e+00,1.2721109347e+02
-3.6080000000e+00,1.2644746278e+02
-3.6040000000e+00,1.2568842714e+02
-3.6000000000e+00,1.2493395878e+02
-3.5960000000e+00,1.2418403013e+02
-3.5920000000e+00,1.2343861376e+02
-3.5880000000e+00,1.2269768244e+02
-3.5840000000e+00,1.2196120907e+02
-3.5800000000e+00,1.2122916674e+02
-3.5760000000e+00,1.2050152868e+02
-3.5720000000e+00,1.1977826831e+02
-3.5680000000e+00,1.1905935920e+02
-3.5640000000e+00,1.1834477507e+02
-3.5600000000e+00,1.1763448981e+02
-3.5560000000e+00,1.1692847747e+02
-3.5520000000e+00,1.1622671226e+02
-3.5480000000e+00,1.1552916852e+02
-3.5440000000e+00,1.1483582079e+02
-3.5400000000e+00,1.1414664373e+02
-3.5360000000e+00,1.1346161217e+02
-3.5320000000e+00,1.1278070108e+02
-3.5280000000e+00,1.1210388560e+02
-3.5240000000e+00,1.1143114101e+02
-3.5200000000e+00,1.1076244274e+02
-3.5160000000e+00,1.1009776636e+02
-3.5120000000e+00,1.0943708761e+02
-3.5080000000e+00,1.0878038237e+02
-3.5040000000e+00,1.0812762665e+02
-3.5000000000e+00,1.0747879662e+02
-3.4960000000e+00,1.0683386860e+02
-3.4920000000e+00,1.0619281904e+02
-3.4880000000e+00,1.0555562455e+02
-3.4840000000e+00,1.0492226185e+02
-3.4800000000e+00,1.0429270784e+02
-3.4760000000e+00,1.0366693954e+02
-3.4720000000e+00,1.0304493410e+02
-3.4680000000e+00,1.0242666884e+02
-3.4640000000e+00,1.0181212118e+02
-3.4600000000e+00,1.0120126870e+02
-3.4560000000e+00,1.0059408911e+02
-3.4520000000e+00,9.9990560268e+01
-3.4480000000e+00,9.9390660141e+01
-3.4440000000e+00,9.8794366848e+01
-3.4400000000e+00,9.8201658635e+01
-3.4360000000e+00,9.7612513881e+01
-3.4320000000e+00,9.7026911095e+01
-3.4280000000e+00,9.6444828918e+01
-3.4240000000e+00,9.5866246119e+01
-3.4200000000e+00,9.5291141596e+01
-3.4160000000e+00,9.4719494376e+01
-3.4120000000e+00,9.4151283611e+01
-3.4080000000e+00,9.3586488583e+01
-3.4040000000e+00,9.3025088695e+01
-3.4000000000e+00,9.2467063478e+01
-3.3960000000e+00,9.1912392586e+01
-3.3920000000e+00,9.1361055797e+01
-3.3880000000e+00,9.0813033011e+01
-3.3840000000e+00,9.0268304249e+01
-3.3800000000e+00,8.9726849655e+01
-3.3760000000e+00,8.9188649491e+01
-3.3720000000e+00,8.8653684141e+01
-3.3680000000e+00,8.8121934106e+01
-3.3640000000e+00,8.7593380006e+01
-3.3600000000e+00,8.7068002578e+01
-3.3560000000e+00,8.6545782677e+01
-3.3520000000e+00,8.6026701271e+01
-3.3480000000e+00,8.5510739446e+01
-3.3440000000e+00,8.4997878403e+01
-3.3400000000e+00,8.4488099453e+01
-3.3360000000e+00,8.3981384025e+01
-3.3320000000e+00,8.3477713657e+01
-3.3280000000e+00,8.2977070001e+01
-3.3240000000e+00,8.2479434819e+01
-3.3200000000e+00,8.1984789982e+01
-3.3160000000e+00,8.1493117475e+01
-3.3120000000e+00,8.1004399387e+01
-3.3080000000e+00,8.0518617919e+01
-3.3040000000e+00,8.0035755379e+01
-3.3000000000e+00,7.9555794181e+01
-3.2960000000e+00,7.9078716847e+01
-3.2920000000e+00,7.8604506004e+01
-3.2880000000e+00,7.8133144383e+01
-3.2840000000e+00,7.7664614821e+01
-3.2800000000e+00,7.7198900260e+01
-3.2760000000e+00,7.6735983743e+01
-3.2720000000e+00,7.6275848415e+01
-3.2680000000e+00,7.5818477527e+01
-3.2640000000e+00,7.5363854428e+01
-3.2600000000e+00,7.4911962567e+01
-3.2560000000e+00,7.4462785497e+01
-3.2520000000e+00,7.4016306867e+01
-3.2480000000e+00,7.3572510426e+01
-3.2440000000e+00,7.3131380022e+01
-3.2400000000e+00,7.2692899600e+01
-3.2360000000e+00,7.2257053203e+01
-3.2320000000e+00,7.1823824970e+01
-3.2280000000e+00,7.1393199134e+01
-3.2240000000e+00,7.0965160027e+01
-3.2200000000e+00,7.0539692074e+01
-3.2160000000e+00,7.0116779793e+01
-3.2120000000e+00,6.9696407798e+01
-3.2080000000e+00,6.9278560794e+01
-3.2040000000e+00,6.8863223580e+01
-3.2000000000e+00,6.8450381047e+01
-3.1960000000e+00,6.8040018175e+01
-3.1920000000e+00,6.7632120037e+01
-3.1880000000e+00,6.7226671797e+01
-3.1840000000e+00,6.6823658707e+01
-3.1800000000e+00,6.6423066107e+01
-3.1760000000e+00,6.6024879430e+01
-3.1720000000e+00,6.5629084192e+01
-3.1680000000e+00,6.5235666001e+01
-3.1640000000e+00,6.4844610549e+01
-3.1600000000e+00,6.4455903614e+01
-3.1560000000e+00,6.4069531064e+01
-3.1520000000e+00,6.3685478849e+01
-3.1480000000e+00,6.3303733004e+01
-3.1440000000e+00,6.2924279649e+01
-3.1400000000e+00,6.2547104989e+01
-3.1360000000e+00,6.2172195312e+01
-3.1320000000e+00,6.1799536986e+01
-3.1280000000e+00,6.1429116466e+01
-3.1240000000e+00,6.1060920286e+01
-3.1200000000e+00,6.0694935062e+01
-3.1160000000e+00,6.0331147489e+01
-3.1120000000e+00,5.9969544347e+01
-3.1080000000e+00,5.9610112491e+01
-3.1040000000e+00,5.9252838859e+01
-3.1000000000e+00,5.8897710465e+01
-3.0960000000e+00,5.8544714404e+01
-3.0920000000e+00,5.8193837848e+01
-3.0880000000e+00,5.7845068045e+01
-3.0840000000e+00,5.7498392322e+01
-3.0800000000e+00,5.7153798082e+01
-3.0760000000e+00,5.6811272805e+01
-3.0720000000e+00,5.6470804044e+01
-3.0680000000e+00,5.6132379430e+01
-3.0640000000e+00,5.5795986668e+01
-3.0600000000e+00,5.5461613535e+01
-3.0560000000e+00,5.5129247885e+01
-3.0520000000e+00,5.4798877643e+01
-3.0480000000e+00,5.4470490809e+01
-3.0440000000e+00,5.4144075454e+01
-3.0400000000e+00,5.3819619722e+01
-3.0360000000e+00,5.3497111826e+01
-3.0320000000e+00,5.3176540054e+01
-3.0280000000e+00,5.2857892763e+01
-3.0240000000e+00,5.2541158379e+01
-3.0200000000e+00,5.2226325400e+01
-3.0160000000e+00,5.1913382392e+01
-3.0120000000e+00,5.1602317991e+01
-3.0080000000e+00,5.1293120900e+01
-3.0040000000e+00,5.0985779893e+01
-3.0000000000e+00,5.0680283810e+01
-2.9960000000e+00,5.0376621557e+01
-2.9920000000e+00,5.0074782110e+01
-2.9880000000e+00,4.9774754510e+01
-2.9840000000e+00,4.9476527862e+01
-2.9800000000e+00,4.9180091342e+01
-2.9760000000e+00,4.8885434186e+01
-2.9720000000e+00,4.8592545698e+01
-2.9680000000e+00,4.8301415246e+01
-2.9640000000e+00,4.8012032262e+01
-2.9600000000e+00,4.7724386241e+01
-2.9560000000e+00,4.7438466743e+01
-2.9520000000e+00,4.7154263389e+01
-2.9480000000e+00,4.6871765865e+01
-2.9440000000e+00,4.6590963917e+01
-2.9400000000e+00,4.6311847354e+01
-2.9360000000e+00,4.6034406047e+01
-2.9320000000e+00,4.5758629927e+01
-2.9280000000e+00,4.5484508987e+01
-2.9240000000e+00,4.5212033278e+01
-2.9200000000e+00,4.4941192914e+01
-2.9160000000e+00,4.4671978066e+01
-2.9120000000e+00,4.4404378967e+01
-2.9080000000e+00,4.4138385907e+01
-2.9040000000e+00,4.3873989235e+01
-2.9000000000e+00,4.3611179357e+01
-2.8960000000e+00,4.3349946740e+01
-2.8920000000e+00,4.3090281906e+01
-2.8880000000e+00,4.2832175435e+01
-2.8840000000e+00,4.2575617963e+01
-2.8800000000e+00,4.2320600184e+01
-2.8760000000e+00,4.2067112847e+01
-2.8720000000e+00,4.1815146756e+01
-2.8680000000e+00,4.1564692773e+01
-2.8640000000e+00,4.1315741813e+01
-2.8600000000e+00,4.1068284846e+01
-2.8560000000e+00,4.0822312897e+01
-2.8520000000e+00,4.0577817045e+01
-2.8480000000e+00,4.0334788424e+01
-2.8440000000e+00,4.0093218219e+01
-2.8400000000e+00,3.9853097669e+01
-2.8360000000e+00,3.9614418068e+01
-2.8320000000e+00,3.9377170759e+01
-2.8280000000e+00,3.9141347139e+01
-2.8240000000e+00,3.8906938658e+01
-2.8200000000e+00,3.8673936816e+01
-2.8160000000e+00,3.8442333163e+01
-2.8120000000e+00,3.8212119304e+01
-2.8080000000e+00,3.7983286891e+01
-2.8040000000e+00,3.7755827627e+01
-2.8000000000e+00,3.7529733266e+01
-2.7960000000e+00,3.7304995611e+01
-2.7920000000e+00,3.7081606516e+01
-2.7880000000e+00,3.6859557880e+01
-2.7840000000e+00,3.6638841656e+01
-2.7800000000e+00,3.6419449842e+01
-2.7760000000e+00,3.6201374485e+01
-2.7720000000e+00,3.5984607681e+01
-2.7680000000e+00,3.5769141573e+01
-2.7640000000e+00,3.5554968350e+01
-2.7600000000e+00,3.5342080251e+01
-2.7560000000e+00,3.5130469559e+01
-2.7520000000e+00,3.4920128605e+01
-2.7480000000e+00,3.4711049765e+01
-2.7440000000e+00,3.4503225463e+01
-2.7400000000e+00,3.4296648167e+01
-2.7360000000e+00,3.4091310391e+01
-2.7320000000e+00,3.3887204693e+01
-2.7280000000e+00,3.3684323678e+01
-2.7240000000e+00,3.3482659994e+01
-2.7200000000e+00,3.3282206333e+01
-2.7160000000e+00,3.3082955432e+01
-2.7120000000e+00,3.2884900072e+01
-2.7080000000e+00,3.2688033076e+01
-2.7040000000e+00,3.2492347312e+01
-2.7000000000e+00,3.2297835691e+01
-2.6960000000e+00,3.2104491163e+01
-2.6920000000e+00,3.1912306727e+01
-2.6880000000e+00,3.1721275418e+01
-2.6840000000e+00,3.1531390316e+01
-2.6800000000e+00,3.1342644543e+01
-2.6760000000e+00,3.1155031260e+01
-2.6720000000e+00,3.0968543673e+01
-2.6680000000e+00,3.0783175026e+01
-2.6640000000e+00,3.0598918604e+01
-2.6600000000e+00,3.0415767733e+01
-2.6560000000e+00,3.0233715779e+01
-2.6520000000e+00,3.0052756149e+01
-2.6480000000e+00,2.9872882288e+01
-2.6440000000e+00,2.9694087681e+01
-2.6400000000e+00,2.9516365854e+01
-2.6360000000e+00,2.9339710369e+01
-2.6320000000e+00,2.9164114830e+01
-2.6280000000e+00,2.8989572876e+01
-2.6240000000e+00,2.8816078187e+01
-2.6200000000e+00,2.8643624481e+01
-2.6160000000e+00,2.8472205512e+01
-2.6120000000e+00,2.8301815073e+01
-2.6080000000e+00,2.8132446994e+01
-2.6040000000e+00,2.7964095143e+01
-2.6000000000e+00,2.7796753423e+01
-2.5960000000e+00,2.7630415776e+01
-2.5920000000e+00,2.7465076179e+01
-2.5880000000e+00,2.7300728646e+01
-2.5840000000e+00,2.7137367226e+01
-2.5800000000e+00,2.6974986004e+01
-2.5760000000e+00,2.6813579103e+01
-2.5720000000e+00,2.6653140679e+01
-2.5680000000e+00,2.6493664923e+01
-2.5640000000e+00,2.6335146063e+01
-2.5600000000e+00,2.6177578359e+01
-2.5560000000e+00,2.6020956108e+01
-2.5520000000e+00,2.5865273641e+01
-2.5480000000e+00,2.5710525321e+01
-2.5440000000e+00,2.5556705548e+01
-2.5400000000e+00,2.5403808754e+01
-2.5360000000e+00,2.5251829404e+01
-2.5320000000e+00,2.5100761997e+01
-2.5280000000e+00,2.4950601067e+01
-2.5240000000e+00,2.4801341177e+01
-2.5200000000e+00,2.4652976926e+01
-2.5160000000e+00,2.4505502944e+01
-2.5120000000e+00,2.4358913895e+01
-2.5080000000e+00,2.4213204472e+01
-2.5040000000e+00,2.4068369403e+01
-2.5000000000e+00,2.3924403447e+01
-2.4960000000e+00,2.3781301392e+01
-2.4920000000e+00,2.3639058062e+01
-2.4880000000e+00,2.3497668309e+01
-2.4840000000e+00,2.3357127015e+01
-2.4800000000e+00,2.3217429097e+01
-2.4760000000e+00,2.3078569499e+01
-2.4720000000e+00,2.2940543196e+01
-2.4680000000e+00,2.2803345194e+01
-2.4640000000e+00,2.2666970530e+01
-2.4600000000e+00,2.2531414268e+01
-2.4560000000e+00,2.2396671505e+01
-2.4520000000e+00,2.2262737366e+01
-2.4480000000e+00,2.2129607004e+01
-2.4440000000e+00,2.1997275603e+01
-2.4400000000e+00,2.1865738377e+01
-2.4360000000e+00,2.1734990565e+01
-2.4320000000e+00,2.1605027439e+01
-2.4280000000e+00,2.1475844297e+01
-2.4240000000e+00,2.1347436465e+01
-2.4200000000e+00,2.1219799298e+01
-2.4160000000e+00,2.1092928180e+01
-2.4120000000e+00,2.0966818520e+01
-2.4080000000e+00,2.0841465758e+01
-2.4040000000e+00,2.0716865359e+01
-2.4000000000e+00,2.0593012817e+01
-2.3960000000e+00,2.0469903650e+01
-2.3920000000e+00,2.0347533408e+01
-2.3880000000e+00,2.0225897663e+01
-2.3840000000e+00,2.0104992016e+01
-2.3800000000e+00,1.9984812095e+01
-2.3760000000e+00,1.9865353552e+01
-2.3720000000e+00,1.9746612068e+01
-2.3680000000e+00,1.9628583348e+01
-2.3640000000e+00,1.9511263124e+01
-2.3600000000e+00,1.9394647153e+01
-2.3560000000e+00,1.9278731217e+01
-2.3520000000e+00,1.9163511125e+01
-2.3480000000e+00,1.9048982711e+01
-2.3440000000e+00,1.8935141831e+01
-2.3400000000e+00,1.8821984371e+01
-2.3360000000e+00,1.8709506238e+01
-2.3320000000e+00,1.8597703365e+01
-2.3280000000e+00,1.8486571709e+01
-2.3240000000e+00,1.8376107252e+01
-2.3200000000e+00,1.8266306000e+01
-2.3160000000e+00,1.8157163983e+01
-2.3120000000e+00,1.8048677254e+01
-2.3080000000e+00,1.7940841891e+01
-2.3040000000e+00,1.7833653995e+01
-2.3000000000e+00,1.7727109691e+01
-2.2960000000e+00,1.7621205127e+01
-2.2920000000e+00,1.7515936474e+01
-2.2880000000e+00,1.7411299926e+01
-2.2840000000e+00,1.7307291700e+01
-2.2800000000e+00,1.7203908037e+01
-2.2760000000e+00,1.7101145198e+01
-2.2720000000e+00,1.6998999470e+01
-2.2680000000e+00,1.6897467159e+01
-2.2640000000e+00,1.6796544594e+01
-2.2600000000e+00,1.6696228129e+01
-2.2560000000e+00,1.6596514136e+01
-2.2520000000e+00,1.6497399011e+01
-2.2480000000e+00,1.6398879172e+01
-2.2440000000e+00,1.6300951056e+01
-2.2400000000e+00,1.6203611126e+01
-2.2360000000e+00,1.6106855861e+01
-2.2320000000e+00,1.6010681766e+01
-2.2280000000e+00,1.5915085363e+01
-2.2240000000e+00,1.5820063198e+01
-2.2200000000e+00,1.5725611836e+01
-2.2160000000e+00,1.5631727863e+01
-2.2120000000e+00,1.5538407887e+01
-2.2080000000e+00,1.5445648535e+01
-2.2040000000e+00,1.5353446454e+01
-2.2000000000e+00,1.5261798312e+01
-2.1960000000e+00,1.5170700796e+01
-2.1920000000e+00,1.5080150616e+01
-2.1880000000e+00,1.4990144498e+01
-2.1840000000e+00,1.4900679189e+01
-2.1800000000e+00,1.4811751457e+01
-2.1760000000e+00,1.4723358088e+01
-2.1720000000e+00,1.4635495888e+01
-2.1680000000e+00,1.4548161681e+01
-2.1640000000e+00,1.4461352313e+01
-2.1600000000e+00,1.4375064645e+01
-2.1560000000e+00,1.4289295561e+01
-2.1520000000e+00,1.4204041961e+01
-2.1480000000e+00,1.4119300764e+01
-2.1440000000e+00,1.4035068908e+01
-2.1400000000e+00,1.3951343350e+01
-2.1360000000e+00,1.3868121066e+01
-2.1320000000e+00,1.3785399046e+01
-2.1280000000e+00,1.3703174304e+01
-2.1240000000e+00,1.3621443869e+01
-2.1200000000e+00,1.3540204786e+01
-2.1160000000e+00,1.3459454122e+01
-2.1120000000e+00,1.3379188958e+01
-2.1080000000e+00,1.3299406395e+01
-2.1040000000e+00,1.3220103550e+01
-2.1000000000e+00,1.3141277559e+01
-2.0960000000e+00,1.3062925574e+01
-2.0920000000e+00,1.2985044764e+01
-2.0880000000e+00,1.2907632315e+01
-2.0840000000e+00,1.2830685431e+01
-2.0800000000e+00,1.2754201332e+01
-2.0760000000e+00,1.2678177256e+01
-2.0720000000e+00,1.2602610455e+01
-2.0680000000e+00,1.2527498201e+01
-2.0640000000e+00,1.2452837780e+01
-2.0600000000e+00,1.2378626494e+01
-2.0560000000e+00,1.2304861664e+01
-2.0520000000e+00,1.2231540624e+01
-2.0480000000e+00,1.2158660727e+01
-2.0440000000e+00,1.2086219339e+01
-2.0400000000e+00,1.2014213844e+01
-2.0360000000e+00,1.1942641641e+01
-2.0320000000e+00,1.1871500145e+01
-2.0280000000e+00,1.1800786787e+01
-2.0240000000e+00,1.1730499012e+01
-2.0200000000e+00,1.1660634281e+01
