N,rho_ent_over_rhoc0
-4.7080000000e+00,1.0535076653e-05
-4.7040000000e+00,1.0533768646e-05
-4.7000000000e+00,1.0532460906e-05
-4.6960000000e+00,1.0531153433e-05
-4.6920000000e+00,1.0529846226e-05
-4.6880000000e+00,1.0528539287e-05
-4.6840000000e+00,1.0527232614e-05
-4.6800000000e+00,1.0525926208e-05
-4.6760000000e+00,1.0524620069e-05
-4.6720000000e+00,1.0523314196e-05
-4.6680000000e+00,1.0522008589e-05
-4.6640000000e+00,1.0520703249e-05
-4.6600000000e+00,1.0519398176e-05
-4.6560000000e+00,1.0518093368e-05
-4.6520000000e+00,1.0516788827e-05
-4.6480000000e+00,1.0515484552e-05
-4.6440000000e+00,1.0514180543e-05
-4.6400000000e+00,1.0512876800e-05
-4.6360000000e+00,1.0511573323e-05
-4.6320000000e+00,1.0510270112e-05
-4.6280000000e+00,1.0508967166e-05
-4.6240000000e+00,1.0507664487e-05
-4.6200000000e+00,1.0506362073e-05
-4.6160000000e+00,1.0505059925e-05
-4.6120000000e+00,1.0503758042e-05
-4.6080000000e+00,1.0502456424e-05
-4.6040000000e+00,1.0501155072e-05
-4.6000000000e+00,1.0499853986e-05
-4.5960000000e+00,1.0498553164e-05
-4.5920000000e+00,1.0497252608e-05
-4.5880000000e+00,1.0495952317e-05
-4.5840000000e+00,1.0494652291e-05
-4.5800000000e+00,1.0493352530e-05
-4.5760000000e+00,1.0492053034e-05
-4.5720000000e+00,1.0490753803e-05
-4.5680000000e+00,1.0489454837e-05
-4.5640000000e+00,1.0488156135e-05
-4.5600000000e+00,1.0486857698e-05
-4.5560000000e+00,1.0485559526e-05
-4.5520000000e+00,1.0484261618e-05
-4.5480000000e+00,1.0482963975e-05
-4.5440000000e+00,1.0481666596e-05
-4.5400000000e+00,1.0480369481e-05
-4.5360000000e+00,1.0479072631e-05
-4.5320000000e+00,1.0477776045e-05
-4.5280000000e+00,1.0476479723e-05
-4.5240000000e+00,1.0475183665e-05
-4.5200000000e+00,1.0473887871e-05
-4.5160000000e+00,1.0472592341e-05
-4.5120000000e+00,1.0471297075e-05
-4.5080000000e+00,1.0470002072e-05
-4.5040000000e+00,1.0468707334e-05
-4.5000000000e+00,1.0467412859e-05
-4.4960000000e+00,1.0466118647e-05
-4.4920000000e+00,1.0464824699e-05
-4.4880000000e+00,1.0463531015e-05
-4.4840000000e+00,1.0462237594e-05
-4.4800000000e+00,1.0460944436e-05
-4.4760000000e+00,1.0459651542e-05
-4.4720000000e+00,1.0458358911e-05
-4.4680000000e+00,1.0457066543e-05
-4.4640000000e+00,1.0455774438e-05
-4.4600000000e+00,1.0454482596e-05
-4.4560000000e+00,1.0453191017e-05
-4.4520000000e+00,1.0451899701e-05
-4.4480000000e+00,1.0450608647e-05
-4.4440000000e+00,1.0449317857e-05
-4.4400000000e+00,1.0448027329e-05
-4.4360000000e+00,1.0446737063e-05
-4.4320000000e+00,1.0445447060e-05
-4.4280000000e+00,1.0444157320e-05
-4.4240000000e+00,1.0442867842e-05
-4.4200000000e+00,1.0441578627e-05
-4.4160000000e+00,1.0440289673e-05
-4.4120000000e+00,1.0439000982e-05
-4.4080000000e+00,1.0437712553e-05
-4.4040000000e+00,1.0436424386e-05
-4.4000000000e+00,1.0435136481e-05
-4.3960000000e+00,1.0433848838e-05
-4.3920000000e+00,1.0432561457e-05
-4.3880000000e+00,1.0431274338e-05
-4.3840000000e+00,1.0429987480e-05
-4.3800000000e+00,1.0428700885e-05
-4.3760000000e+00,1.0427414550e-05
-4.3720000000e+00,1.0426128478e-05
-4.3680000000e+00,1.0424842666e-05
-4.3640000000e+00,1.0423557117e-05
-4.3600000000e+00,1.0422271828e-05
-4.3560000000e+00,1.0420986801e-05
-4.3520000000e+00,1.0419702035e-05
-4.3480000000e+00,1.0418417530e-05
-4.3440000000e+00,1.0417133287e-05
-4.3400000000e+00,1.0415849304e-05
-4.3360000000e+00,1.0414565582e-05
-4.3320000000e+00,1.0413282121e-05
-4.3280000000e+00,1.0411998921e-05
-4.3240000000e+00,1.0410715982e-05
-4.3200000000e+00,1.0409433304e-05
-4.3160000000e+00,1.0408150886e-05
-4.3120000000e+00,1.0406868728e-05
-4.3080000000e+00,1.0405586831e-05
-4.3040000000e+00,1.0404305195e-05
-4.3000000000e+00,1.0403023819e-05
-4.2960000000e+00,1.0401742703e-05
-4.2920000000e+00,1.0400461848e-05
-4.2880000000e+00,1.0399181252e-05
-4.2840000000e+00,1.0397900917e-05
-4.2800000000e+00,1.0396620842e-05
-4.2760000000e+00,1.0395341026e-05
-4.2720000000e+00,1.0394061471e-05
-4.2680000000e+00,1.0392782176e-05
-4.2640000000e+00,1.0391503140e-05
-4.2600000000e+00,1.0390224364e-05
-4.2560000000e+00,1.0388945847e-05
-4.2520000000e+00,1.0387667591e-05
-4.2480000000e+00,1.0386389593e-05
-4.2440000000e+00,1.0385111855e-05
-4.2400000000e+00,1.0383834377e-05
-4.2360000000e+00,1.0382557158e-05
-4.2320000000e+00,1.0381280198e-05
-4.2280000000e+00,1.0380003497e-05
-4.2240000000e+00,1.0378727056e-05
-4.2200000000e+00,1.0377450873e-05
-4.2160000000e+00,1.0376174950e-05
-4.2120000000e+00,1.0374899285e-05
-4.2080000000e+00,1.0373623879e-05
-4.2040000000e+00,1.0372348732e-05
-4.2000000000e+00,1.0371073844e-05
-4.1960000000e+00,1.0369799215e-05
-4.1920000000e+00,1.0368524844e-05
-4.1880000000e+00,1.0367250731e-05
-4.1840000000e+00,1.0365976877e-05
-4.1800000000e+00,1.0364703282e-05
-4.1760000000e+00,1.0363429945e-05
-4.1720000000e+00,1.0362156866e-05
-4.1680000000e+00,1.0360884045e-05
-4.1640000000e+00,1.0359611482e-05
-4.1600000000e+00,1.0358339178e-05
-4.1560000000e+00,1.0357067132e-05
-4.1520000000e+00,1.0355795343e-05
-4.1480000000e+00,1.0354523812e-05
-4.1440000000e+00,1.0353252540e-05
-4.1400000000e+00,1.0351981525e-05
-4.1360000000e+00,1.0350710767e-05
-4.1320000000e+00,1.0349440268e-05
-4.1280000000e+00,1.0348170026e-05
-4.1240000000e+00,1.0346900041e-05
-4.1200000000e+00,1.0345630314e-05
-4.1160000000e+00,1.0344360844e-05
-4.1120000000e+00,1.0343091631e-05
-4.1080000000e+00,1.0341822676e-05
-4.1040000000e+00,1.0340553978e-05
-4.1000000000e+00,1.0339285537e-05
-4.0960000000e+00,1.0338017353e-05
-4.0920000000e+00,1.0336749426e-05
-4.0880000000e+00,1.0335481756e-05
-4.0840000000e+00,1.0334214343e-05
-4.0800000000e+00,1.0332947187e-05
-4.0760000000e+00,1.0331680287e-05
-4.0720000000e+00,1.0330413644e-05
-4.0680000000e+00,1.0329147258e-05
-4.0640000000e+00,1.0327881128e-05
-4.0600000000e+00,1.0326615254e-05
-4.0560000000e+00,1.0325349637e-05
-4.0520000000e+00,1.0324084277e-05
-4.0480000000e+00,1.0322819172e-05
-4.0440000000e+00,1.0321554324e-05
-4.0400000000e+00,1.0320289732e-05
-4.0360000000e+00,1.0319025396e-05
-4.0320000000e+00,1.0317761316e-05
-4.0280000000e+00,1.0316497492e-05
-4.0240000000e+00,1.0315233924e-05
-4.0200000000e+00,1.0313970612e-05
-4.0160000000e+00,1.0312707555e-05
-4.0120000000e+00,1.0311444755e-05
-4.0080000000e+00,1.0310182209e-05
-4.0040000000e+00,1.0308919920e-05
-4.0000000000e+00,1.0307657886e-05
-3.9960000000e+00,1.0306396107e-05
-3.9920000000e+00,1.0305134584e-05
-3.9880000000e+00,1.0303873316e-05
-3.9840000000e+00,1.0302612303e-05
-3.9800000000e+00,1.0301351546e-05
-3.9760000000e+00,1.0300091043e-05
-3.9720000000e+00,1.0298830796e-05
-3.9680000000e+00,1.0297570803e-05
-3.9640000000e+00,1.0296311066e-05
-3.9600000000e+00,1.0295051583e-05
-3.9560000000e+00,1.0293792356e-05
-3.9520000000e+00,1.0292533383e-05
-3.9480000000e+00,1.0291274664e-05
-3.9440000000e+00,1.0290016200e-05
-3.9400000000e+00,1.0288757991e-05
-3.9360000000e+00,1.0287500036e-05
-3.9320000000e+00,1.0286242336e-05
-3.9280000000e+00,1.0284984890e-05
-3.9240000000e+00,1.0283727699e-05
-3.9200000000e+00,1.0282470761e-05
-3.9160000000e+00,1.0281214078e-05
-3.9120000000e+00,1.0279957649e-05
-3.9080000000e+00,1.0278701474e-05
-3.9040000000e+00,1.0277445552e-05
-3.9000000000e+00,1.0276189885e-05
-3.8960000000e+00,1.0274934472e-05
-3.8920000000e+00,1.0273679312e-05
-3.8880000000e+00,1.0272424406e-05
-3.8840000000e+00,1.0271169754e-05
-3.8800000000e+00,1.0269915355e-05
-3.8760000000e+00,1.0268661210e-05
-3.8720000000e+00,1.0267407318e-05
-3.8680000000e+00,1.0266153680e-05
-3.8640000000e+00,1.0264900295e-05
-3.8600000000e+00,1.0263647163e-05
-3.8560000000e+00,1.0262394285e-05
-3.8520000000e+00,1.0261141660e-05
-3.8480000000e+00,1.0259889287e-05
-3.8440000000e+00,1.0258637168e-05
-3.8400000000e+00,1.0257385302e-05
-3.8360000000e+00,1.0256133689e-05
-3.8320000000e+00,1.0254882328e-05
-3.8280000000e+00,1.0253631220e-05
-3.8240000000e+00,1.0252380365e-05
-3.8200000000e+00,1.0251129763e-05
-3.8160000000e+00,1.0249879413e-05
-3.8120000000e+00,1.0248629316e-05
-3.8080000000e+00,1.0247379471e-05
-3.8040000000e+00,1.0246129878e-05
-3.8000000000e+00,1.0244880538e-05
-3.7960000000e+00,1.0243631450e-05
-3.7920000000e+00,1.0242382614e-05
-3.7880000000e+00,1.0241134031e-05
-3.7840000000e+00,1.0239885699e-05
-3.7800000000e+00,1.0238637620e-05
-3.7760000000e+00,1.0237389792e-05
-3.7720000000e+00,1.0236142216e-05
-3.7680000000e+00,1.0234894893e-05
-3.7640000000e+00,1.0233647821e-05
-3.7600000000e+00,1.0232401000e-05
-3.7560000000e+00,1.0231154431e-05
-3.7520000000e+00,1.0229908114e-05
-3.7480000000e+00,1.0228662048e-05
-3.7440000000e+00,1.0227416234e-05
-3.7400000000e+00,1.0226170671e-05
-3.7360000000e+00,1.0224925360e-05
-3.7320000000e+00,1.0223680299e-05
-3.7280000000e+00,1.0222435490e-05
-3.7240000000e+00,1.0221190932e-05
-3.7200000000e+00,1.0219946625e-05
-3.7160000000e+00,1.0218702569e-05
-3.7120000000e+00,1.0217458764e-05
-3.7080000000e+00,1.0216215210e-05
-3.7040000000e+00,1.0214971907e-05
-3.7000000000e+00,1.0213728854e-05
-3.6960000000e+00,1.0212486052e-05
-3.6920000000e+00,1.0211243501e-05
-3.6880000000e+00,1.0210001201e-05
-3.6840000000e+00,1.0208759150e-05
-3.6800000000e+00,1.0207517351e-05
-3.6760000000e+00,1.0206275801e-05
-3.6720000000e+00,1.0205034502e-05
-3.6680000000e+00,1.0203793453e-05
-3.6640000000e+00,1.0202552655e-05
-3.6600000000e+00,1.0201312106e-05
-3.6560000000e+00,1.0200071808e-05
-3.6520000000e+00,1.0198831759e-05
-3.6480000000e+00,1.0197591961e-05
-3.6440000000e+00,1.0196352412e-05
-3.6400000000e+00,1.0195113114e-05
-3.6360000000e+00,1.0193874064e-05
-3.6320000000e+00,1.0192635265e-05
-3.6280000000e+00,1.0191396715e-05
-3.6240000000e+00,1.0190158415e-05
-3.6200000000e+00,1.0188920365e-05
-3.6160000000e+00,1.0187682563e-05
-3.6120000000e+00,1.0186445011e-05
-3.6080000000e+00,1.0185207709e-05
-3.6040000000e+00,1.0183970656e-05
-3.6000000000e+00,1.0182733851e-05
-3.5960000000e+00,1.0181497296e-05
-3.5920000000e+00,1.0180260991e-05
-3.5880000000e+00,1.0179024934e-05
-3.5840000000e+00,1.0177789126e-05
-3.5800000000e+00,1.0176553567e-05
-3.5760000000e+00,1.0175318256e-05
-3.5720000000e+00,1.0174083195e-05
-3.5680000000e+00,1.0172848382e-05
-3.5640000000e+00,1.0171613818e-05
-3.5600000000e+00,1.0170379502e-05
-3.5560000000e+00,1.0169145435e-05
-3.5520000000e+00,1.0167911616e-05
-3.5480000000e+00,1.0166678046e-05
-3.5440000000e+00,1.0165444724e-05
-3.5400000000e+00,1.0164211650e-05
-3.5360000000e+00,1.0162978825e-05
-3.5320000000e+00,1.0161746247e-05
-3.5280000000e+00,1.0160513918e-05
-3.5240000000e+00,1.0159281837e-05
-3.5200000000e+00,1.0158050004e-05
-3.5160000000e+00,1.0156818418e-05
-3.5120000000e+00,1.0155587080e-05
-3.5080000000e+00,1.0154355991e-05
-3.5040000000e+00,1.0153125148e-05
-3.5000000000e+00,1.0151894554e-05
-3.4960000000e+00,1.0150664207e-05
-3.4920000000e+00,1.0149434107e-05
-3.4880000000e+00,1.0148204255e-05
-3.4840000000e+00,1.0146974651e-05
-3.4800000000e+00,1.0145745294e-05
-3.4760000000e+00,1.0144516184e-05
-3.4720000000e+00,1.0143287321e-05
-3.4680000000e+00,1.0142058705e-05
-3.4640000000e+00,1.0140830337e-05
-3.4600000000e+00,1.0139602215e-05
-3.4560000000e+00,1.0138374341e-05
-3.4520000000e+00,1.0137146713e-05
-3.4480000000e+00,1.0135919332e-05
-3.4440000000e+00,1.0134692198e-05
-3.4400000000e+00,1.0133465311e-05
-3.4360000000e+00,1.0132238670e-05
-3.4320000000e+00,1.0131012276e-05
-3.4280000000e+00,1.0129786128e-05
-3.4240000000e+00,1.0128560227e-05
-3.4200000000e+00,1.0127334573e-05
-3.4160000000e+00,1.0126109164e-05
-3.4120000000e+00,1.0124884002e-05
-3.4080000000e+00,1.0123659086e-05
-3.4040000000e+00,1.0122434417e-05
-3.4000000000e+00,1.0121209993e-05
-3.3960000000e+00,1.0119985816e-05
-3.3920000000e+00,1.0118761884e-05
-3.3880000000e+00,1.0117538198e-05
-3.3840000000e+00,1.0116314759e-05
-3.3800000000e+00,1.0115091565e-05
-3.3760000000e+00,1.0113868616e-05
-3.3720000000e+00,1.0112645914e-05
-3.3680000000e+00,1.0111423457e-05
-3.3640000000e+00,1.0110201246e-05
-3.3600000000e+00,1.0108979280e-05
-3.3560000000e+00,1.0107757559e-05
-3.3520000000e+00,1.0106536084e-05
-3.3480000000e+00,1.0105314854e-05
-3.3440000000e+00,1.0104093870e-05
-3.3400000000e+00,1.0102873130e-05
-3.3360000000e+00,1.0101652636e-05
-3.3320000000e+00,1.0100432387e-05
-3.3280000000e+00,1.0099212383e-05
-3.3240000000e+00,1.0097992623e-05
-3.3200000000e+00,1.0096773109e-05
-3.3160000000e+00,1.0095553839e-05
-3.3120000000e+00,1.0094334815e-05
-3.3080000000e+00,1.0093116034e-05
-3.3040000000e+00,1.0091897499e-05
-3.3000000000e+00,1.0090679208e-05
-3.2960000000e+00,1.0089461162e-05
-3.2920000000e+00,1.0088243360e-05
-3.2880000000e+00,1.0087025802e-05
-3.2840000000e+00,1.0085808489e-05
-3.2800000000e+00,1.0084591420e-05
-3.2760000000e+00,1.0083374595e-05
-3.2720000000e+00,1.0082158015e-05
-3.2680000000e+00,1.0080941678e-05
-3.2640000000e+00,1.0079725586e-05
-3.2600000000e+00,1.0078509737e-05
-3.2560000000e+00,1.0077294133e-05
-3.2520000000e+00,1.0076078772e-05
-3.2480000000e+00,1.0074863655e-05
-3.2440000000e+00,1.0073648782e-05
-3.2400000000e+00,1.0072434152e-05
-3.2360000000e+00,1.0071219766e-05
-3.2320000000e+00,1.0070005624e-05
-3.2280000000e+00,1.0068791725e-05
-3.2240000000e+00,1.0067578069e-05
-3.2200000000e+00,1.0066364657e-05
-3.2160000000e+00,1.0065151488e-05
-3.2120000000e+00,1.0063938563e-05
-3.2080000000e+00,1.0062725880e-05
-3.2040000000e+00,1.0061513441e-05
-3.2000000000e+00,1.0060301245e-05
-3.1960000000e+00,1.0059089291e-05
-3.1920000000e+00,1.0057877581e-05
-3.1880000000e+00,1.0056666113e-05
-3.1840000000e+00,1.0055454889e-05
-3.1800000000e+00,1.0054243907e-05
-3.1760000000e+00,1.0053033168e-05
-3.1720000000e+00,1.0051822671e-05
-3.1680000000e+00,1.0050612417e-05
-3.1640000000e+00,1.0049402406e-05
-3.1600000000e+00,1.0048192637e-05
-3.1560000000e+00,1.0046983110e-05
-3.1520000000e+00,1.0045773826e-05
-3.1480000000e+00,1.0044564784e-05
-3.1440000000e+00,1.0043355984e-05
-3.1400000000e+00,1.0042147426e-05
-3.1360000000e+00,1.0040939111e-05
-3.1320000000e+00,1.0039731037e-05
-3.1280000000e+00,1.0038523206e-05
-3.1240000000e+00,1.0037315616e-05
-3.1200000000e+00,1.0036108268e-05
-3.1160000000e+00,1.0034901162e-05
-3.1120000000e+00,1.0033694298e-05
-3.1080000000e+00,1.0032487676e-05
-3.1040000000e+00,1.0031281295e-05
-3.1000000000e+00,1.0030075155e-05
-3.0960000000e+00,1.0028869257e-05
-3.0920000000e+00,1.0027663601e-05
-3.0880000000e+00,1.0026458186e-05
-3.0840000000e+00,1.0025253012e-05
-3.0800000000e+00,1.0024048079e-05
-3.0760000000e+00,1.0022843388e-05
-3.0720000000e+00,1.0021638938e-05
-3.0680000000e+00,1.0020434729e-05
-3.0640000000e+00,1.0019230761e-05
-3.0600000000e+00,1.0018027034e-05
-3.0560000000e+00,1.0016823547e-05
-3.0520000000e+00,1.0015620302e-05
-3.0480000000e+00,1.0014417297e-05
-3.0440000000e+00,1.0013214533e-05
-3.0400000000e+00,1.0012012010e-05
-3.0360000000e+00,1.0010809727e-05
-3.0320000000e+00,1.0009607685e-05
-3.0280000000e+00,1.0008405883e-05
-3.0240000000e+00,1.0007204322e-05
-3.0200000000e+00,1.0006003001e-05
-3.0160000000e+00,1.0004801921e-05
-3.0120000000e+00,1.0003601080e-05
-3.0080000000e+00,1.0002400480e-05
-3.0040000000e+00,1.0001200120e-05
-3.0000000000e+00,1.0000000000e-05
-2.9960000000e+00,9.9988001200e-06
-2.9920000000e+00,9.9976004799e-06
-2.9880000000e+00,9.9964010797e-06
-2.9840000000e+00,9.9952019194e-06
-2.9800000000e+00,9.9940029988e-06
-2.9760000000e+00,9.9928043179e-06
-2.9720000000e+00,9.9916058766e-06
-2.9680000000e+00,9.9904076749e-06
-2.9640000000e+00,9.9892097128e-06
-2.9600000000e+00,9.9880119901e-06
-2.9560000000e+00,9.9868145068e-06
-2.9520000000e+00,9.9856172629e-06
-2.9480000000e+00,9.9844202582e-06
-2.9440000000e+00,9.9832234928e-06
-2.9400000000e+00,9.9820269666e-06
-2.9360000000e+00,9.9808306794e-06
-2.9320000000e+00,9.9796346313e-06
-2.9280000000e+00,9.9784388222e-06
-2.9240000000e+00,9.9772432521e-06
-2.9200000000e+00,9.9760479208e-06
-2.9160000000e+00,9.9748528283e-06
-2.9120000000e+00,9.9736579745e-06
-2.9080000000e+00,9.9724633595e-06
-2.9040000000e+00,9.9712689831e-06
-2.9000000000e+00,9.9700748453e-06
-2.8960000000e+00,9.9688809460e-06
-2.8920000000e+00,9.9676872851e-06
-2.8880000000e+00,9.9664938627e-06
-2.8840000000e+00,9.9653006786e-06
-2.8800000000e+00,9.9641077327e-06
-2.8760000000e+00,9.9629150251e-06
-2.8720000000e+00,9.9617225557e-06
-2.8680000000e+00,9.9605303244e-06
-2.8640000000e+00,9.9593383311e-06
-2.8600000000e+00,9.9581465758e-06
-2.8560000000e+00,9.9569550584e-06
-2.8520000000e+00,9.9557637789e-06
-2.8480000000e+00,9.9545727372e-06
-2.8440000000e+00,9.9533819332e-06
-2.8400000000e+00,9.9521913670e-06
-2.8360000000e+00,9.9510010384e-06
-2.8320000000e+00,9.9498109473e-06
-2.8280000000e+00,9.9486210938e-06
-2.8240000000e+00,9.9474314777e-06
-2.8200000000e+00,9.9462420990e-06
-2.8160000000e+00,9.9450529577e-06
-2.8120000000e+00,9.9438640536e-06
-2.8080000000e+00,9.9426753868e-06
-2.8040000000e+00,9.9414869571e-06
-2.8000000000e+00,9.9402987645e-06
-2.7960000000e+00,9.9391108090e-06
-2.7920000000e+00,9.9379230905e-06
-2.7880000000e+00,9.9367356089e-06
-2.7840000000e+00,9.9355483641e-06
-2.7800000000e+00,9.9343613562e-06
-2.7760000000e+00,9.9331745850e-06
-2.7720000000e+00,9.9319880505e-06
-2.7680000000e+00,9.9308017527e-06
-2.7640000000e+00,9.9296156914e-06
-2.7600000000e+00,9.9284298667e-06
-2.7560000000e+00,9.9272442784e-06
-2.7520000000e+00,9.9260589265e-06
-2.7480000000e+00,9.9248738109e-06
-2.7440000000e+00,9.9236889317e-06
-2.7400000000e+00,9.9225042886e-06
-2.7360000000e+00,9.9213198818e-06
-2.7320000000e+00,9.9201357110e-06
-2.7280000000e+00,9.9189517763e-06
-2.7240000000e+00,9.9177680776e-06
-2.7200000000e+00,9.9165846148e-06
-2.7160000000e+00,9.9154013879e-06
-2.7120000000e+00,9.9142183968e-06
-2.7080000000e+00,9.9130356415e-06
-2.7040000000e+00,9.9118531219e-06
-2.7000000000e+00,9.9106708379e-06
-2.6960000000e+00,9.9094887895e-06
-2.6920000000e+00,9.9083069766e-06
-2.6880000000e+00,9.9071253992e-06
-2.6840000000e+00,9.9059440572e-06
-2.6800000000e+00,9.9047629506e-06
-2.6760000000e+00,9.9035820792e-06
-2.6720000000e+00,9.9024014431e-06
-2.6680000000e+00,9.9012210422e-06
-2.6640000000e+00,9.9000408763e-06
-2.6600000000e+00,9.8988609456e-06
-2.6560000000e+00,9.8976812498e-06
-2.6520000000e+00,9.8965017890e-06
-2.6480000000e+00,9.8953225631e-06
-2.6440000000e+00,9.8941435720e-06
-2.6400000000e+00,9.8929648157e-06
-2.6360000000e+00,9.8917862941e-06
-2.6320000000e+00,9.8906080071e-06
-2.6280000000e+00,9.8894299548e-06
-2.6240000000e+00,9.8882521370e-06
-2.6200000000e+00,9.8870745536e-06
-2.6160000000e+00,9.8858972047e-06
-2.6120000000e+00,9.8847200902e-06
-2.6080000000e+00,9.8835432099e-06
-2.6040000000e+00,9.8823665640e-06
-2.6000000000e+00,9.8811901522e-06
-2.5960000000e+00,9.8800139745e-06
-2.5920000000e+00,9.8788380309e-06
-2.5880000000e+00,9.8776623213e-06
-2.5840000000e+00,9.8764868457e-06
-2.5800000000e+00,9.8753116040e-06
-2.5760000000e+00,9.8741365962e-06
-2.5720000000e+00,9.8729618221e-06
-2.5680000000e+00,9.8717872818e-06
-2.5640000000e+00,9.8706129751e-06
-2.5600000000e+00,9.8694389021e-06
-2.5560000000e+00,9.8682650626e-06
-2.5520000000e+00,9.8670914566e-06
-2.5480000000e+00,9.8659180840e-06
-2.5440000000e+00,9.8647449448e-06
-2.5400000000e+00,9.8635720390e-06
-2.5360000000e+00,9.8623993664e-06
-2.5320000000e+00,9.8612269271e-06
-2.5280000000e+00,9.8600547209e-06
-2.5240000000e+00,9.8588827477e-06
-2.5200000000e+00,9.8577110077e-06
-2.5160000000e+00,9.8565395006e-06
-2.5120000000e+00,9.8553682264e-06
-2.5080000000e+00,9.8541971851e-06
-2.5040000000e+00,9.8530263766e-06
-2.5000000000e+00,9.8518558009e-06
-2.4960000000e+00,9.8506854578e-06
-2.4920000000e+00,9.8495153474e-06
-2.4880000000e+00,9.8483454696e-06
-2.4840000000e+00,9.8471758243e-06
-2.4800000000e+00,9.8460064114e-06
-2.4760000000e+00,9.8448372310e-06
-2.4720000000e+00,9.8436682829e-06
-2.4680000000e+00,9.8424995671e-06
-2.4640000000e+00,9.8413310836e-06
-2.4600000000e+00,9.8401628322e-06
-2.4560000000e+00,9.8389948129e-06
-2.4520000000e+00,9.8378270257e-06
-2.4480000000e+00,9.8366594706e-06
-2.4440000000e+00,9.8354921473e-06
-2.4400000000e+00,9.8343250560e-06
-2.4360000000e+00,9.8331581965e-06
-2.4320000000e+00,9.8319915687e-06
-2.4280000000e+00,9.8308251727e-06
-2.4240000000e+00,9.8296590084e-06
-2.4200000000e+00,9.8284930757e-06
-2.4160000000e+00,9.8273273745e-06
-2.4120000000e+00,9.8261619048e-06
-2.4080000000e+00,9.8249966665e-06
-2.4040000000e+00,9.8238316596e-06
-2.4000000000e+00,9.8226668841e-06
-2.3960000000e+00,9.8215023398e-06
-2.3920000000e+00,9.8203380267e-06
-2.3880000000e+00,9.8191739448e-06
-2.3840000000e+00,9.8180100939e-06
-2.3800000000e+00,9.8168464741e-06
-2.3760000000e+00,9.8156830853e-06
-2.3720000000e+00,9.8145199274e-06
-2.3680000000e+00,9.8133570004e-06
-2.3640000000e+00,9.8121943042e-06
-2.3600000000e+00,9.8110318387e-06
-2.3560000000e+00,9.8098696039e-06
-2.3520000000e+00,9.8087075998e-06
-2.3480000000e+00,9.8075458262e-06
-2.3440000000e+00,9.8063842832e-06
-2.3400000000e+00,9.8052229706e-06
-2.3360000000e+00,9.8040618885e-06
-2.3320000000e+00,9.8029010367e-06
-2.3280000000e+00,9.8017404152e-06
-2.3240000000e+00,9.8005800240e-06
-2.3200000000e+00,9.7994198629e-06
-2.3160000000e+00,9.7982599320e-06
-2.3120000000e+00,9.7971002311e-06
-2.3080000000e+00,9.7959407603e-06
-2.3040000000e+00,9.7947815194e-06
-2.3000000000e+00,9.7936225084e-06
-2.2960000000e+00,9.7924637273e-06
-2.2920000000e+00,9.7913051759e-06
-2.2880000000e+00,9.7901468543e-06
-2.2840000000e+00,9.7889887624e-06
-2.2800000000e+00,9.7878309000e-06
-2.2760000000e+00,9.7866732673e-06
-2.2720000000e+00,9.7855158640e-06
-2.2680000000e+00,9.7843586902e-06
-2.2640000000e+00,9.7832017458e-06
-2.2600000000e+00,9.7820450307e-06
-2.2560000000e+00,9.7808885450e-06
-2.2520000000e+00,9.7797322884e-06
-2.2480000000e+00,9.7785762610e-06
-2.2440000000e+00,9.7774204627e-06
-2.2400000000e+00,9.7762648935e-06
-2.2360000000e+00,9.7751095533e-06
-2.2320000000e+00,9.7739544420e-06
-2.2280000000e+00,9.7727995596e-06
-2.2240000000e+00,9.7716449060e-06
-2.2200000000e+00,9.7704904812e-06
-2.2160000000e+00,9.7693362851e-06
-2.2120000000e+00,9.7681823177e-06
-2.2080000000e+00,9.7670285789e-06
-2.2040000000e+00,9.7658750687e-06
-2.2000000000e+00,9.7647217869e-06
-2.1960000000e+00,9.7635687336e-06
-2.1920000000e+00,9.7624159086e-06
-2.1880000000e+00,9.7612633120e-06
-2.1840000000e+00,9.7601109436e-06
-2.1800000000e+00,9.7589588035e-06
-2.1760000000e+00,9.7578068915e-06
-2.1720000000e+00,9.7566552076e-06
-2.1680000000e+00,9.7555037518e-06
-2.1640000000e+00,9.7543525239e-06
-2.1600000000e+00,9.7532015240e-06
-2.1560000000e+00,9.7520507520e-06
-2.1520000000e+00,9.7509002077e-06
-2.1480000000e+00,9.7497498913e-06
-2.1440000000e+00,9.7485998025e-06
-2.1400000000e+00,9.7474499414e-06
-2.1360000000e+00,9.7463003079e-06
-2.1320000000e+00,9.7451509020e-06
-2.1280000000e+00,9.7440017235e-06
-2.1240000000e+00,9.7428527725e-06
-2.1200000000e+00,9.7417040488e-06
-2.1160000000e+00,9.7405555524e-06
-2.1120000000e+00,9.7394072833e-06
-2.1080000000e+00,9.7382592414e-06
-2.1040000000e+00,9.7371114267e-06
-2.1000000000e+00,9.7359638391e-06
-2.0960000000e+00,9.7348164785e-06
-2.0920000000e+00,9.7336693448e-06
-2.0880000000e+00,9.7325224381e-06
-2.0840000000e+00,9.7313757583e-06
-2.0800000000e+00,9.7302293053e-06
-2.0760000000e+00,9.7290830791e-06
-2.0720000000e+00,9.7279370795e-06
-2.0680000000e+00,9.7267913066e-06
-2.0640000000e+00,9.7256457603e-06
-2.0600000000e+00,9.7245004406e-06
-2.0560000000e+00,9.7233553473e-06
-2.0520000000e+00,9.7222104804e-06
