N,eps_H
-7.3400000000e+00,1.6551682989e+00
-7.3360000000e+00,1.6547405637e+00
-7.3320000000e+00,1.6543134800e+00
-7.3280000000e+00,1.6538870496e+00
-7.3240000000e+00,1.6534612744e+00
-7.3200000000e+00,1.6530361563e+00
-7.3160000000e+00,1.6526116972e+00
-7.3120000000e+00,1.6521878990e+00
-7.3080000000e+00,1.6517647635e+00
-7.3040000000e+00,1.6513422925e+00
-7.3000000000e+00,1.6509204878e+00
-7.2960000000e+00,1.6504993513e+00
-7.2920000000e+00,1.6500788846e+00
-7.2880000000e+00,1.6496590896e+00
-7.2840000000e+00,1.6492399679e+00
-7.2800000000e+00,1.6488215214e+00
-7.2760000000e+00,1.6484037517e+00
-7.2720000000e+00,1.6479866606e+00
-7.2680000000e+00,1.6475702496e+00
-7.2640000000e+00,1.6471545204e+00
-7.2600000000e+00,1.6467394748e+00
-7.2560000000e+00,1.6463251143e+00
-7.2520000000e+00,1.6459114406e+00
-7.2480000000e+00,1.6454984551e+00
-7.2440000000e+00,1.6450861596e+00
-7.2400000000e+00,1.6446745556e+00
-7.2360000000e+00,1.6442636446e+00
-7.2320000000e+00,1.6438534281e+00
-7.2280000000e+00,1.6434439077e+00
-7.2240000000e+00,1.6430350849e+00
-7.2200000000e+00,1.6426269611e+00
-7.2160000000e+00,1.6422195378e+00
-7.2120000000e+00,1.6418128165e+00
-7.2080000000e+00,1.6414067986e+00
-7.2040000000e+00,1.6410014854e+00
-7.2000000000e+00,1.6405968785e+00
-7.1960000000e+00,1.6401929792e+00
-7.1920000000e+00,1.6397897888e+00
-7.1880000000e+00,1.6393873087e+00
-7.1840000000e+00,1.6389855403e+00
-7.1800000000e+00,1.6385844849e+00
-7.1760000000e+00,1.6381841437e+00
-7.1720000000e+00,1.6377845181e+00
-7.1680000000e+00,1.6373856093e+00
-7.1640000000e+00,1.6369874186e+00
-7.1600000000e+00,1.6365899472e+00
-7.1560000000e+00,1.6361931963e+00
-7.1520000000e+00,1.6357971673e+00
-7.1480000000e+00,1.6354018611e+00
-7.1440000000e+00,1.6350072791e+00
-7.1400000000e+00,1.6346134224e+00
-7.1360000000e+00,1.6342202920e+00
-7.1320000000e+00,1.6338278893e+00
-7.1280000000e+00,1.6334362152e+00
-7.1240000000e+00,1.6330452709e+00
-7.1200000000e+00,1.6326550574e+00
-7.1160000000e+00,1.6322655758e+00
-7.1120000000e+00,1.6318768272e+00
-7.1080000000e+00,1.6314888126e+00
-7.1040000000e+00,1.6311015330e+00
-7.1000000000e+00,1.6307149894e+00
-7.0960000000e+00,1.6303291828e+00
-7.0920000000e+00,1.6299441141e+00
-7.0880000000e+00,1.6295597844e+00
-7.0840000000e+00,1.6291761946e+00
-7.0800000000e+00,1.6287933456e+00
-7.0760000000e+00,1.6284112382e+00
-7.0720000000e+00,1.6280298735e+00
-7.0680000000e+00,1.6276492522e+00
-7.0640000000e+00,1.6272693753e+00
-7.0600000000e+00,1.6268902436e+00
-7.0560000000e+00,1.6265118579e+00
-7.0520000000e+00,1.6261342190e+00
-7.0480000000e+00,1.6257573278e+00
-7.0440000000e+00,1.6253811850e+00
-7.0400000000e+00,1.6250057914e+00
-7.0360000000e+00,1.6246311478e+00
-7.0320000000e+00,1.6242572549e+00
-7.0280000000e+00,1.6238841134e+00
-7.0240000000e+00,1.6235117241e+00
-7.0200000000e+00,1.6231400876e+00
-7.0160000000e+00,1.6227692046e+00
-7.0120000000e+00,1.6223990758e+00
-7.0080000000e+00,1.6220297019e+00
-7.0040000000e+00,1.6216610835e+00
-7.0000000000e+00,1.6212932212e+00
-6.9960000000e+00,1.6209261156e+00
-6.9920000000e+00,1.6205597673e+00
-6.9880000000e+00,1.6201941769e+00
-6.9840000000e+00,1.6198293449e+00
-6.9800000000e+00,1.6194652720e+00
-6.9760000000e+00,1.6191019587e+00
-6.9720000000e+00,1.6187394054e+00
-6.9680000000e+00,1.6183776126e+00
-6.9640000000e+00,1.6180165810e+00
-6.9600000000e+00,1.6176563109e+00
-6.9560000000e+00,1.6172968029e+00
-6.9520000000e+00,1.6169380573e+00
-6.9480000000e+00,1.6165800746e+00
-6.9440000000e+00,1.6162228552e+00
-6.9400000000e+00,1.6158663996e+00
-6.9360000000e+00,1.6155107082e+00
-6.9320000000e+00,1.6151557812e+00
-6.9280000000e+00,1.6148016192e+00
-6.9240000000e+00,1.6144482224e+00
-6.9200000000e+00,1.6140955911e+00
-6.9160000000e+00,1.6137437258e+00
-6.9120000000e+00,1.6133926267e+00
-6.9080000000e+00,1.6130422941e+00
-6.9040000000e+00,1.6126927283e+00
-6.9000000000e+00,1.6123439296e+00
-6.8960000000e+00,1.6119958982e+00
-6.8920000000e+00,1.6116486345e+00
-6.8880000000e+00,1.6113021385e+00
-6.8840000000e+00,1.6109564106e+00
-6.8800000000e+00,1.6106114509e+00
-6.8760000000e+00,1.6102672596e+00
-6.8720000000e+00,1.6099238369e+00
-6.8680000000e+00,1.6095811830e+00
-6.8640000000e+00,1.6092392981e+00
-6.8600000000e+00,1.6088981822e+00
-6.8560000000e+00,1.6085578355e+00
-6.8520000000e+00,1.6082182581e+00
-6.8480000000e+00,1.6078794502e+00
-6.8440000000e+00,1.6075414117e+00
-6.8400000000e+00,1.6072041428e+00
-6.8360000000e+00,1.6068676435e+00
-6.8320000000e+00,1.6065319140e+00
-6.8280000000e+00,1.6061969542e+00
-6.8240000000e+00,1.6058627641e+00
-6.8200000000e+00,1.6055293438e+00
-6.8160000000e+00,1.6051966933e+00
-6.8120000000e+00,1.6048648125e+00
-6.8080000000e+00,1.6045337015e+00
-6.8040000000e+00,1.6042033601e+00
-6.8000000000e+00,1.6038737884e+00
-6.7960000000e+00,1.6035449864e+00
-6.7920000000e+00,1.6032169538e+00
-6.7880000000e+00,1.6028896907e+00
-6.7840000000e+00,1.6025631969e+00
-6.7800000000e+00,1.6022374723e+00
-6.7760000000e+00,1.6019125169e+00
-6.7720000000e+00,1.6015883304e+00
-6.7680000000e+00,1.6012649128e+00
-6.7640000000e+00,1.6009422639e+00
-6.7600000000e+00,1.6006203835e+00
-6.7560000000e+00,1.6002992715e+00
-6.7520000000e+00,1.5999789276e+00
-6.7480000000e+00,1.5996593517e+00
-6.7440000000e+00,1.5993405435e+00
-6.7400000000e+00,1.5990225028e+00
-6.7360000000e+00,1.5987052294e+00
-6.7320000000e+00,1.5983887231e+00
-6.7280000000e+00,1.5980729836e+00
-6.7240000000e+00,1.5977580106e+00
-6.7200000000e+00,1.5974438038e+00
-6.7160000000e+00,1.5971303630e+00
-6.7120000000e+00,1.5968176878e+00
-6.7080000000e+00,1.5965057780e+00
-6.7040000000e+00,1.5961946332e+00
-6.7000000000e+00,1.5958842531e+00
-6.6960000000e+00,1.5955746374e+00
-6.6920000000e+00,1.5952657856e+00
-6.6880000000e+00,1.5949576975e+00
-6.6840000000e+00,1.5946503727e+00
-6.6800000000e+00,1.5943438107e+00
-6.6760000000e+00,1.5940380112e+00
-6.6720000000e+00,1.5937329738e+00
-6.6680000000e+00,1.5934286981e+00
-6.6640000000e+00,1.5931251836e+00
-6.6600000000e+00,1.5928224299e+00
-6.6560000000e+00,1.5925204366e+00
-6.6520000000e+00,1.5922192032e+00
-6.6480000000e+00,1.5919187292e+00
-6.6440000000e+00,1.5916190142e+00
-6.6400000000e+00,1.5913200577e+00
-6.6360000000e+00,1.5910218591e+00
-6.6320000000e+00,1.5907244181e+00
-6.6280000000e+00,1.5904277340e+00
-6.6240000000e+00,1.5901318064e+00
-6.6200000000e+00,1.5898366347e+00
-6.6160000000e+00,1.5895422184e+00
-6.6120000000e+00,1.5892485569e+00
-6.6080000000e+00,1.5889556497e+00
-6.6040000000e+00,1.5886634962e+00
-6.6000000000e+00,1.5883720958e+00
-6.5960000000e+00,1.5880814479e+00
-6.5920000000e+00,1.5877915520e+00
-6.5880000000e+00,1.5875024075e+00
-6.5840000000e+00,1.5872140136e+00
-6.5800000000e+00,1.5869263699e+00
-6.5760000000e+00,1.5866394756e+00
-6.5720000000e+00,1.5863533302e+00
-6.5680000000e+00,1.5860679329e+00
-6.5640000000e+00,1.5857832832e+00
-6.5600000000e+00,1.5854993803e+00
-6.5560000000e+00,1.5852162236e+00
-6.5520000000e+00,1.5849338125e+00
-6.5480000000e+00,1.5846521461e+00
-6.5440000000e+00,1.5843712239e+00
-6.5400000000e+00,1.5840910450e+00
-6.5360000000e+00,1.5838116089e+00
-6.5320000000e+00,1.5835329147e+00
-6.5280000000e+00,1.5832549618e+00
-6.5240000000e+00,1.5829777493e+00
-6.5200000000e+00,1.5827012766e+00
-6.5160000000e+00,1.5824255430e+00
-6.5120000000e+00,1.5821505475e+00
-6.5080000000e+00,1.5818762895e+00
-6.5040000000e+00,1.5816027682e+00
-6.5000000000e+00,1.5813299828e+00
-6.4960000000e+00,1.5810579325e+00
-6.4920000000e+00,1.5807866166e+00
-6.4880000000e+00,1.5805160341e+00
-6.4840000000e+00,1.5802461843e+00
-6.4800000000e+00,1.5799770664e+00
-6.4760000000e+00,1.5797086795e+00
-6.4720000000e+00,1.5794410228e+00
-6.4680000000e+00,1.5791740954e+00
-6.4640000000e+00,1.5789078966e+00
-6.4600000000e+00,1.5786424254e+00
-6.4560000000e+00,1.5783776809e+00
-6.4520000000e+00,1.5781136624e+00
-6.4480000000e+00,1.5778503689e+00
-6.4440000000e+00,1.5775877996e+00
-6.4400000000e+00,1.5773259535e+00
-6.4360000000e+00,1.5770648297e+00
-6.4320000000e+00,1.5768044274e+00
-6.4280000000e+00,1.5765447456e+00
-6.4240000000e+00,1.5762857835e+00
-6.4200000000e+00,1.5760275400e+00
-6.4160000000e+00,1.5757700143e+00
-6.4120000000e+00,1.5755132055e+00
-6.4080000000e+00,1.5752571125e+00
-6.4040000000e+00,1.5750017344e+00
-6.4000000000e+00,1.5747470703e+00
-6.3960000000e+00,1.5744931192e+00
-6.3920000000e+00,1.5742398802e+00
-6.3880000000e+00,1.5739873522e+00
-6.3840000000e+00,1.5737355343e+00
-6.3800000000e+00,1.5734844255e+00
-6.3760000000e+00,1.5732340249e+00
-6.3720000000e+00,1.5729843313e+00
-6.3680000000e+00,1.5727353439e+00
-6.3640000000e+00,1.5724870616e+00
-6.3600000000e+00,1.5722394833e+00
-6.3560000000e+00,1.5719926082e+00
-6.3520000000e+00,1.5717464350e+00
-6.3480000000e+00,1.5715009630e+00
-6.3440000000e+00,1.5712561908e+00
-6.3400000000e+00,1.5710121177e+00
-6.3360000000e+00,1.5707687424e+00
-6.3320000000e+00,1.5705260639e+00
-6.3280000000e+00,1.5702840813e+00
-6.3240000000e+00,1.5700427934e+00
-6.3200000000e+00,1.5698021991e+00
-6.3160000000e+00,1.5695622974e+00
-6.3120000000e+00,1.5693230873e+00
-6.3080000000e+00,1.5690845676e+00
-6.3040000000e+00,1.5688467372e+00
-6.3000000000e+00,1.5686095951e+00
-6.2960000000e+00,1.5683731401e+00
-6.2920000000e+00,1.5681373712e+00
-6.2880000000e+00,1.5679022872e+00
-6.2840000000e+00,1.5676678871e+00
-6.2800000000e+00,1.5674341698e+00
-6.2760000000e+00,1.5672011340e+00
-6.2720000000e+00,1.5669687787e+00
-6.2680000000e+00,1.5667371029e+00
-6.2640000000e+00,1.5665061052e+00
-6.2600000000e+00,1.5662757846e+00
-6.2560000000e+00,1.5660461401e+00
-6.2520000000e+00,1.5658171703e+00
-6.2480000000e+00,1.5655888742e+00
-6.2440000000e+00,1.5653612506e+00
-6.2400000000e+00,1.5651342984e+00
-6.2360000000e+00,1.5649080164e+00
-6.2320000000e+00,1.5646824034e+00
-6.2280000000e+00,1.5644574583e+00
-6.2240000000e+00,1.5642331800e+00
-6.2200000000e+00,1.5640095671e+00
-6.2160000000e+00,1.5637866186e+00
-6.2120000000e+00,1.5635643333e+00
-6.2080000000e+00,1.5633427100e+00
-6.2040000000e+00,1.5631217474e+00
-6.2000000000e+00,1.5629014445e+00
-6.1960000000e+00,1.5626818000e+00
-6.1920000000e+00,1.5624628127e+00
-6.1880000000e+00,1.5622444814e+00
-6.1840000000e+00,1.5620268049e+00
-6.1800000000e+00,1.5618097820e+00
-6.1760000000e+00,1.5615934115e+00
-6.1720000000e+00,1.5613776921e+00
-6.1680000000e+00,1.5611626227e+00
-6.1640000000e+00,1.5609482020e+00
-6.1600000000e+00,1.5607344289e+00
-6.1560000000e+00,1.5605213020e+00
-6.1520000000e+00,1.5603088202e+00
-6.1480000000e+00,1.5600969821e+00
-6.1440000000e+00,1.5598857867e+00
-6.1400000000e+00,1.5596752326e+00
-6.1360000000e+00,1.5594653186e+00
-6.1320000000e+00,1.5592560434e+00
-6.1280000000e+00,1.5590474059e+00
-6.1240000000e+00,1.5588394047e+00
-6.1200000000e+00,1.5586320387e+00
-6.1160000000e+00,1.5584253064e+00
-6.1120000000e+00,1.5582192068e+00
-6.1080000000e+00,1.5580137386e+00
-6.1040000000e+00,1.5578089004e+00
-6.1000000000e+00,1.5576046910e+00
-6.0960000000e+00,1.5574011091e+00
-6.0920000000e+00,1.5571981536e+00
-6.0880000000e+00,1.5569958230e+00
-6.0840000000e+00,1.5567941162e+00
-6.0800000000e+00,1.5565930319e+00
-6.0760000000e+00,1.5563925687e+00
-6.0720000000e+00,1.5561927255e+00
-6.0680000000e+00,1.5559935008e+00
-6.0640000000e+00,1.5557948935e+00
-6.0600000000e+00,1.5555969023e+00
-6.0560000000e+00,1.5553995259e+00
-6.0520000000e+00,1.5552027629e+00
-6.0480000000e+00,1.5550066121e+00
-6.0440000000e+00,1.5548110722e+00
-6.0400000000e+00,1.5546161419e+00
-6.0360000000e+00,1.5544218200e+00
-6.0320000000e+00,1.5542281050e+00
-6.0280000000e+00,1.5540349958e+00
-6.0240000000e+00,1.5538424910e+00
-6.0200000000e+00,1.5536505893e+00
-6.0160000000e+00,1.5534592894e+00
-6.0120000000e+00,1.5532685900e+00
-6.0080000000e+00,1.5530784899e+00
-6.0040000000e+00,1.5528889876e+00
-6.0000000000e+00,1.5527000819e+00
-5.9960000000e+00,1.5525117715e+00
-5.9920000000e+00,1.5523240550e+00
-5.9880000000e+00,1.5521369312e+00
-5.9840000000e+00,1.5519503987e+00
-5.9800000000e+00,1.5517644563e+00
-5.9760000000e+00,1.5515791026e+00
-5.9720000000e+00,1.5513943362e+00
-5.9680000000e+00,1.5512101559e+00
-5.9640000000e+00,1.5510265604e+00
-5.9600000000e+00,1.5508435484e+00
-5.9560000000e+00,1.5506611184e+00
-5.9520000000e+00,1.5504792692e+00
-5.9480000000e+00,1.5502979995e+00
-5.9440000000e+00,1.5501173079e+00
-5.9400000000e+00,1.5499371932e+00
-5.9360000000e+00,1.5497576540e+00
-5.9320000000e+00,1.5495786889e+00
-5.9280000000e+00,1.5494002967e+00
-5.9240000000e+00,1.5492224759e+00
-5.9200000000e+00,1.5490452254e+00
-5.9160000000e+00,1.5488685438e+00
-5.9120000000e+00,1.5486924296e+00
-5.9080000000e+00,1.5485168817e+00
-5.9040000000e+00,1.5483418986e+00
-5.9000000000e+00,1.5481674791e+00
-5.8960000000e+00,1.5479936218e+00
-5.8920000000e+00,1.5478203254e+00
-5.8880000000e+00,1.5476475885e+00
-5.8840000000e+00,1.5474754099e+00
-5.8800000000e+00,1.5473037881e+00
-5.8760000000e+00,1.5471327219e+00
-5.8720000000e+00,1.5469622099e+00
-5.8680000000e+00,1.5467922508e+00
-5.8640000000e+00,1.5466228432e+00
-5.8600000000e+00,1.5464539859e+00
-5.8560000000e+00,1.5462856774e+00
-5.8520000000e+00,1.5461179165e+00
-5.8480000000e+00,1.5459507019e+00
-5.8440000000e+00,1.5457840321e+00
-5.8400000000e+00,1.5456179058e+00
-5.8360000000e+00,1.5454523218e+00
-5.8320000000e+00,1.5452872787e+00
-5.8280000000e+00,1.5451227751e+00
-5.8240000000e+00,1.5449588097e+00
-5.8200000000e+00,1.5447953812e+00
-5.8160000000e+00,1.5446324883e+00
-5.8120000000e+00,1.5444701295e+00
-5.8080000000e+00,1.5443083037e+00
-5.8040000000e+00,1.5441470094e+00
-5.8000000000e+00,1.5439862454e+00
-5.7960000000e+00,1.5438260102e+00
-5.7920000000e+00,1.5436663026e+00
-5.7880000000e+00,1.5435071212e+00
-5.7840000000e+00,1.5433484647e+00
-5.7800000000e+00,1.5431903317e+00
-5.7760000000e+00,1.5430327210e+00
-5.7720000000e+00,1.5428756312e+00
-5.7680000000e+00,1.5427190610e+00
-5.7640000000e+00,1.5425630090e+00
-5.7600000000e+00,1.5424074739e+00
-5.7560000000e+00,1.5422524544e+00
-5.7520000000e+00,1.5420979492e+00
-5.7480000000e+00,1.5419439569e+00
-5.7440000000e+00,1.5417904762e+00
-5.7400000000e+00,1.5416375058e+00
-5.7360000000e+00,1.5414850444e+00
-5.7320000000e+00,1.5413330906e+00
-5.7280000000e+00,1.5411816431e+00
-5.7240000000e+00,1.5410307006e+00
-5.7200000000e+00,1.5408802617e+00
-5.7160000000e+00,1.5407303252e+00
-5.7120000000e+00,1.5405808898e+00
-5.7080000000e+00,1.5404319540e+00
-5.7040000000e+00,1.5402835166e+00
-5.7000000000e+00,1.5401355763e+00
-5.6960000000e+00,1.5399881317e+00
-5.6920000000e+00,1.5398411816e+00
-5.6880000000e+00,1.5396947246e+00
-5.6840000000e+00,1.5395487594e+00
-5.6800000000e+00,1.5394032847e+00
-5.6760000000e+00,1.5392582992e+00
-5.6720000000e+00,1.5391138015e+00
-5.6680000000e+00,1.5389697904e+00
-5.6640000000e+00,1.5388262646e+00
-5.6600000000e+00,1.5386832227e+00
-5.6560000000e+00,1.5385406634e+00
-5.6520000000e+00,1.5383985854e+00
-5.6480000000e+00,1.5382569875e+00
-5.6440000000e+00,1.5381158683e+00
-5.6400000000e+00,1.5379752265e+00
-5.6360000000e+00,1.5378350609e+00
-5.6320000000e+00,1.5376953700e+00
-5.6280000000e+00,1.5375561527e+00
-5.6240000000e+00,1.5374174076e+00
-5.6200000000e+00,1.5372791334e+00
-5.6160000000e+00,1.5371413288e+00
-5.6120000000e+00,1.5370039926e+00
-5.6080000000e+00,1.5368671234e+00
-5.6040000000e+00,1.5367307200e+00
-5.6000000000e+00,1.5365947810e+00
-5.5960000000e+00,1.5364593052e+00
-5.5920000000e+00,1.5363242913e+00
-5.5880000000e+00,1.5361897380e+00
-5.5840000000e+00,1.5360556440e+00
-5.5800000000e+00,1.5359220080e+00
-5.5760000000e+00,1.5357888288e+00
-5.5720000000e+00,1.5356561050e+00
-5.5680000000e+00,1.5355238355e+00
-5.5640000000e+00,1.5353920188e+00
-5.5600000000e+00,1.5352606538e+00
-5.5560000000e+00,1.5351297392e+00
-5.5520000000e+00,1.5349992736e+00
-5.5480000000e+00,1.5348692559e+00
-5.5440000000e+00,1.5347396847e+00
-5.5400000000e+00,1.5346105588e+00
-5.5360000000e+00,1.5344818769e+00
-5.5320000000e+00,1.5343536378e+00
-5.5280000000e+00,1.5342258402e+00
-5.5240000000e+00,1.5340984828e+00
-5.5200000000e+00,1.5339715643e+00
-5.5160000000e+00,1.5338450836e+00
-5.5120000000e+00,1.5337190393e+00
-5.5080000000e+00,1.5335934302e+00
-5.5040000000e+00,1.5334682551e+00
-5.5000000000e+00,1.5333435127e+00
-5.4960000000e+00,1.5332192017e+00
-5.4920000000e+00,1.5330953209e+00
-5.4880000000e+00,1.5329718690e+00
-5.4840000000e+00,1.5328488449e+00
-5.4800000000e+00,1.5327262472e+00
-5.4760000000e+00,1.5326040748e+00
-5.4720000000e+00,1.5324823263e+00
-5.4680000000e+00,1.5323610006e+00
-5.4640000000e+00,1.5322400964e+00
-5.4600000000e+00,1.5321196125e+00
-5.4560000000e+00,1.5319995476e+00
-5.4520000000e+00,1.5318799006e+00
-5.4480000000e+00,1.5317606701e+00
-5.4440000000e+00,1.5316418550e+00
-5.4400000000e+00,1.5315234540e+00
-5.4360000000e+00,1.5314054660e+00
-5.4320000000e+00,1.5312878896e+00
-5.4280000000e+00,1.5311707237e+00
-5.4240000000e+00,1.5310539671e+00
-5.4200000000e+00,1.5309376185e+00
-5.4160000000e+00,1.5308216768e+00
-5.4120000000e+00,1.5307061407e+00
-5.4080000000e+00,1.5305910090e+00
-5.4040000000e+00,1.5304762805e+00
-5.4000000000e+00,1.5303619540e+00
-5.3960000000e+00,1.5302480284e+00
-5.3920000000e+00,1.5301345023e+00
-5.3880000000e+00,1.5300213746e+00
-5.3840000000e+00,1.5299086441e+00
-5.3800000000e+00,1.5297963097e+00
-5.3760000000e+00,1.5296843700e+00
-5.3720000000e+00,1.5295728240e+00
-5.3680000000e+00,1.5294616704e+00
-5.3640000000e+00,1.5293509081e+00
-5.3600000000e+00,1.5292405359e+00
-5.3560000000e+00,1.5291305525e+00
-5.3520000000e+00,1.5290209569e+00
-5.3480000000e+00,1.5289117478e+00
-5.3440000000e+00,1.5288029240e+00
-5.3400000000e+00,1.5286944844e+00
-5.3360000000e+00,1.5285864278e+00
-5.3320000000e+00,1.5284787531e+00
-5.3280000000e+00,1.5283714590e+00
-5.3240000000e+00,1.5282645445e+00
-5.3200000000e+00,1.5281580083e+00
-5.3160000000e+00,1.5280518492e+00
-5.3120000000e+00,1.5279460662e+00
-5.3080000000e+00,1.5278406581e+00
-5.3040000000e+00,1.5277356237e+00
-5.3000000000e+00,1.5276309618e+00
-5.2960000000e+00,1.5275266714e+00
-5.2920000000e+00,1.5274227512e+00
-5.2880000000e+00,1.5273192002e+00
-5.2840000000e+00,1.5272160171e+00
-5.2800000000e+00,1.5271132009e+00
-5.2760000000e+00,1.5270107503e+00
-5.2720000000e+00,1.5269086643e+00
-5.2680000000e+00,1.5268069418e+00
-5.2640000000e+00,1.5267055815e+00
-5.2600000000e+00,1.5266045825e+00
-5.2560000000e+00,1.5265039434e+00
-5.2520000000e+00,1.5264036633e+00
-5.2480000000e+00,1.5263037409e+00
-5.2440000000e+00,1.5262041752e+00
-5.2400000000e+00,1.5261049651e+00
-5.2360000000e+00,1.5260061094e+00
-5.2320000000e+00,1.5259076071e+00
-5.2280000000e+00,1.5258094569e+00
-5.2240000000e+00,1.5257116579e+00
-5.2200000000e+00,1.5256142088e+00
-5.2160000000e+00,1.5255171087e+00
-5.2120000000e+00,1.5254203563e+00
-5.2080000000e+00,1.5253239506e+00
-5.2040000000e+00,1.5252278905e+00
-5.2000000000e+00,1.5251321749e+00
-5.1960000000e+00,1.5250368027e+00
-5.1920000000e+00,1.5249417728e+00
-5.1880000000e+00,1.5248470841e+00
-5.1840000000e+00,1.5247527356e+00
-5.1800000000e+00,1.5246587262e+00
-5.1760000000e+00,1.5245650547e+00
-5.1720000000e+00,1.5244717201e+00
-5.1680000000e+00,1.5243787213e+00
-5.1640000000e+00,1.5242860572e+00
-5.1600000000e+00,1.5241937269e+00
-5.1560000000e+00,1.5241017291e+00
-5.1520000000e+00,1.5240100629e+00
-5.1480000000e+00,1.5239187271e+00
-5.1440000000e+00,1.5238277208e+00
-5.1400000000e+00,1.5237370428e+00
-5.1360000000e+00,1.5236466921e+00
-5.1320000000e+00,1.5235566676e+00
-5.1280000000e+00,1.5234669684e+00
-5.1240000000e+00,1.5233775932e+00
-5.1200000000e+00,1.5232885411e+00
-5.1160000000e+00,1.5231998111e+00
-5.1120000000e+00,1.5231114021e+00
-5.1080000000e+00,1.5230233130e+00
-5.1040000000e+00,1.5229355429e+00
-5.1000000000e+00,1.5228480906e+00
-5.0960000000e+00,1.5227609552e+00
-5.0920000000e+00,1.5226741356e+00
-5.0880000000e+00,1.5225876308e+00
-5.0840000000e+00,1.5225014397e+00
-5.0800000000e+00,1.5224155614e+00
-5.0760000000e+00,1.5223299948e+00
-5.0720000000e+00,1.5222447389e+00
-5.0680000000e+00,1.5221597927e+00
-5.0640000000e+00,1.5220751551e+00
-5.0600000000e+00,1.5219908252e+00
-5.0560000000e+00,1.5219068019e+00
-5.0520000000e+00,1.5218230843e+00
-5.0480000000e+00,1.5217396713e+00
-5.0440000000e+00,1.5216565620e+00
-5.0400000000e+00,1.5215737552e+00
-5.0360000000e+00,1.5214912501e+00
-5.0320000000e+00,1.5214090457e+00
-5.0280000000e+00,1.5213271408e+00
-5.0240000000e+00,1.5212455347e+00
-5.0200000000e+00,1.5211642262e+00
-5.0160000000e+00,1.5210832144e+00
-5.0120000000e+00,1.5210024983e+00
-5.0080000000e+00,1.5209220769e+00
-5.0040000000e+00,1.5208419492e+00
-5.0000000000e+00,1.5207621143e+00
-4.9960000000e+00,1.5206825712e+00
-4.9920000000e+00,1.5206033189e+00
-4.9880000000e+00,1.5205243565e+00
-4.9840000000e+00,1.5204456829e+00
-4.9800000000e+00,1.5203672973e+00
-4.9760000000e+00,1.5202891986e+00
-4.9720000000e+00,1.5202113860e+00
-4.9680000000e+00,1.5201338584e+00
-4.9640000000e+00,1.5200566148e+00
-4.9600000000e+00,1.5199796544e+00
-4.9560000000e+00,1.5199029762e+00
-4.9520000000e+00,1.5198265793e+00
-4.9480000000e+00,1.5197504626e+00
-4.9440000000e+00,1.5196746253e+00
-4.9400000000e+00,1.5195990664e+00
-4.9360000000e+00,1.5195237850e+00
-4.9320000000e+00,1.5194487802e+00
-4.9280000000e+00,1.5193740509e+00
-4.9240000000e+00,1.5192995964e+00
-4.9200000000e+00,1.5192254156e+00
-4.9160000000e+00,1.5191515076e+00
-4.9120000000e+00,1.5190778716e+00
-4.9080000000e+00,1.5190045065e+00
-4.9040000000e+00,1.5189314115e+00
-4.9000000000e+00,1.5188585856e+00
-4.8960000000e+00,1.5187860280e+00
-4.8920000000e+00,1.5187137378e+00
-4.8880000000e+00,1.5186417139e+00
-4.8840000000e+00,1.5185699556e+00
-4.8800000000e+00,1.5184984618e+00
-4.8760000000e+00,1.5184272318e+00
-4.8720000000e+00,1.5183562646e+00
-4.8680000000e+00,1.5182855594e+00
-4.8640000000e+00,1.5182151151e+00
-4.8600000000e+00,1.5181449310e+00
-4.8560000000e+00,1.5180750061e+00
-4.8520000000e+00,1.5180053396e+00
-4.8480000000e+00,1.5179359305e+00
-4.8440000000e+00,1.5178667781e+00
-4.8400000000e+00,1.5177978813e+00
-4.8360000000e+00,1.5177292394e+00
-4.8320000000e+00,1.5176608514e+00
-4.8280000000e+00,1.5175927165e+00
-4.8240000000e+00,1.5175248339e+00
-4.8200000000e+00,1.5174572025e+00
-4.8160000000e+00,1.5173898217e+00
-4.8120000000e+00,1.5173226905e+00
-4.8080000000e+00,1.5172558080e+00
-4.8040000000e+00,1.5171891734e+00
-4.8000000000e+00,1.5171227859e+00
-4.7960000000e+00,1.5170566446e+00
-4.7920000000e+00,1.5169907486e+00
-4.7880000000e+00,1.5169250970e+00
-4.7840000000e+00,1.5168596892e+00
-4.7800000000e+00,1.5167945241e+00
-4.7760000000e+00,1.5167296009e+00
-4.7720000000e+00,1.5166649189e+00
-4.7680000000e+00,1.5166004772e+00
-4.7640000000e+00,1.5165362749e+00
-4.7600000000e+00,1.5164723112e+00
-4.7560000000e+00,1.5164085853e+00
-4.7520000000e+00,1.5163450963e+00
-4.7480000000e+00,1.5162818435e+00
-4.7440000000e+00,1.5162188260e+00
-4.7400000000e+00,1.5161560429e+00
-4.7360000000e+00,1.5160934935e+00
-4.7320000000e+00,1.5160311769e+00
-4.7280000000e+00,1.5159690924e+00
-4.7240000000e+00,1.5159072391e+00
-4.7200000000e+00,1.5158456162e+00
-4.7160000000e+00,1.5157842229e+00
-4.7120000000e+00,1.5157230583e+00
-4.7080000000e+00,1.5156621218e+00
-4.7040000000e+00,1.5156014125e+00
-4.7000000000e+00,1.5155409295e+00
-4.6960000000e+00,1.5154806722e+00
-4.6920000000e+00,1.5154206396e+00
-4.6880000000e+00,1.5153608311e+00
-4.6840000000e+00,1.5153012457e+00
-4.6800000000e+00,1.5152418828e+00
