N,w_ent
-4.9200000000e+00,-9.8960853192e-01
-4.9160000000e+00,-9.8960936320e-01
-4.9120000000e+00,-9.8961019442e-01
-4.9080000000e+00,-9.8961102557e-01
-4.9040000000e+00,-9.8961185665e-01
-4.9000000000e+00,-9.8961268767e-01
-4.8960000000e+00,-9.8961351862e-01
-4.8920000000e+00,-9.8961434951e-01
-4.8880000000e+00,-9.8961518033e-01
-4.8840000000e+00,-9.8961601108e-01
-4.8800000000e+00,-9.8961684177e-01
-4.8760000000e+00,-9.8961767238e-01
-4.8720000000e+00,-9.8961850294e-01
-4.8680000000e+00,-9.8961933342e-01
-4.8640000000e+00,-9.8962016384e-01
-4.8600000000e+00,-9.8962099420e-01
-4.8560000000e+00,-9.8962182449e-01
-4.8520000000e+00,-9.8962265471e-01
-4.8480000000e+00,-9.8962348486e-01
-4.8440000000e+00,-9.8962431495e-01
-4.8400000000e+00,-9.8962514497e-01
-4.8360000000e+00,-9.8962597493e-01
-4.8320000000e+00,-9.8962680481e-01
-4.8280000000e+00,-9.8962763464e-01
-4.8240000000e+00,-9.8962846439e-01
-4.8200000000e+00,-9.8962929408e-01
-4.8160000000e+00,-9.8963012371e-01
-4.8120000000e+00,-9.8963095326e-01
-4.8080000000e+00,-9.8963178275e-01
-4.8040000000e+00,-9.8963261218e-01
-4.8000000000e+00,-9.8963344154e-01
-4.7960000000e+00,-9.8963427083e-01
-4.7920000000e+00,-9.8963510005e-01
-4.7880000000e+00,-9.8963592921e-01
-4.7840000000e+00,-9.8963675830e-01
-4.7800000000e+00,-9.8963758733e-01
-4.7760000000e+00,-9.8963841629e-01
-4.7720000000e+00,-9.8963924518e-01
-4.7680000000e+00,-9.8964007401e-01
-4.7640000000e+00,-9.8964090277e-01
-4.7600000000e+00,-9.8964173147e-01
-4.7560000000e+00,-9.8964256009e-01
-4.7520000000e+00,-9.8964338866e-01
-4.7480000000e+00,-9.8964421715e-01
-4.7440000000e+00,-9.8964504558e-01
-4.7400000000e+00,-9.8964587394e-01
-4.7360000000e+00,-9.8964670224e-01
-4.7320000000e+00,-9.8964753047e-01
-4.7280000000e+00,-9.8964835864e-01
-4.7240000000e+00,-9.8964918673e-01
-4.7200000000e+00,-9.8965001477e-01
-4.7160000000e+00,-9.8965084273e-01
-4.7120000000e+00,-9.8965167063e-01
-4.7080000000e+00,-9.8965249846e-01
-4.7040000000e+00,-9.8965332623e-01
-4.7000000000e+00,-9.8965415393e-01
-4.6960000000e+00,-9.8965498157e-01
-4.6920000000e+00,-9.8965580914e-01
-4.6880000000e+00,-9.8965663664e-01
-4.6840000000e+00,-9.8965746407e-01
-4.6800000000e+00,-9.8965829144e-01
-4.6760000000e+00,-9.8965911875e-01
-4.6720000000e+00,-9.8965994598e-01
-4.6680000000e+00,-9.8966077316e-01
-4.6640000000e+00,-9.8966160026e-01
-4.6600000000e+00,-9.8966242730e-01
-4.6560000000e+00,-9.8966325427e-01
-4.6520000000e+00,-9.8966408118e-01
-4.6480000000e+00,-9.8966490802e-01
-4.6440000000e+00,-9.8966573479e-01
-4.6400000000e+00,-9.8966656150e-01
-4.6360000000e+00,-9.8966738814e-01
-4.6320000000e+00,-9.8966821472e-01
-4.6280000000e+00,-9.8966904123e-01
-4.6240000000e+00,-9.8966986767e-01
-4.6200000000e+00,-9.8967069405e-01
-4.6160000000e+00,-9.8967152036e-01
-4.6120000000e+00,-9.8967234661e-01
-4.6080000000e+00,-9.8967317279e-01
-4.6040000000e+00,-9.8967399890e-01
-4.6000000000e+00,-9.8967482495e-01
-4.5960000000e+00,-9.8967565093e-01
-4.5920000000e+00,-9.8967647684e-01
-4.5880000000e+00,-9.8967730269e-01
-4.5840000000e+00,-9.8967812847e-01
-4.5800000000e+00,-9.8967895419e-01
-4.5760000000e+00,-9.8967977984e-01
-4.5720000000e+00,-9.8968060543e-01
-4.5680000000e+00,-9.8968143094e-01
-4.5640000000e+00,-9.8968225640e-01
-4.5600000000e+00,-9.8968308178e-01
-4.5560000000e+00,-9.8968390710e-01
-4.5520000000e+00,-9.8968473236e-01
-4.5480000000e+00,-9.8968555755e-01
-4.5440000000e+00,-9.8968638267e-01
-4.5400000000e+00,-9.8968720773e-01
-4.5360000000e+00,-9.8968803272e-01
-4.5320000000e+00,-9.8968885764e-01
-4.5280000000e+00,-9.8968968250e-01
-4.5240000000e+00,-9.8969050729e-01
-4.5200000000e+00,-9.8969133202e-01
-4.5160000000e+00,-9.8969215668e-01
-4.5120000000e+00,-9.8969298127e-01
-4.5080000000e+00,-9.8969380580e-01
-4.5040000000e+00,-9.8969463026e-01
-4.5000000000e+00,-9.8969545466e-01
-4.4960000000e+00,-9.8969627899e-01
-4.4920000000e+00,-9.8969710326e-01
-4.4880000000e+00,-9.8969792745e-01
-4.4840000000e+00,-9.8969875159e-01
-4.4800000000e+00,-9.8969957565e-01
-4.4760000000e+00,-9.8970039966e-01
-4.4720000000e+00,-9.8970122359e-01
-4.4680000000e+00,-9.8970204746e-01
-4.4640000000e+00,-9.8970287126e-01
-4.4600000000e+00,-9.8970369500e-01
-4.4560000000e+00,-9.8970451867e-01
-4.4520000000e+00,-9.8970534228e-01
-4.4480000000e+00,-9.8970616582e-01
-4.4440000000e+00,-9.8970698929e-01
-4.4400000000e+00,-9.8970781270e-01
-4.4360000000e+00,-9.8970863604e-01
-4.4320000000e+00,-9.8970945932e-01
-4.4280000000e+00,-9.8971028253e-01
-4.4240000000e+00,-9.8971110567e-01
-4.4200000000e+00,-9.8971192875e-01
-4.4160000000e+00,-9.8971275176e-01
-4.4120000000e+00,-9.8971357471e-01
-4.4080000000e+00,-9.8971439759e-01
-4.4040000000e+00,-9.8971522041e-01
-4.4000000000e+00,-9.8971604316e-01
-4.3960000000e+00,-9.8971686584e-01
-4.3920000000e+00,-9.8971768846e-01
-4.3880000000e+00,-9.8971851101e-01
-4.3840000000e+00,-9.8971933350e-01
-4.3800000000e+00,-9.8972015592e-01
-4.3760000000e+00,-9.8972097827e-01
-4.3720000000e+00,-9.8972180056e-01
-4.3680000000e+00,-9.8972262278e-01
-4.3640000000e+00,-9.8972344494e-01
-4.3600000000e+00,-9.8972426703e-01
-4.3560000000e+00,-9.8972508906e-01
-4.3520000000e+00,-9.8972591102e-01
-4.3480000000e+00,-9.8972673291e-01
-4.3440000000e+00,-9.8972755474e-01
-4.3400000000e+00,-9.8972837650e-01
-4.3360000000e+00,-9.8972919820e-01
-4.3320000000e+00,-9.8973001983e-01
-4.3280000000e+00,-9.8973084140e-01
-4.3240000000e+00,-9.8973166290e-01
-4.3200000000e+00,-9.8973248433e-01
-4.3160000000e+00,-9.8973330570e-01
-4.3120000000e+00,-9.8973412700e-01
-4.3080000000e+00,-9.8973494824e-01
-4.3040000000e+00,-9.8973576941e-01
-4.3000000000e+00,-9.8973659052e-01
-4.2960000000e+00,-9.8973741156e-01
-4.2920000000e+00,-9.8973823253e-01
-4.2880000000e+00,-9.8973905344e-01
-4.2840000000e+00,-9.8973987428e-01
-4.2800000000e+00,-9.8974069506e-01
-4.2760000000e+00,-9.8974151577e-01
-4.2720000000e+00,-9.8974233642e-01
-4.2680000000e+00,-9.8974315700e-01
-4.2640000000e+00,-9.8974397751e-01
-4.2600000000e+00,-9.8974479796e-01
-4.2560000000e+00,-9.8974561834e-01
-4.2520000000e+00,-9.8974643866e-01
-4.2480000000e+00,-9.8974725891e-01
-4.2440000000e+00,-9.8974807910e-01
-4.2400000000e+00,-9.8974889922e-01
-4.2360000000e+00,-9.8974971928e-01
-4.2320000000e+00,-9.8975053926e-01
-4.2280000000e+00,-9.8975135919e-01
-4.2240000000e+00,-9.8975217905e-01
-4.2200000000e+00,-9.8975299884e-01
-4.2160000000e+00,-9.8975381857e-01
-4.2120000000e+00,-9.8975463823e-01
-4.2080000000e+00,-9.8975545783e-01
-4.2040000000e+00,-9.8975627736e-01
-4.2000000000e+00,-9.8975709682e-01
-4.1960000000e+00,-9.8975791622e-01
-4.1920000000e+00,-9.8975873555e-01
-4.1880000000e+00,-9.8975955482e-01
-4.1840000000e+00,-9.8976037403e-01
-4.1800000000e+00,-9.8976119316e-01
-4.1760000000e+00,-9.8976201223e-01
-4.1720000000e+00,-9.8976283124e-01
-4.1680000000e+00,-9.8976365018e-01
-4.1640000000e+00,-9.8976446906e-01
-4.1600000000e+00,-9.8976528787e-01
-4.1560000000e+00,-9.8976610661e-01
-4.1520000000e+00,-9.8976692529e-01
-4.1480000000e+00,-9.8976774390e-01
-4.1440000000e+00,-9.8976856245e-01
-4.1400000000e+00,-9.8976938093e-01
-4.1360000000e+00,-9.8977019935e-01
-4.1320000000e+00,-9.8977101770e-01
-4.1280000000e+00,-9.8977183599e-01
-4.1240000000e+00,-9.8977265421e-01
-4.1200000000e+00,-9.8977347236e-01
-4.1160000000e+00,-9.8977429045e-01
-4.1120000000e+00,-9.8977510848e-01
-4.1080000000e+00,-9.8977592643e-01
-4.1040000000e+00,-9.8977674433e-01
-4.1000000000e+00,-9.8977756216e-01
-4.0960000000e+00,-9.8977837992e-01
-4.0920000000e+00,-9.8977919761e-01
-4.0880000000e+00,-9.8978001525e-01
-4.0840000000e+00,-9.8978083281e-01
-4.0800000000e+00,-9.8978165031e-01
-4.0760000000e+00,-9.8978246775e-01
-4.0720000000e+00,-9.8978328512e-01
-4.0680000000e+00,-9.8978410242e-01
-4.0640000000e+00,-9.8978491966e-01
-4.0600000000e+00,-9.8978573684e-01
-4.0560000000e+00,-9.8978655394e-01
-4.0520000000e+00,-9.8978737099e-01
-4.0480000000e+00,-9.8978818796e-01
-4.0440000000e+00,-9.8978900488e-01
-4.0400000000e+00,-9.8978982172e-01
-4.0360000000e+00,-9.8979063851e-01
-4.0320000000e+00,-9.8979145522e-01
-4.0280000000e+00,-9.8979227187e-01
-4.0240000000e+00,-9.8979308846e-01
-4.0200000000e+00,-9.8979390498e-01
-4.0160000000e+00,-9.8979472143e-01
-4.0120000000e+00,-9.8979553782e-01
-4.0080000000e+00,-9.8979635415e-01
-4.0040000000e+00,-9.8979717041e-01
-4.0000000000e+00,-9.8979798660e-01
-3.9960000000e+00,-9.8979880273e-01
-3.9920000000e+00,-9.8979961879e-01
-3.9880000000e+00,-9.8980043479e-01
-3.9840000000e+00,-9.8980125072e-01
-3.9800000000e+00,-9.8980206659e-01
-3.9760000000e+00,-9.8980288239e-01
-3.9720000000e+00,-9.8980369813e-01
-3.9680000000e+00,-9.8980451380e-01
-3.9640000000e+00,-9.8980532941e-01
-3.9600000000e+00,-9.8980614495e-01
-3.9560000000e+00,-9.8980696042e-01
-3.9520000000e+00,-9.8980777583e-01
-3.9480000000e+00,-9.8980859118e-01
-3.9440000000e+00,-9.8980940646e-01
-3.9400000000e+00,-9.8981022167e-01
-3.9360000000e+00,-9.8981103682e-01
-3.9320000000e+00,-9.8981185191e-01
-3.9280000000e+00,-9.8981266693e-01
-3.9240000000e+00,-9.8981348188e-01
-3.9200000000e+00,-9.8981429677e-01
-3.9160000000e+00,-9.8981511159e-01
-3.9120000000e+00,-9.8981592635e-01
-3.9080000000e+00,-9.8981674105e-01
-3.9040000000e+00,-9.8981755567e-01
-3.9000000000e+00,-9.8981837024e-01
-3.8960000000e+00,-9.8981918473e-01
-3.8920000000e+00,-9.8981999917e-01
-3.8880000000e+00,-9.8982081353e-01
-3.8840000000e+00,-9.8982162784e-01
-3.8800000000e+00,-9.8982244207e-01
-3.8760000000e+00,-9.8982325625e-01
-3.8720000000e+00,-9.8982407035e-01
-3.8680000000e+00,-9.8982488439e-01
-3.8640000000e+00,-9.8982569837e-01
-3.8600000000e+00,-9.8982651228e-01
-3.8560000000e+00,-9.8982732613e-01
-3.8520000000e+00,-9.8982813991e-01
-3.8480000000e+00,-9.8982895363e-01
-3.8440000000e+00,-9.8982976728e-01
-3.8400000000e+00,-9.8983058086e-01
-3.8360000000e+00,-9.8983139438e-01
-3.8320000000e+00,-9.8983220784e-01
-3.8280000000e+00,-9.8983302123e-01
-3.8240000000e+00,-9.8983383456e-01
-3.8200000000e+00,-9.8983464782e-01
-3.8160000000e+00,-9.8983546101e-01
-3.8120000000e+00,-9.8983627414e-01
-3.8080000000e+00,-9.8983708721e-01
-3.8040000000e+00,-9.8983790021e-01
-3.8000000000e+00,-9.8983871315e-01
-3.7960000000e+00,-9.8983952602e-01
-3.7920000000e+00,-9.8984033882e-01
-3.7880000000e+00,-9.8984115156e-01
-3.7840000000e+00,-9.8984196424e-01
-3.7800000000e+00,-9.8984277685e-01
-3.7760000000e+00,-9.8984358939e-01
-3.7720000000e+00,-9.8984440187e-01
-3.7680000000e+00,-9.8984521429e-01
-3.7640000000e+00,-9.8984602664e-01
-3.7600000000e+00,-9.8984683892e-01
-3.7560000000e+00,-9.8984765115e-01
-3.7520000000e+00,-9.8984846330e-01
-3.7480000000e+00,-9.8984927539e-01
-3.7440000000e+00,-9.8985008742e-01
-3.7400000000e+00,-9.8985089938e-01
-3.7360000000e+00,-9.8985171127e-01
-3.7320000000e+00,-9.8985252310e-01
-3.7280000000e+00,-9.8985333487e-01
-3.7240000000e+00,-9.8985414657e-01
-3.7200000000e+00,-9.8985495821e-01
-3.7160000000e+00,-9.8985576978e-01
-3.7120000000e+00,-9.8985658128e-01
-3.7080000000e+00,-9.8985739272e-01
-3.7040000000e+00,-9.8985820410e-01
-3.7000000000e+00,-9.8985901541e-01
-3.6960000000e+00,-9.8985982666e-01
-3.6920000000e+00,-9.8986063784e-01
-3.6880000000e+00,-9.8986144895e-01
-3.6840000000e+00,-9.8986226001e-01
-3.6800000000e+00,-9.8986307099e-01
-3.6760000000e+00,-9.8986388192e-01
-3.6720000000e+00,-9.8986469277e-01
-3.6680000000e+00,-9.8986550356e-01
-3.6640000000e+00,-9.8986631429e-01
-3.6600000000e+00,-9.8986712495e-01
-3.6560000000e+00,-9.8986793555e-01
-3.6520000000e+00,-9.8986874608e-01
-3.6480000000e+00,-9.8986955655e-01
-3.6440000000e+00,-9.8987036696e-01
-3.6400000000e+00,-9.8987117729e-01
-3.6360000000e+00,-9.8987198757e-01
-3.6320000000e+00,-9.8987279778e-01
-3.6280000000e+00,-9.8987360792e-01
-3.6240000000e+00,-9.8987441800e-01
-3.6200000000e+00,-9.8987522801e-01
-3.6160000000e+00,-9.8987603796e-01
-3.6120000000e+00,-9.8987684785e-01
-3.6080000000e+00,-9.8987765767e-01
-3.6040000000e+00,-9.8987846742e-01
-3.6000000000e+00,-9.8987927711e-01
-3.5960000000e+00,-9.8988008674e-01
-3.5920000000e+00,-9.8988089630e-01
-3.5880000000e+00,-9.8988170579e-01
-3.5840000000e+00,-9.8988251522e-01
-3.5800000000e+00,-9.8988332459e-01
-3.5760000000e+00,-9.8988413389e-01
-3.5720000000e+00,-9.8988494313e-01
-3.5680000000e+00,-9.8988575230e-01
-3.5640000000e+00,-9.8988656141e-01
-3.5600000000e+00,-9.8988737045e-01
-3.5560000000e+00,-9.8988817943e-01
-3.5520000000e+00,-9.8988898834e-01
-3.5480000000e+00,-9.8988979719e-01
-3.5440000000e+00,-9.8989060598e-01
-3.5400000000e+00,-9.8989141469e-01
-3.5360000000e+00,-9.8989222335e-01
-3.5320000000e+00,-9.8989303194e-01
-3.5280000000e+00,-9.8989384046e-01
-3.5240000000e+00,-9.8989464892e-01
-3.5200000000e+00,-9.8989545732e-01
-3.5160000000e+00,-9.8989626565e-01
-3.5120000000e+00,-9.8989707392e-01
-3.5080000000e+00,-9.8989788212e-01
-3.5040000000e+00,-9.8989869026e-01
-3.5000000000e+00,-9.8989949833e-01
-3.4960000000e+00,-9.8990030634e-01
-3.4920000000e+00,-9.8990111428e-01
-3.4880000000e+00,-9.8990192216e-01
-3.4840000000e+00,-9.8990272997e-01
-3.4800000000e+00,-9.8990353772e-01
-3.4760000000e+00,-9.8990434541e-01
-3.4720000000e+00,-9.8990515303e-01
-3.4680000000e+00,-9.8990596058e-01
-3.4640000000e+00,-9.8990676807e-01
-3.4600000000e+00,-9.8990757550e-01
-3.4560000000e+00,-9.8990838286e-01
-3.4520000000e+00,-9.8990919016e-01
-3.4480000000e+00,-9.8990999739e-01
-3.4440000000e+00,-9.8991080456e-01
-3.4400000000e+00,-9.8991161166e-01
-3.4360000000e+00,-9.8991241870e-01
-3.4320000000e+00,-9.8991322567e-01
-3.4280000000e+00,-9.8991403258e-01
-3.4240000000e+00,-9.8991483943e-01
-3.4200000000e+00,-9.8991564621e-01
-3.4160000000e+00,-9.8991645293e-01
-3.4120000000e+00,-9.8991725958e-01
-3.4080000000e+00,-9.8991806616e-01
-3.4040000000e+00,-9.8991887269e-01
-3.4000000000e+00,-9.8991967914e-01
-3.3960000000e+00,-9.8992048554e-01
-3.3920000000e+00,-9.8992129187e-01
-3.3880000000e+00,-9.8992209813e-01
-3.3840000000e+00,-9.8992290433e-01
-3.3800000000e+00,-9.8992371047e-01
-3.3760000000e+00,-9.8992451654e-01
-3.3720000000e+00,-9.8992532254e-01
-3.3680000000e+00,-9.8992612849e-01
-3.3640000000e+00,-9.8992693436e-01
-3.3600000000e+00,-9.8992774018e-01
-3.3560000000e+00,-9.8992854593e-01
-3.3520000000e+00,-9.8992935161e-01
-3.3480000000e+00,-9.8993015723e-01
-3.3440000000e+00,-9.8993096278e-01
-3.3400000000e+00,-9.8993176828e-01
-3.3360000000e+00,-9.8993257370e-01
-3.3320000000e+00,-9.8993337906e-01
-3.3280000000e+00,-9.8993418436e-01
-3.3240000000e+00,-9.8993498959e-01
-3.3200000000e+00,-9.8993579476e-01
-3.3160000000e+00,-9.8993659987e-01
-3.3120000000e+00,-9.8993740491e-01
-3.3080000000e+00,-9.8993820988e-01
-3.3040000000e+00,-9.8993901479e-01
-3.3000000000e+00,-9.8993981964e-01
-3.2960000000e+00,-9.8994062442e-01
-3.2920000000e+00,-9.8994142914e-01
-3.2880000000e+00,-9.8994223379e-01
-3.2840000000e+00,-9.8994303838e-01
-3.2800000000e+00,-9.8994384291e-01
-3.2760000000e+00,-9.8994464737e-01
-3.2720000000e+00,-9.8994545176e-01
-3.2680000000e+00,-9.8994625610e-01
-3.2640000000e+00,-9.8994706036e-01
-3.2600000000e+00,-9.8994786457e-01
-3.2560000000e+00,-9.8994866870e-01
-3.2520000000e+00,-9.8994947278e-01
-3.2480000000e+00,-9.8995027679e-01
-3.2440000000e+00,-9.8995108073e-01
-3.2400000000e+00,-9.8995188462e-01
-3.2360000000e+00,-9.8995268843e-01
-3.2320000000e+00,-9.8995349219e-01
-3.2280000000e+00,-9.8995429587e-01
-3.2240000000e+00,-9.8995509950e-01
-3.2200000000e+00,-9.8995590306e-01
-3.2160000000e+00,-9.8995670655e-01
-3.2120000000e+00,-9.8995750998e-01
-3.2080000000e+00,-9.8995831335e-01
-3.2040000000e+00,-9.8995911665e-01
-3.2000000000e+00,-9.8995991989e-01
-3.1960000000e+00,-9.8996072307e-01
-3.1920000000e+00,-9.8996152618e-01
-3.1880000000e+00,-9.8996232922e-01
-3.1840000000e+00,-9.8996313220e-01
-3.1800000000e+00,-9.8996393512e-01
-3.1760000000e+00,-9.8996473798e-01
-3.1720000000e+00,-9.8996554076e-01
-3.1680000000e+00,-9.8996634349e-01
-3.1640000000e+00,-9.8996714615e-01
-3.1600000000e+00,-9.8996794875e-01
-3.1560000000e+00,-9.8996875128e-01
-3.1520000000e+00,-9.8996955375e-01
-3.1480000000e+00,-9.8997035615e-01
-3.1440000000e+00,-9.8997115849e-01
-3.1400000000e+00,-9.8997196076e-01
-3.1360000000e+00,-9.8997276297e-01
-3.1320000000e+00,-9.8997356512e-01
-3.1280000000e+00,-9.8997436720e-01
-3.1240000000e+00,-9.8997516922e-01
-3.1200000000e+00,-9.8997597118e-01
-3.1160000000e+00,-9.8997677307e-01
-3.1120000000e+00,-9.8997757489e-01
-3.1080000000e+00,-9.8997837666e-01
-3.1040000000e+00,-9.8997917835e-01
-3.1000000000e+00,-9.8997997999e-01
-3.0960000000e+00,-9.8998078156e-01
-3.0920000000e+00,-9.8998158306e-01
-3.0880000000e+00,-9.8998238450e-01
-3.0840000000e+00,-9.8998318588e-01
-3.0800000000e+00,-9.8998398719e-01
-3.0760000000e+00,-9.8998478844e-01
-3.0720000000e+00,-9.8998558963e-01
-3.0680000000e+00,-9.8998639075e-01
-3.0640000000e+00,-9.8998719180e-01
-3.0600000000e+00,-9.8998799280e-01
-3.0560000000e+00,-9.8998879373e-01
-3.0520000000e+00,-9.8998959459e-01
-3.0480000000e+00,-9.8999039539e-01
-3.0440000000e+00,-9.8999119613e-01
-3.0400000000e+00,-9.8999199680e-01
-3.0360000000e+00,-9.8999279741e-01
-3.0320000000e+00,-9.8999359795e-01
-3.0280000000e+00,-9.8999439843e-01
-3.0240000000e+00,-9.8999519885e-01
-3.0200000000e+00,-9.8999599920e-01
-3.0160000000e+00,-9.8999679949e-01
-3.0120000000e+00,-9.8999759971e-01
-3.0080000000e+00,-9.8999839987e-01
-3.0040000000e+00,-9.8999919997e-01
-3.0000000000e+00,-9.9000000000e-01
-2.9960000000e+00,-9.9000079997e-01
-2.9920000000e+00,-9.9000159987e-01
-2.9880000000e+00,-9.9000239971e-01
-2.9840000000e+00,-9.9000319949e-01
-2.9800000000e+00,-9.9000399920e-01
-2.9760000000e+00,-9.9000479885e-01
-2.9720000000e+00,-9.9000559843e-01
-2.9680000000e+00,-9.9000639795e-01
-2.9640000000e+00,-9.9000719741e-01
-2.9600000000e+00,-9.9000799680e-01
-2.9560000000e+00,-9.9000879613e-01
-2.9520000000e+00,-9.9000959539e-01
-2.9480000000e+00,-9.9001039459e-01
-2.9440000000e+00,-9.9001119373e-01
-2.9400000000e+00,-9.9001199280e-01
-2.9360000000e+00,-9.9001279181e-01
-2.9320000000e+00,-9.9001359076e-01
-2.9280000000e+00,-9.9001438964e-01
-2.9240000000e+00,-9.9001518845e-01
-2.9200000000e+00,-9.9001598721e-01
-2.9160000000e+00,-9.9001678590e-01
-2.9120000000e+00,-9.9001758452e-01
-2.9080000000e+00,-9.9001838308e-01
-2.9040000000e+00,-9.9001918158e-01
-2.9000000000e+00,-9.9001998001e-01
-2.8960000000e+00,-9.9002077838e-01
-2.8920000000e+00,-9.9002157669e-01
-2.8880000000e+00,-9.9002237493e-01
-2.8840000000e+00,-9.9002317311e-01
-2.8800000000e+00,-9.9002397122e-01
-2.8760000000e+00,-9.9002476927e-01
-2.8720000000e+00,-9.9002556726e-01
-2.8680000000e+00,-9.9002636518e-01
-2.8640000000e+00,-9.9002716304e-01
-2.8600000000e+00,-9.9002796084e-01
-2.8560000000e+00,-9.9002875857e-01
-2.8520000000e+00,-9.9002955624e-01
-2.8480000000e+00,-9.9003035384e-01
-2.8440000000e+00,-9.9003115138e-01
-2.8400000000e+00,-9.9003194885e-01
-2.8360000000e+00,-9.9003274627e-01
-2.8320000000e+00,-9.9003354362e-01
-2.8280000000e+00,-9.9003434090e-01
-2.8240000000e+00,-9.9003513812e-01
-2.8200000000e+00,-9.9003593528e-01
-2.8160000000e+00,-9.9003673237e-01
-2.8120000000e+00,-9.9003752940e-01
-2.8080000000e+00,-9.9003832637e-01
-2.8040000000e+00,-9.9003912327e-01
-2.8000000000e+00,-9.9003992011e-01
-2.7960000000e+00,-9.9004071688e-01
-2.7920000000e+00,-9.9004151359e-01
-2.7880000000e+00,-9.9004231024e-01
-2.7840000000e+00,-9.9004310682e-01
-2.7800000000e+00,-9.9004390334e-01
-2.7760000000e+00,-9.9004469980e-01
-2.7720000000e+00,-9.9004549619e-01
-2.7680000000e+00,-9.9004629252e-01
-2.7640000000e+00,-9.9004708878e-01
-2.7600000000e+00,-9.9004788498e-01
-2.7560000000e+00,-9.9004868112e-01
-2.7520000000e+00,-9.9004947720e-01
-2.7480000000e+00,-9.9005027321e-01
-2.7440000000e+00,-9.9005106915e-01
-2.7400000000e+00,-9.9005186503e-01
-2.7360000000e+00,-9.9005266085e-01
-2.7320000000e+00,-9.9005345661e-01
-2.7280000000e+00,-9.9005425230e-01
-2.7240000000e+00,-9.9005504793e-01
-2.7200000000e+00,-9.9005584349e-01
-2.7160000000e+00,-9.9005663899e-01
-2.7120000000e+00,-9.9005743443e-01
-2.7080000000e+00,-9.9005822980e-01
-2.7040000000e+00,-9.9005902511e-01
-2.7000000000e+00,-9.9005982036e-01
-2.6960000000e+00,-9.9006061554e-01
-2.6920000000e+00,-9.9006141066e-01
-2.6880000000e+00,-9.9006220572e-01
-2.6840000000e+00,-9.9006300071e-01
-2.6800000000e+00,-9.9006379564e-01
-2.6760000000e+00,-9.9006459050e-01
-2.6720000000e+00,-9.9006538530e-01
-2.6680000000e+00,-9.9006618004e-01
-2.6640000000e+00,-9.9006697471e-01
-2.6600000000e+00,-9.9006776932e-01
-2.6560000000e+00,-9.9006856387e-01
-2.6520000000e+00,-9.9006935835e-01
-2.6480000000e+00,-9.9007015277e-01
-2.6440000000e+00,-9.9007094713e-01
-2.6400000000e+00,-9.9007174142e-01
-2.6360000000e+00,-9.9007253565e-01
-2.6320000000e+00,-9.9007332982e-01
-2.6280000000e+00,-9.9007412392e-01
-2.6240000000e+00,-9.9007491796e-01
-2.6200000000e+00,-9.9007571193e-01
-2.6160000000e+00,-9.9007650584e-01
-2.6120000000e+00,-9.9007729969e-01
-2.6080000000e+00,-9.9007809347e-01
-2.6040000000e+00,-9.9007888719e-01
-2.6000000000e+00,-9.9007968085e-01
-2.5960000000e+00,-9.9008047445e-01
-2.5920000000e+00,-9.9008126798e-01
-2.5880000000e+00,-9.9008206144e-01
-2.5840000000e+00,-9.9008285485e-01
-2.5800000000e+00,-9.9008364819e-01
-2.5760000000e+00,-9.9008444146e-01
-2.5720000000e+00,-9.9008523468e-01
-2.5680000000e+00,-9.9008602782e-01
-2.5640000000e+00,-9.9008682091e-01
-2.5600000000e+00,-9.9008761393e-01
-2.5560000000e+00,-9.9008840689e-01
-2.5520000000e+00,-9.9008919979e-01
-2.5480000000e+00,-9.9008999262e-01
-2.5440000000e+00,-9.9009078539e-01
-2.5400000000e+00,-9.9009157809e-01
-2.5360000000e+00,-9.9009237074e-01
-2.5320000000e+00,-9.9009316332e-01
-2.5280000000e+00,-9.9009395583e-01
-2.5240000000e+00,-9.9009474828e-01
-2.5200000000e+00,-9.9009554067e-01
-2.5160000000e+00,-9.9009633300e-01
-2.5120000000e+00,-9.9009712526e-01
-2.5080000000e+00,-9.9009791746e-01
-2.5040000000e+00,-9.9009870959e-01
-2.5000000000e+00,-9.9009950166e-01
-2.4960000000e+00,-9.9010029367e-01
-2.4920000000e+00,-9.9010108562e-01
-2.4880000000e+00,-9.9010187750e-01
-2.4840000000e+00,-9.9010266932e-01
-2.4800000000e+00,-9.9010346107e-01
-2.4760000000e+00,-9.9010425276e-01
-2.4720000000e+00,-9.9010504439e-01
-2.4680000000e+00,-9.9010583595e-01
-2.4640000000e+00,-9.9010662746e-01
-2.4600000000e+00,-9.9010741889e-01
-2.4560000000e+00,-9.9010821027e-01
-2.4520000000e+00,-9.9010900158e-01
-2.4480000000e+00,-9.9010979283e-01
-2.4440000000e+00,-9.9011058401e-01
-2.4400000000e+00,-9.9011137514e-01
-2.4360000000e+00,-9.9011216619e-01
-2.4320000000e+00,-9.9011295719e-01
-2.4280000000e+00,-9.9011374812e-01
-2.4240000000e+00,-9.9011453899e-01
-2.4200000000e+00,-9.9011532979e-01
-2.4160000000e+00,-9.9011612054e-01
-2.4120000000e+00,-9.9011691121e-01
-2.4080000000e+00,-9.9011770183e-01
-2.4040000000e+00,-9.9011849238e-01
-2.4000000000e+00,-9.9011928287e-01
-2.3960000000e+00,-9.9012007330e-01
-2.3920000000e+00,-9.9012086366e-01
-2.3880000000e+00,-9.9012165396e-01
-2.3840000000e+00,-9.9012244420e-01
-2.3800000000e+00,-9.9012323437e-01
