N,eta
-4.6720000000e+00,2.8451387574e-01
-4.6680000000e+00,2.8519332614e-01
-4.6640000000e+00,2.8587417782e-01
-4.6600000000e+00,2.8655643352e-01
-4.6560000000e+00,2.8724009597e-01
-4.6520000000e+00,2.8792516792e-01
-4.6480000000e+00,2.8861165212e-01
-4.6440000000e+00,2.8929955131e-01
-4.6400000000e+00,2.8998886825e-01
-4.6360000000e+00,2.9067960571e-01
-4.6320000000e+00,2.9137176646e-01
-4.6280000000e+00,2.9206535327e-01
-4.6240000000e+00,2.9276036892e-01
-4.6200000000e+00,2.9345681621e-01
-4.6160000000e+00,2.9415469792e-01
-4.6120000000e+00,2.9485401685e-01
-4.6080000000e+00,2.9555477580e-01
-4.6040000000e+00,2.9625697758e-01
-4.6000000000e+00,2.9696062502e-01
-4.5960000000e+00,2.9766572092e-01
-4.5920000000e+00,2.9837226813e-01
-4.5880000000e+00,2.9908026946e-01
-4.5840000000e+00,2.9978972775e-01
-4.5800000000e+00,3.0050064586e-01
-4.5760000000e+00,3.0121302663e-01
-4.5720000000e+00,3.0192687291e-01
-4.5680000000e+00,3.0264218757e-01
-4.5640000000e+00,3.0335897348e-01
-4.5600000000e+00,3.0407723351e-01
-4.5560000000e+00,3.0479697053e-01
-4.5520000000e+00,3.0551818743e-01
-4.5480000000e+00,3.0624088710e-01
-4.5440000000e+00,3.0696507245e-01
-4.5400000000e+00,3.0769074636e-01
-4.5360000000e+00,3.0841791176e-01
-4.5320000000e+00,3.0914657154e-01
-4.5280000000e+00,3.0987672864e-01
-4.5240000000e+00,3.1060838599e-01
-4.5200000000e+00,3.1134154650e-01
-4.5160000000e+00,3.1207621312e-01
-4.5120000000e+00,3.1281238880e-01
-4.5080000000e+00,3.1355007649e-01
-4.5040000000e+00,3.1428927913e-01
-4.5000000000e+00,3.1502999970e-01
-4.4960000000e+00,3.1577224116e-01
-4.4920000000e+00,3.1651600648e-01
-4.4880000000e+00,3.1726129865e-01
-4.4840000000e+00,3.1800812065e-01
-4.4800000000e+00,3.1875647547e-01
-4.4760000000e+00,3.1950636612e-01
-4.4720000000e+00,3.2025779559e-01
-4.4680000000e+00,3.2101076690e-01
-4.4640000000e+00,3.2176528307e-01
-4.4600000000e+00,3.2252134711e-01
-4.4560000000e+00,3.2327896207e-01
-4.4520000000e+00,3.2403813096e-01
-4.4480000000e+00,3.2479885684e-01
-4.4440000000e+00,3.2556114274e-01
-4.4400000000e+00,3.2632499174e-01
-4.4360000000e+00,3.2709040688e-01
-4.4320000000e+00,3.2785739123e-01
-4.4280000000e+00,3.2862594786e-01
-4.4240000000e+00,3.2939607986e-01
-4.4200000000e+00,3.3016779031e-01
-4.4160000000e+00,3.3094108229e-01
-4.4120000000e+00,3.3171595892e-01
-4.4080000000e+00,3.3249242328e-01
-4.4040000000e+00,3.3327047850e-01
-4.4000000000e+00,3.3405012768e-01
-4.3960000000e+00,3.3483137395e-01
-4.3920000000e+00,3.3561422045e-01
-4.3880000000e+00,3.3639867030e-01
-4.3840000000e+00,3.3718472664e-01
-4.3800000000e+00,3.3797239264e-01
-4.3760000000e+00,3.3876167143e-01
-4.3720000000e+00,3.3955256619e-01
-4.3680000000e+00,3.4034508008e-01
-4.3640000000e+00,3.4113921627e-01
-4.3600000000e+00,3.4193497795e-01
-4.3560000000e+00,3.4273236829e-01
-4.3520000000e+00,3.4353139051e-01
-4.3480000000e+00,3.4433204778e-01
-4.3440000000e+00,3.4513434333e-01
-4.3400000000e+00,3.4593828037e-01
-4.3360000000e+00,3.4674386211e-01
-4.3320000000e+00,3.4755109177e-01
-4.3280000000e+00,3.4835997261e-01
-4.3240000000e+00,3.4917050784e-01
-4.3200000000e+00,3.4998270072e-01
-4.3160000000e+00,3.5079655450e-01
-4.3120000000e+00,3.5161207245e-01
-4.3080000000e+00,3.5242925781e-01
-4.3040000000e+00,3.5324811388e-01
-4.3000000000e+00,3.5406864392e-01
-4.2960000000e+00,3.5489085122e-01
-4.2920000000e+00,3.5571473907e-01
-4.2880000000e+00,3.5654031078e-01
-4.2840000000e+00,3.5736756965e-01
-4.2800000000e+00,3.5819651899e-01
-4.2760000000e+00,3.5902716212e-01
-4.2720000000e+00,3.5985950236e-01
-4.2680000000e+00,3.6069354305e-01
-4.2640000000e+00,3.6152928754e-01
-4.2600000000e+00,3.6236673915e-01
-4.2560000000e+00,3.6320590125e-01
-4.2520000000e+00,3.6404677720e-01
-4.2480000000e+00,3.6488937036e-01
-4.2440000000e+00,3.6573368411e-01
-4.2400000000e+00,3.6657972182e-01
-4.2360000000e+00,3.6742748689e-01
-4.2320000000e+00,3.6827698271e-01
-4.2280000000e+00,3.6912821267e-01
-4.2240000000e+00,3.6998118019e-01
-4.2200000000e+00,3.7083588868e-01
-4.2160000000e+00,3.7169234157e-01
-4.2120000000e+00,3.7255054227e-01
-4.2080000000e+00,3.7341049424e-01
-4.2040000000e+00,3.7427220090e-01
-4.2000000000e+00,3.7513566571e-01
-4.1960000000e+00,3.7600089212e-01
-4.1920000000e+00,3.7686788361e-01
-4.1880000000e+00,3.7773664363e-01
-4.1840000000e+00,3.7860717567e-01
-4.1800000000e+00,3.7947948321e-01
-4.1760000000e+00,3.8035356975e-01
-4.1720000000e+00,3.8122943877e-01
-4.1680000000e+00,3.8210709380e-01
-4.1640000000e+00,3.8298653833e-01
-4.1600000000e+00,3.8386777589e-01
-4.1560000000e+00,3.8475081002e-01
-4.1520000000e+00,3.8563564423e-01
-4.1480000000e+00,3.8652228208e-01
-4.1440000000e+00,3.8741072711e-01
-4.1400000000e+00,3.8830098288e-01
-4.1360000000e+00,3.8919305295e-01
-4.1320000000e+00,3.9008694089e-01
-4.1280000000e+00,3.9098265028e-01
-4.1240000000e+00,3.9188018470e-01
-4.1200000000e+00,3.9277954775e-01
-4.1160000000e+00,3.9368074303e-01
-4.1120000000e+00,3.9458377414e-01
-4.1080000000e+00,3.9548864469e-01
-4.1040000000e+00,3.9639535832e-01
-4.1000000000e+00,3.9730391864e-01
-4.0960000000e+00,3.9821432929e-01
-4.0920000000e+00,3.9912659391e-01
-4.0880000000e+00,4.0004071616e-01
-4.0840000000e+00,4.0095669970e-01
-4.0800000000e+00,4.0187454819e-01
-4.0760000000e+00,4.0279426530e-01
-4.0720000000e+00,4.0371585471e-01
-4.0680000000e+00,4.0463932011e-01
-4.0640000000e+00,4.0556466520e-01
-4.0600000000e+00,4.0649189368e-01
-4.0560000000e+00,4.0742100926e-01
-4.0520000000e+00,4.0835201565e-01
-4.0480000000e+00,4.0928491659e-01
-4.0440000000e+00,4.1021971580e-01
-4.0400000000e+00,4.1115641703e-01
-4.0360000000e+00,4.1209502402e-01
-4.0320000000e+00,4.1303554053e-01
-4.0280000000e+00,4.1397797033e-01
-4.0240000000e+00,4.1492231718e-01
-4.0200000000e+00,4.1586858486e-01
-4.0160000000e+00,4.1681677716e-01
-4.0120000000e+00,4.1776689787e-01
-4.0080000000e+00,4.1871895079e-01
-4.0040000000e+00,4.1967293973e-01
-4.0000000000e+00,4.2062886852e-01
-3.9960000000e+00,4.2158674097e-01
-3.9920000000e+00,4.2254656091e-01
-3.9880000000e+00,4.2350833219e-01
-3.9840000000e+00,4.2447205865e-01
-3.9800000000e+00,4.2543774416e-01
-3.9760000000e+00,4.2640539256e-01
-3.9720000000e+00,4.2737500774e-01
-3.9680000000e+00,4.2834659357e-01
-3.9640000000e+00,4.2932015394e-01
-3.9600000000e+00,4.3029569275e-01
-3.9560000000e+00,4.3127321389e-01
-3.9520000000e+00,4.3225272128e-01
-3.9480000000e+00,4.3323421884e-01
-3.9440000000e+00,4.3421771049e-01
-3.9400000000e+00,4.3520320016e-01
-3.9360000000e+00,4.3619069181e-01
-3.9320000000e+00,4.3718018937e-01
-3.9280000000e+00,4.3817169681e-01
-3.9240000000e+00,4.3916521809e-01
-3.9200000000e+00,4.4016075719e-01
-3.9160000000e+00,4.4115831809e-01
-3.9120000000e+00,4.4215790478e-01
-3.9080000000e+00,4.4315952125e-01
-3.9040000000e+00,4.4416317152e-01
-3.9000000000e+00,4.4516885960e-01
-3.8960000000e+00,4.4617658951e-01
-3.8920000000e+00,4.4718636528e-01
-3.8880000000e+00,4.4819819095e-01
-3.8840000000e+00,4.4921207057e-01
-3.8800000000e+00,4.5022800819e-01
-3.8760000000e+00,4.5124600788e-01
-3.8720000000e+00,4.5226607371e-01
-3.8680000000e+00,4.5328820975e-01
-3.8640000000e+00,4.5431242010e-01
-3.8600000000e+00,4.5533870885e-01
-3.8560000000e+00,4.5636708010e-01
-3.8520000000e+00,4.5739753798e-01
-3.8480000000e+00,4.5843008659e-01
-3.8440000000e+00,4.5946473008e-01
-3.8400000000e+00,4.6050147257e-01
-3.8360000000e+00,4.6154031821e-01
-3.8320000000e+00,4.6258127116e-01
-3.8280000000e+00,4.6362433558e-01
-3.8240000000e+00,4.6466951564e-01
-3.8200000000e+00,4.6571681553e-01
-3.8160000000e+00,4.6676623942e-01
-3.8120000000e+00,4.6781779152e-01
-3.8080000000e+00,4.6887147603e-01
-3.8040000000e+00,4.6992729716e-01
-3.8000000000e+00,4.7098525914e-01
-3.7960000000e+00,4.7204536620e-01
-3.7920000000e+00,4.7310762257e-01
-3.7880000000e+00,4.7417203250e-01
-3.7840000000e+00,4.7523860026e-01
-3.7800000000e+00,4.7630733009e-01
-3.7760000000e+00,4.7737822629e-01
-3.7720000000e+00,4.7845129312e-01
-3.7680000000e+00,4.7952653488e-01
-3.7640000000e+00,4.8060395587e-01
-3.7600000000e+00,4.8168356039e-01
-3.7560000000e+00,4.8276535277e-01
-3.7520000000e+00,4.8384933733e-01
-3.7480000000e+00,4.8493551839e-01
-3.7440000000e+00,4.8602390032e-01
-3.7400000000e+00,4.8711448744e-01
-3.7360000000e+00,4.8820728413e-01
-3.7320000000e+00,4.8930229476e-01
-3.7280000000e+00,4.9039952370e-01
-3.7240000000e+00,4.9149897533e-01
-3.7200000000e+00,4.9260065406e-01
-3.7160000000e+00,4.9370456429e-01
-3.7120000000e+00,4.9481071043e-01
-3.7080000000e+00,4.9591909690e-01
-3.7040000000e+00,4.9702972814e-01
-3.7000000000e+00,4.9814260858e-01
-3.6960000000e+00,4.9925774267e-01
-3.6920000000e+00,5.0037513487e-01
-3.6880000000e+00,5.0149478964e-01
-3.6840000000e+00,5.0261671147e-01
-3.6800000000e+00,5.0374090483e-01
-3.6760000000e+00,5.0486737422e-01
-3.6720000000e+00,5.0599612415e-01
-3.6680000000e+00,5.0712715912e-01
-3.6640000000e+00,5.0826048365e-01
-3.6600000000e+00,5.0939610227e-01
-3.6560000000e+00,5.1053401953e-01
-3.6520000000e+00,5.1167423997e-01
-3.6480000000e+00,5.1281676815e-01
-3.6440000000e+00,5.1396160863e-01
-3.6400000000e+00,5.1510876600e-01
-3.6360000000e+00,5.1625824482e-01
-3.6320000000e+00,5.1741004971e-01
-3.6280000000e+00,5.1856418525e-01
-3.6240000000e+00,5.1972065607e-01
-3.6200000000e+00,5.2087946679e-01
-3.6160000000e+00,5.2204062203e-01
-3.6120000000e+00,5.2320412644e-01
-3.6080000000e+00,5.2436998466e-01
-3.6040000000e+00,5.2553820136e-01
-3.6000000000e+00,5.2670878120e-01
-3.5960000000e+00,5.2788172886e-01
-3.5920000000e+00,5.2905704902e-01
-3.5880000000e+00,5.3023474639e-01
-3.5840000000e+00,5.3141482567e-01
-3.5800000000e+00,5.3259729158e-01
-3.5760000000e+00,5.3378214883e-01
-3.5720000000e+00,5.3496940216e-01
-3.5680000000e+00,5.3615905632e-01
-3.5640000000e+00,5.3735111606e-01
-3.5600000000e+00,5.3854558614e-01
-3.5560000000e+00,5.3974247134e-01
-3.5520000000e+00,5.4094177643e-01
-3.5480000000e+00,5.4214350621e-01
-3.5440000000e+00,5.4334766548e-01
-3.5400000000e+00,5.4455425904e-01
-3.5360000000e+00,5.4576329173e-01
-3.5320000000e+00,5.4697476836e-01
-3.5280000000e+00,5.4818869378e-01
-3.5240000000e+00,5.4940507284e-01
-3.5200000000e+00,5.5062391039e-01
-3.5160000000e+00,5.5184521131e-01
-3.5120000000e+00,5.5306898047e-01
-3.5080000000e+00,5.5429522276e-01
-3.5040000000e+00,5.5552394308e-01
-3.5000000000e+00,5.5675514634e-01
-3.4960000000e+00,5.5798883745e-01
-3.4920000000e+00,5.5922502134e-01
-3.4880000000e+00,5.6046370294e-01
-3.4840000000e+00,5.6170488722e-01
-3.4800000000e+00,5.6294857912e-01
-3.4760000000e+00,5.6419478360e-01
-3.4720000000e+00,5.6544350565e-01
-3.4680000000e+00,5.6669475025e-01
-3.4640000000e+00,5.6794852241e-01
-3.4600000000e+00,5.6920482712e-01
-3.4560000000e+00,5.7046366940e-01
-3.4520000000e+00,5.7172505428e-01
-3.4480000000e+00,5.7298898679e-01
-3.4440000000e+00,5.7425547199e-01
-3.4400000000e+00,5.7552451493e-01
-3.4360000000e+00,5.7679612067e-01
-3.4320000000e+00,5.7807029429e-01
-3.4280000000e+00,5.7934704089e-01
-3.4240000000e+00,5.8062636556e-01
-3.4200000000e+00,5.8190827339e-01
-3.4160000000e+00,5.8319276953e-01
-3.4120000000e+00,5.8447985908e-01
-3.4080000000e+00,5.8576954719e-01
-3.4040000000e+00,5.8706183901e-01
-3.4000000000e+00,5.8835673969e-01
-3.3960000000e+00,5.8965425441e-01
-3.3920000000e+00,5.9095438834e-01
-3.3880000000e+00,5.9225714668e-01
-3.3840000000e+00,5.9356253462e-01
-3.3800000000e+00,5.9487055737e-01
-3.3760000000e+00,5.9618122015e-01
-3.3720000000e+00,5.9749452820e-01
-3.3680000000e+00,5.9881048676e-01
-3.3640000000e+00,6.0012910107e-01
-3.3600000000e+00,6.0145037640e-01
-3.3560000000e+00,6.0277431803e-01
-3.3520000000e+00,6.0410093123e-01
-3.3480000000e+00,6.0543022130e-01
-3.3440000000e+00,6.0676219354e-01
-3.3400000000e+00,6.0809685327e-01
-3.3360000000e+00,6.0943420581e-01
-3.3320000000e+00,6.1077425651e-01
-3.3280000000e+00,6.1211701070e-01
-3.3240000000e+00,6.1346247374e-01
-3.3200000000e+00,6.1481065100e-01
-3.3160000000e+00,6.1616154786e-01
-3.3120000000e+00,6.1751516971e-01
-3.3080000000e+00,6.1887152195e-01
-3.3040000000e+00,6.2023060998e-01
-3.3000000000e+00,6.2159243923e-01
-3.2960000000e+00,6.2295701514e-01
-3.2920000000e+00,6.2432434314e-01
-3.2880000000e+00,6.2569442868e-01
-3.2840000000e+00,6.2706727724e-01
-3.2800000000e+00,6.2844289429e-01
-3.2760000000e+00,6.2982128530e-01
-3.2720000000e+00,6.3120245579e-01
-3.2680000000e+00,6.3258641125e-01
-3.2640000000e+00,6.3397315721e-01
-3.2600000000e+00,6.3536269919e-01
-3.2560000000e+00,6.3675504274e-01
-3.2520000000e+00,6.3815019341e-01
-3.2480000000e+00,6.3954815675e-01
-3.2440000000e+00,6.4094893835e-01
-3.2400000000e+00,6.4235254378e-01
-3.2360000000e+00,6.4375897865e-01
-3.2320000000e+00,6.4516824856e-01
-3.2280000000e+00,6.4658035912e-01
-3.2240000000e+00,6.4799531597e-01
-3.2200000000e+00,6.4941312474e-01
-3.2160000000e+00,6.5083379109e-01
-3.2120000000e+00,6.5225732067e-01
-3.2080000000e+00,6.5368371917e-01
-3.2040000000e+00,6.5511299226e-01
-3.2000000000e+00,6.5654514564e-01
-3.1960000000e+00,6.5798018502e-01
-3.1920000000e+00,6.5941811612e-01
-3.1880000000e+00,6.6085894466e-01
-3.1840000000e+00,6.6230267638e-01
-3.1800000000e+00,6.6374931705e-01
-3.1760000000e+00,6.6519887241e-01
-3.1720000000e+00,6.6665134825e-01
-3.1680000000e+00,6.6810675034e-01
-3.1640000000e+00,6.6956508450e-01
-3.1600000000e+00,6.7102635652e-01
-3.1560000000e+00,6.7249057223e-01
-3.1520000000e+00,6.7395773746e-01
-3.1480000000e+00,6.7542785804e-01
-3.1440000000e+00,6.7690093985e-01
-3.1400000000e+00,6.7837698873e-01
-3.1360000000e+00,6.7985601057e-01
-3.1320000000e+00,6.8133801126e-01
-3.1280000000e+00,6.8282299669e-01
-3.1240000000e+00,6.8431097279e-01
-3.1200000000e+00,6.8580194547e-01
-3.1160000000e+00,6.8729592066e-01
-3.1120000000e+00,6.8879290433e-01
-3.1080000000e+00,6.9029290241e-01
-3.1040000000e+00,6.9179592089e-01
-3.1000000000e+00,6.9330196574e-01
-3.0960000000e+00,6.9481104296e-01
-3.0920000000e+00,6.9632315856e-01
-3.0880000000e+00,6.9783831854e-01
-3.0840000000e+00,6.9935652894e-01
-3.0800000000e+00,7.0087779581e-01
-3.0760000000e+00,7.0240212518e-01
-3.0720000000e+00,7.0392952313e-01
-3.0680000000e+00,7.0545999573e-01
-3.0640000000e+00,7.0699354906e-01
-3.0600000000e+00,7.0853018924e-01
-3.0560000000e+00,7.1006992236e-01
-3.0520000000e+00,7.1161275456e-01
-3.0480000000e+00,7.1315869196e-01
-3.0440000000e+00,7.1470774072e-01
-3.0400000000e+00,7.1625990698e-01
-3.0360000000e+00,7.1781519694e-01
-3.0320000000e+00,7.1937361675e-01
-3.0280000000e+00,7.2093517263e-01
-3.0240000000e+00,7.2249987078e-01
-3.0200000000e+00,7.2406771742e-01
-3.0160000000e+00,7.2563871877e-01
-3.0120000000e+00,7.2721288108e-01
-3.0080000000e+00,7.2879021061e-01
-3.0040000000e+00,7.3037071362e-01
-3.0000000000e+00,7.3195439640e-01
-2.9960000000e+00,7.3354126522e-01
-2.9920000000e+00,7.3513132641e-01
-2.9880000000e+00,7.3672458626e-01
-2.9840000000e+00,7.3832105112e-01
-2.9800000000e+00,7.3992072732e-01
-2.9760000000e+00,7.4152362121e-01
-2.9720000000e+00,7.4312973916e-01
-2.9680000000e+00,7.4473908754e-01
-2.9640000000e+00,7.4635167275e-01
-2.9600000000e+00,7.4796750118e-01
-2.9560000000e+00,7.4958657925e-01
-2.9520000000e+00,7.5120891338e-01
-2.9480000000e+00,7.5283451002e-01
-2.9440000000e+00,7.5446337560e-01
-2.9400000000e+00,7.5609551661e-01
-2.9360000000e+00,7.5773093950e-01
-2.9320000000e+00,7.5936965078e-01
-2.9280000000e+00,7.6101165693e-01
-2.9240000000e+00,7.6265696448e-01
-2.9200000000e+00,7.6430557994e-01
-2.9160000000e+00,7.6595750986e-01
-2.9120000000e+00,7.6761276079e-01
-2.9080000000e+00,7.6927133927e-01
-2.9040000000e+00,7.7093325191e-01
-2.9000000000e+00,7.7259850527e-01
-2.8960000000e+00,7.7426710596e-01
-2.8920000000e+00,7.7593906059e-01
-2.8880000000e+00,7.7761437579e-01
-2.8840000000e+00,7.7929305820e-01
-2.8800000000e+00,7.8097511446e-01
-2.8760000000e+00,7.8266055124e-01
-2.8720000000e+00,7.8434937521e-01
-2.8680000000e+00,7.8604159307e-01
-2.8640000000e+00,7.8773721150e-01
-2.8600000000e+00,7.8943623724e-01
-2.8560000000e+00,7.9113867700e-01
-2.8520000000e+00,7.9284453752e-01
-2.8480000000e+00,7.9455382555e-01
-2.8440000000e+00,7.9626654786e-01
-2.8400000000e+00,7.9798271122e-01
-2.8360000000e+00,7.9970232243e-01
-2.8320000000e+00,8.0142538829e-01
-2.8280000000e+00,8.0315191561e-01
-2.8240000000e+00,8.0488191122e-01
-2.8200000000e+00,8.0661538196e-01
-2.8160000000e+00,8.0835233469e-01
-2.8120000000e+00,8.1009277627e-01
-2.8080000000e+00,8.1183671359e-01
-2.8040000000e+00,8.1358415352e-01
-2.8000000000e+00,8.1533510299e-01
-2.7960000000e+00,8.1708956890e-01
-2.7920000000e+00,8.1884755819e-01
-2.7880000000e+00,8.2060907780e-01
-2.7840000000e+00,8.2237413469e-01
-2.7800000000e+00,8.2414273583e-01
-2.7760000000e+00,8.2591488820e-01
-2.7720000000e+00,8.2769059880e-01
-2.7680000000e+00,8.2946987463e-01
-2.7640000000e+00,8.3125272272e-01
-2.7600000000e+00,8.3303915010e-01
-2.7560000000e+00,8.3482916382e-01
-2.7520000000e+00,8.3662277093e-01
-2.7480000000e+00,8.3841997852e-01
-2.7440000000e+00,8.4022079367e-01
-2.7400000000e+00,8.4202522347e-01
-2.7360000000e+00,8.4383327504e-01
-2.7320000000e+00,8.4564495551e-01
-2.7280000000e+00,8.4746027202e-01
-2.7240000000e+00,8.4927923171e-01
-2.7200000000e+00,8.5110184175e-01
-2.7160000000e+00,8.5292810932e-01
-2.7120000000e+00,8.5475804161e-01
-2.7080000000e+00,8.5659164582e-01
-2.7040000000e+00,8.5842892917e-01
-2.7000000000e+00,8.6026989889e-01
-2.6960000000e+00,8.6211456223e-01
-2.6920000000e+00,8.6396292643e-01
-2.6880000000e+00,8.6581499878e-01
-2.6840000000e+00,8.6767078654e-01
-2.6800000000e+00,8.6953029702e-01
-2.6760000000e+00,8.7139353753e-01
-2.6720000000e+00,8.7326051539e-01
-2.6680000000e+00,8.7513123793e-01
-2.6640000000e+00,8.7700571250e-01
-2.6600000000e+00,8.7888394646e-01
-2.6560000000e+00,8.8076594719e-01
-2.6520000000e+00,8.8265172207e-01
-2.6480000000e+00,8.8454127851e-01
-2.6440000000e+00,8.8643462392e-01
-2.6400000000e+00,8.8833176573e-01
-2.6360000000e+00,8.9023271138e-01
-2.6320000000e+00,8.9213746831e-01
-2.6280000000e+00,8.9404604400e-01
-2.6240000000e+00,8.9595844593e-01
-2.6200000000e+00,8.9787468159e-01
-2.6160000000e+00,8.9979475849e-01
-2.6120000000e+00,9.0171868414e-01
-2.6080000000e+00,9.0364646609e-01
-2.6040000000e+00,9.0557811186e-01
-2.6000000000e+00,9.0751362903e-01
-2.5960000000e+00,9.0945302516e-01
-2.5920000000e+00,9.1139630785e-01
-2.5880000000e+00,9.1334348468e-01
-2.5840000000e+00,9.1529456328e-01
-2.5800000000e+00,9.1724955125e-01
-2.5760000000e+00,9.1920845626e-01
-2.5720000000e+00,9.2117128593e-01
-2.5680000000e+00,9.2313804795e-01
-2.5640000000e+00,9.2510874998e-01
-2.5600000000e+00,9.2708339971e-01
-2.5560000000e+00,9.2906200486e-01
-2.5520000000e+00,9.3104457313e-01
-2.5480000000e+00,9.3303111226e-01
-2.5440000000e+00,9.3502162999e-01
-2.5400000000e+00,9.3701613407e-01
-2.5360000000e+00,9.3901463228e-01
-2.5320000000e+00,9.4101713239e-01
-2.5280000000e+00,9.4302364221e-01
-2.5240000000e+00,9.4503416953e-01
-2.5200000000e+00,9.4704872219e-01
-2.5160000000e+00,9.4906730802e-01
-2.5120000000e+00,9.5108993485e-01
-2.5080000000e+00,9.5311661057e-01
-2.5040000000e+00,9.5514734303e-01
-2.5000000000e+00,9.5718214012e-01
-2.4960000000e+00,9.5922100976e-01
-2.4920000000e+00,9.6126395983e-01
-2.4880000000e+00,9.6331099828e-01
-2.4840000000e+00,9.6536213304e-01
-2.4800000000e+00,9.6741737206e-01
-2.4760000000e+00,9.6947672331e-01
-2.4720000000e+00,9.7154019476e-01
-2.4680000000e+00,9.7360779441e-01
-2.4640000000e+00,9.7567953025e-01
-2.4600000000e+00,9.7775541031e-01
-2.4560000000e+00,9.7983544260e-01
-2.4520000000e+00,9.8191963518e-01
-2.4480000000e+00,9.8400799610e-01
-2.4440000000e+00,9.8610053341e-01
-2.4400000000e+00,9.8819725522e-01
-2.4360000000e+00,9.9029816959e-01
-2.4320000000e+00,9.9240328465e-01
-2.4280000000e+00,9.9451260851e-01
-2.4240000000e+00,9.9662614929e-01
-2.4200000000e+00,9.9874391515e-01
-2.4160000000e+00,1.0008659142e+00
-2.4120000000e+00,1.0029921547e+00
-2.4080000000e+00,1.0051226448e+00
-2.4040000000e+00,1.0072573926e+00
-2.4000000000e+00,1.0093964064e+00
-2.3960000000e+00,1.0115396944e+00
-2.3920000000e+00,1.0136872648e+00
-2.3880000000e+00,1.0158391259e+00
-2.3840000000e+00,1.0179952859e+00
-2.3800000000e+00,1.0201557531e+00
-2.3760000000e+00,1.0223205358e+00
-2.3720000000e+00,1.0244896422e+00
-2.3680000000e+00,1.0266630807e+00
-2.3640000000e+00,1.0288408595e+00
-2.3600000000e+00,1.0310229871e+00
-2.3560000000e+00,1.0332094718e+00
-2.3520000000e+00,1.0354003218e+00
-2.3480000000e+00,1.0375955456e+00
-2.3440000000e+00,1.0397951516e+00
-2.3400000000e+00,1.0419991481e+00
-2.3360000000e+00,1.0442075435e+00
-2.3320000000e+00,1.0464203463e+00
-2.3280000000e+00,1.0486375648e+00
-2.3240000000e+00,1.0508592075e+00
-2.3200000000e+00,1.0530852829e+00
-2.3160000000e+00,1.0553157995e+00
-2.3120000000e+00,1.0575507656e+00
-2.3080000000e+00,1.0597901897e+00
-2.3040000000e+00,1.0620340805e+00
-2.3000000000e+00,1.0642824463e+00
-2.2960000000e+00,1.0665352956e+00
-2.2920000000e+00,1.0687926371e+00
-2.2880000000e+00,1.0710544793e+00
-2.2840000000e+00,1.0733208306e+00
-2.2800000000e+00,1.0755916997e+00
-2.2760000000e+00,1.0778670952e+00
-2.2720000000e+00,1.0801470255e+00
-2.2680000000e+00,1.0824314994e+00
-2.2640000000e+00,1.0847205254e+00
-2.2600000000e+00,1.0870141121e+00
-2.2560000000e+00,1.0893122682e+00
-2.2520000000e+00,1.0916150023e+00
-2.2480000000e+00,1.0939223230e+00
-2.2440000000e+00,1.0962342390e+00
-2.2400000000e+00,1.0985507590e+00
-2.2360000000e+00,1.1008718917e+00
-2.2320000000e+00,1.1031976457e+00
-2.2280000000e+00,1.1055280298e+00
-2.2240000000e+00,1.1078630526e+00
-2.2200000000e+00,1.1102027229e+00
-2.2160000000e+00,1.1125470494e+00
-2.2120000000e+00,1.1148960409e+00
-2.2080000000e+00,1.1172497060e+00
-2.2040000000e+00,1.1196080536e+00
-2.2000000000e+00,1.1219710925e+00
-2.1960000000e+00,1.1243388313e+00
-2.1920000000e+00,1.1267112790e+00
-2.1880000000e+00,1.1290884442e+00
-2.1840000000e+00,1.1314703359e+00
-2.1800000000e+00,1.1338569627e+00
-2.1760000000e+00,1.1362483337e+00
-2.1720000000e+00,1.1386444574e+00
-2.1680000000e+00,1.1410453429e+00
-2.1640000000e+00,1.1434509990e+00
-2.1600000000e+00,1.1458614346e+00
-2.1560000000e+00,1.1482766584e+00
-2.1520000000e+00,1.1506966794e+00
-2.1480000000e+00,1.1531215065e+00
-2.1440000000e+00,1.1555511485e+00
-2.1400000000e+00,1.1579856144e+00
-2.1360000000e+00,1.1604249131e+00
-2.1320000000e+00,1.1628690535e+00
-2.1280000000e+00,1.1653180445e+00
-2.1240000000e+00,1.1677718950e+00
-2.1200000000e+00,1.1702306141e+00
-2.1160000000e+00,1.1726942106e+00
-2.1120000000e+00,1.1751626935e+00
-2.1080000000e+00,1.1776360717e+00
-2.1040000000e+00,1.1801143543e+00
-2.1000000000e+00,1.1825975502e+00
-2.0960000000e+00,1.1850856684e+00
-2.0920000000e+00,1.1875787179e+00
-2.0880000000e+00,1.1900767076e+00
-2.0840000000e+00,1.1925796467e+00
-2.0800000000e+00,1.1950875440e+00
-2.0760000000e+00,1.1976004086e+00
-2.0720000000e+00,1.2001182496e+00
-2.0680000000e+00,1.2026410759e+00
-2.0640000000e+00,1.2051688966e+00
-2.0600000000e+00,1.2077017207e+00
-2.0560000000e+00,1.2102395572e+00
-2.0520000000e+00,1.2127824153e+00
-2.0480000000e+00,1.2153303039e+00
-2.0440000000e+00,1.2178832322e+00
-2.0400000000e+00,1.2204412091e+00
-2.0360000000e+00,1.2230042437e+00
-2.0320000000e+00,1.2255723452e+00
-2.0280000000e+00,1.2281455225e+00
-2.0240000000e+00,1.2307237848e+00
-2.0200000000e+00,1.2333071412e+00
-2.0160000000e+00,1.2358956006e+00
-2.0120000000e+00,1.2384891723e+00
